date,Bottom_stocks
2024-11,"17948,25452,89244,18648,13954,18568,14828,18664,18562,14273,15059,14925,15046,15087,91068,80539,17315,17977,18663,16753,93434,15365,17678,15417,14296,19025,17262,18453,11636,88195,18137,15002,14466,57154,84788,85177,17906,79089,17672"
2024-10,"17948,16670,89244,18648,88174,17109,12350,18664,14826,13954,17672,15365,92981,14828,15087,18678,16753,17678,91068,18568,17977,80539,15046,14273,85390,17301,18663,14925,16393,17262,79089,85177,88195,18137,26201,14296,84788,18845,11636"
2024-09,"16670,18419,88174,17678,18556,18664,14826,13707,15365,91742,17301,14540,15087,17672,13954,18663,14828,91068,92981,15059,84184,16753,80539,17977,14615,14273,17978,18769,85390,18363,79089,93126,16393,18678,84788,57154,16626,18137,18215"
2024-08,"88174,18419,91742,17678,18556,17977,80539,14540,15365,13954,13707,15087,84184,14826,18783,92981,14828,14273,18664,18845,18137,14466,91068,16753,18559,14615,18663,85390,57154,14239,18416,17978,18670,60599,85177,18769,14296,18131"
2024-07,"13947,88174,14991,16998,80539,17977,93012,13954,18783,18670,17907,84184,15365,18663,18719,15087,14828,25452,14826,14466,15914,16975,18769,17038,15059,16964,89244,26201,13279,17871,14239,18137,84788,92981,57154,17251,14273,16922"
2024-06,"18302,25452,14991,17115,13954,15087,80539,84184,91571,13279,93012,14239,17907,15489,17977,18664,15365,15364,14466,85390,79089,18663,18719,14828,13700,16753,16975,17871,16964,26201,17038,85177,57154,90971,84788,92981,18051,15059"
2024-05,"17979,16929,18302,80539,16778,17948,17115,17134,15365,17977,91571,15065,84184,14239,15433,13812,13954,13700,15087,17871,17105,92486,15364,79089,92981,90081,90971,89244,14459,14466,84788,16188,14615,18051,17038,18416,85390,18464"
2024-04,"16929,17979,80539,17977,15065,16778,17358,17134,17948,17115,15433,18416,17105,14610,15365,16104,17871,93347,13954,91571,15087,14459,13812,18399,14523,16626,18211,18217,17251,14466,90971,92486,16188,84788,17678,11636,18103,92775"
2024-03,"13947,16400,16788,17913,17977,17358,91571,17948,15065,17326,18377,17115,12497,14610,91277,13954,18151,16626,91488,15365,17678,17301,14459,93347,79089,17907,17871,18416,16188,11636,17251,17672,17316,60599,84788,18399,18217,14239"
2024-02,"16400,13947,15065,16788,17913,17977,18261,91488,12497,14459,91571,91277,88807,17326,88195,17115,79122,16626,17889,18306,11636,13954,18151,17678,17948,15365,18195,79089,84788,15779,18211,86444,14316,92775,17345,18137,17316"
2024-01,"15065,17967,15833,17977,12350,13954,91571,17115,13947,17948,18261,18306,92102,14459,11636,88807,79122,17678,79089,17871,92775,16188,60599,18137,91366,16975,15779,17898,84788,17251,18292,14935,86444,31668,90081,14239,15365"
2023-12,"13954,17977,17967,11636,17366,13947,91571,14459,15833,76711,17948,18129,12350,17678,18051,92102,15269,92775,13707,17115,17871,14935,85757,17898,17271,17870,17966,91366,93345,60599,17141,84788,15779,79089,14239,16975,16188"
2023-11,"13954,17977,13947,14459,17366,16894,11636,18129,76711,14879,17948,17871,17898,17678,91184,91571,85757,15269,13707,60599,13621,14935,92775,15365,17271,84788,17870,17908,18211,15779,16541,17115,16739,79089,17966,17955"
