date,Bottom_stocks
2024-11,"17948,25452,89244,18648,13954,18568,14828,18664,18562,14273,15059,14925,15046,15087,91068,80539,17315,17977,18663,16753,93434,15365,17678,15417,14296,19025,17262,18453,11636,88195,18137,15002,14466,57154,84788,85177,17906,79089,17672,84184,18997,19024,15493,15585,17044,17038,83916,18203,18845,90319,14542,16962,17978,18784,26201,18215,17109,86581,18253,89453,91571,18063,34367,19021,16670,14608,15373,90012,16788,17134,18051,90516,92775,16528,19502,15937,17362,84172,90682,84176,85757,13825,80054,16894,84348,18958,18887,78915,14459,15269,18131,90971,83391,16922,17116,15540,89891,85390,18899,16793,15779,16626,14615,14136,18940,18769,17272,12880,17251,18915,78875,14616,84302,18963,18775,18897,89952,18302,15789,16188,16739,10044,89824,17222,14607,15135,13260,93345,88779,17832,80089,17254,14245,17825,78840,17889,18830,77236,14720,17150,89217,17366,43553,93004,16086,13350,18206,93085,14826,18789,15358,85570,75976,91672,15395,60943,17316,14935,78044,15272,13321,12339,18376,87657,18129,87344,11267,14705,18936,17893,33823,18994,16164,27562,17980,15658,76226,78664,16603,18840,17378,13249,17870,15904,27983,18213,18452,15177,15636,17106,12890,82179,17809,85726,93012,72119,16186,88897,14934,10649,15857,82555,83989,14694,88362,16929,80307,89447,91659,18135,18953,14467,14268,14710,89353,18058,15914,83671,18128,79791,91186,53197,85526,17908,31668,79150,12360,18047,88507,86092,92987,14531,33209,85424,13867,13168,92143,91673,85440,90177,16668,19271,80167,12629,75649,17266,78756,12583,68866,21020,13621,61743,83382,89125,16921,18580,17365,11144,65541,15856,16975,86489,91604,18322,75694,81740,83909,19014,18405,14257,80341,18908,91359,39731,91901,18185,12577,17693,83910,15653,16543,91594,14609,13935,16376,12745,84413,16537,85372,81010,17816,60986,87439,12886,15837,16522,89728,93264,80276,77606,76750,41452,92589,59328,16961,78985,51423,93126,18468,82649,16650,82656,18133,27909,90400,76732,79249,75154,14493,90979,92520,18785,16778,90664,14185,18207,88742,88518,12488,14951,88446,77900,17803,15222,15396,90314,17907,90751,19561,91278,19004,15980,93083,16971,41292,86929,18678,11174,18901,16044,84372,16310,12615,17876,14450,91215,17121,13786,93314,83390,15525,14676,18719,89002,79033,79444,12699,17301,16940,91416,80069,91742,14328,92326,15186,15378,92793,75418,62148,18780,11600,16535,77182,27887,13399,80955,86745,88673,10860,14674,86728,83148,18410,41188,85738,88372,85285,15840,16932"
2024-10,"17948,16670,89244,18648,88174,17109,12350,18664,14826,13954,17672,15365,92981,14828,15087,18678,16753,17678,91068,18568,17977,80539,15046,14273,85390,17301,18663,14925,16393,17262,79089,85177,88195,18137,26201,14296,84788,18845,11636,57154,17978,89453,15585,17898,83916,84184,18215,16626,86581,18046,93434,17315,18784,90971,18363,17116,17044,18253,16877,17362,90319,14542,14608,18887,84176,14466,14615,18769,89952,16111,91571,17906,18897,15937,17272,14616,19502,25452,16788,17150,18203,17832,80054,17134,90012,18775,18063,18303,78915,18958,17889,18940,18131,92775,91672,15636,15373,18963,18047,17038,89891,16739,87589,10044,78875,12880,80089,17816,43553,17366,17361,15540,16922,84348,15127,84172,93345,16894,13260,15135,13825,90516,34367,90682,16086,18206,18789,18899,93004,15269,16188,13621,17222,18129,12339,87344,88779,12579,14245,15358,17254,18427,89447,14607,78840,16975,27562,17809,15396,14694,77236,18468,17316,18580,16962,75976,18830,17893,14459,93085,76226,15789,91673,78664,17106,18413,14136,16603,12360,17378,17825,85570,14676,80307,89217,14257,11267,13959,15857,15395,91659,33823,18452,17908,18185,85726,14705,15272,13321,12745,18302,13249,91901,18936,88362,89353,15177,10649,27909,60943,53197,78044,83989,18840,75649,17870,33209,17980,87657,79791,18660,16650,85757,81010,16186,85424,81740,14239,31668,78756,14268,16164,92143,41452,82179,92987,84607,76750,15658,16709,83910,72119,14935,14822,65541,83909,89728,17365,12699,77900,11144,18376,86092,86489,13867,18953,18783,85372,80167,89125,18901,13168,82555,75154,83671,14185,75694,15186,60986,27983,14983,92589,16921,15856,18213,51423,18780,92897,16537,91278,78985,90979,84601,90751,77606,80341,15653,21020,13935,83382,14531,88897,17803,91186,18135,15525,83148,90179,14609,17266,12583,16541,18902,91359,79249,80276,15980,91416,91604,18322,76732,83390,85526,91021,61743,82656,60599,18207,14951,14674,90976,16778,84372,59328,91594,86728,88446,27887,14056,28118,16543,16522,84413,16971,19271,18719,12009,15904,18405,68866,86745,91977,41292,85293,16961,14328,13786,89002,19561,77090,15539,90400,12577,90177,82642,90868,87439,85440,18908,90664,12629,15840,16044,12886,85738,17876,92469,79150,39731,18058,93314,16668,11600,88742,14493,75578,15837,87508,14450,82272,93274,42286,89824,86990,75418,85254,16535,80791,62148,79033,88507,83391,91103,79841,88518,18128,89155,88673,90314,89800,92172,16376,91668,77928,14467"
2024-09,"16670,18419,88174,17678,18556,18664,14826,13707,15365,91742,17301,14540,15087,17672,13954,18663,14828,91068,92981,15059,84184,16753,80539,17977,14615,14273,17978,18769,85390,18363,79089,93126,16393,18678,84788,57154,16626,18137,18215,18131,16877,91021,15046,26201,85177,18845,14296,17116,14466,17044,90319,14608,14542,18046,91672,17272,15779,44813,15373,15358,18047,11636,15585,14056,17809,89453,17832,16681,83916,18887,92775,17150,18783,18461,17362,18855,15135,15269,18789,14616,18897,90971,17816,89891,13260,16788,18830,14459,18303,87589,10044,14607,16922,43553,78840,13825,17908,12579,15937,92230,80054,17134,88779,17315,16894,17316,34367,72119,12880,90682,19502,16613,18775,81761,90012,17222,17378,14239,75976,16188,12350,18051,18468,18452,80089,16739,17038,17366,14136,15636,15789,17825,18206,16186,84348,93345,17254,18580,17893,18645,17106,14257,78915,12699,18203,17361,12877,89952,89447,14935,15127,76226,91673,84172,60599,27562,18063,93004,19271,12339,86489,80307,14676,87657,18902,18784,77236,15857,91571,93085,18129,78044,13883,11267,16921,15177,65541,13959,77900,84176,16603,33823,85726,88518,78756,17980,15395,18840,85570,14245,75649,14705,91901,13621,14531,18899,17876,16086,83910,18780,83909,92143,12745,17251,81740,18185,85372,89125,16537,12886,33209,31668,86745,15272,10649,60943,14467,90516,89728,18901,81010,27909,88362,15382,18376,16650,16309,85757,15396,92987,13249,89353,12360,27983,91278,90979,51423,92589,18427,84601,85424,75154,91604,16376,88863,77202,78985,16932,41452,17266,14268,13867,16668,14694,14185,91659,90664,82272,15837,82281,76750,13935,53197,18667,18785,16929,79791,18058,15980,18135,12577,14158,21020,89824,80167,89110,79841,27887,88673,15658,82179,91186,88897,85738,15222,14822,80341,17043,79249,83989,84413,15846,13321,15653,15506,80276,92897,75694,68866,90179,15539,16535,91416,17803,88446,18213,10463,18207,78875,18075,18322,84607,89002,16778,17913,13786,91594,15850,16975,18405,17870,16140,85254,18302,86728,89800,14951,77606,14674,89217,88507,14045,18133,13168,15525,18660,84372,91359,52090,89155,18395,17113,92091,92469,14818,14328,83390,18719,79150,14450,16829,14983,18735,17693,16711,79996,77928,81741,18128,90751,92130,75418,83382,15896,18062,82642,12629,93012,82555,41292,76732,12009,75104,91977,90976,76279,16971,83387,14325,90088,15856,19721,58683,60986,53074,18670,90400,86990,12615,15279"
2024-08,"88174,18419,91742,17678,18556,17977,80539,14540,15365,13954,13707,15087,84184,14826,18783,92981,14828,14273,18664,18845,18137,14466,91068,16753,18559,14615,18663,85390,57154,14239,18416,17978,18670,60599,85177,18769,14296,18131,15127,91488,16681,26201,15059,84788,18413,17272,14608,15779,18855,16975,18215,90971,17044,83916,15046,15269,92775,18784,79089,17251,14459,16922,18046,18047,16921,15373,16626,15585,18789,18453,14245,90319,12577,14542,91672,43553,17893,91571,84348,17150,16188,16788,15639,44813,17038,17116,17809,34367,18051,17316,93345,18195,17222,13825,17832,17816,18461,15135,12880,81761,15937,89952,89891,14607,14935,13260,18203,17825,17908,92230,16992,86489,80054,78840,14616,17362,14072,14136,18303,11636,76226,88779,14467,84176,15789,18468,16186,15358,18075,18558,13959,17378,18376,75976,19502,13883,17870,17106,16086,16739,89453,18452,17134,15857,90012,17366,27562,14531,10044,18427,78756,27909,14185,90516,12360,18129,90682,89447,16650,18667,14705,65541,16537,18128,93004,93085,15658,84172,16894,18206,81740,15787,14694,17254,17980,78915,18063,33823,77236,16603,18211,12886,17361,17876,12877,31668,33209,14268,79791,19271,92987,76750,89002,12699,85570,16998,60943,75649,17315,90979,18775,80307,18185,15395,80089,83909,83989,14257,16929,15361,13249,90179,72119,10649,88897,91278,92665,85372,81010,84413,79841,15837,18058,18302,88518,91416,18395,18135,82272,18830,85757,85726,77900,78044,18048,83910,89353,80167,15177,91604,15980,18840,91901,16805,51423,16712,15222,12745,89125,85738,12339,91673,16829,10890,91659,15506,13621,18580,86745,78664,13935,75694,12573,40125,18213,53074,80341,53197,15279,88446,68866,85424,90088,13321,75104,16497,17270,15856,89110,84210,85686,27983,84372,80343,78875,88863,25304,15539,16309,21020,90751,16532,17146,16668,79249,89728,16709,78985,11267,15272,89387,85254,17043,18261,16535,92469,13278,83382,92143,84607,75154,93012,27887,18780,86728,14983,10966,13168,15850,14818,82656,15896,77090,81741,14674,77928,18773,16140,15396,92589,15840,85540,88362,15364,16971,88742,18322,18660,14440,18364,18719,84601,89217,14328,13786,87508,18207,17913,86474,17155,77606,91594,81133,14490,15653,14359,13751,87657,86990,89155,18062,14591,91814,12615,12629,76732,16376,91977,17803,41292,16044,15378,14300,42922,93371,52090,18838,15784,13867,60986,89800,80924,18425,91186,91500,78749,14450"
2024-07,"13947,88174,14991,16998,80539,17977,93012,13954,18783,18670,17907,84184,15365,18663,18719,15087,14828,25452,14826,14466,15914,16975,18769,17038,15059,16964,89244,26201,13279,17871,14239,18137,84788,92981,57154,17251,14273,16922,16753,92775,18664,90081,18416,79089,90971,14615,60599,16626,85177,18559,91571,17044,14459,90223,18046,85390,18051,18215,15489,83916,15127,18089,14608,91672,18413,18047,17272,14296,15046,44813,13825,18784,90955,15779,43553,16992,17898,14536,16788,16921,15135,90319,14542,17316,18453,17825,17150,17349,15585,15787,15269,34367,84176,18461,17222,14245,17893,14072,93345,15639,91488,17263,15358,17908,18303,11636,80054,12577,17378,13260,14616,33823,15662,17832,84348,15937,75976,18132,93085,14935,17980,15373,16894,17816,14467,16188,16186,17362,18558,88779,78840,14531,93004,18427,27909,18322,89952,15857,18452,80341,13959,76226,18395,90516,14257,17876,88897,89891,84607,17361,12699,77236,18048,16650,16739,14705,76711,18376,78756,92987,80307,17870,18468,81740,89453,18667,13249,31668,17116,10649,17106,85570,88173,84172,18203,90012,16086,68866,79791,85757,76750,77900,14694,78915,89447,15658,65541,15361,14268,40125,88446,90979,79841,27562,18129,13883,14185,85686,82272,78985,15837,18372,90088,81010,12360,19502,91604,91416,14136,18773,89002,87759,12339,60943,89353,89728,13621,91901,90989,18063,13278,15856,15431,15980,18135,17254,83910,91278,12880,84413,90179,25304,51423,92466,75154,92665,18780,18075,15186,90679,75649,15395,13867,15279,80343,10044,18775,17146,17366,17315,89125,89387,18058,12886,19271,15539,14815,16537,10966,17913,16473,18206,16929,88362,15789,90682,80167,15896,21020,16712,33209,41292,85726,85372,16829,82656,16376,17974,78044,91673,18302,14797,16522,15222,91186,16940,17134,16805,80791,16497,12615,14951,14440,16711,75694,91659,16247,18128,83382,91594,16962,17043,16603,86745,86489,88810,88518,89110,86474,83989,84210,12745,88863,16668,18580,78664,18211,83909,18185,53074,80089,13168,27983,17323,84601,13321,14490,85424,18482,86990,16309,14983,18660,18425,53197,18207,75104,76732,27887,16532,14450,92589,16140,15653,77090,77447,17803,84372,17266,16562,37381,13701,14045,92469,12488,89570,62148,17693,16020,85738,10890,77928,16533,13786,79996,93314,15295,18257,90533,91500,17115,90266,14822,15850,86728,14941,87753,91814,78875,89217,91977,87508,14300,16617,14328,16044"
2024-06,"18302,25452,14991,17115,13954,15087,80539,84184,91571,13279,93012,14239,17907,15489,17977,18664,15365,15364,14466,85390,79089,18663,18719,14828,13700,16753,16975,17871,16964,26201,17038,85177,57154,90971,84788,92981,18051,15059,15914,89244,18137,92986,14459,16992,16998,60599,16626,17044,18416,17251,92775,91672,18132,14615,16802,11636,85539,14273,18211,14608,17326,90081,14826,16921,18468,90319,17150,18453,14542,13825,43553,18461,16188,18047,14296,17908,14935,93345,15269,17345,18046,18303,15662,77437,15779,34367,93085,13260,17870,15046,84348,83916,17222,92345,17825,12577,90955,16922,12880,18427,14245,16788,17272,90516,14616,16739,17316,13959,17832,15135,80054,15857,78840,13883,75976,15585,85570,17893,16887,14536,17876,90012,81740,88779,14818,17262,15789,15639,18135,33823,17349,76226,12699,89891,18309,88897,15787,89952,17816,14328,14797,12360,84176,14136,17134,15373,17106,84172,77236,15937,15358,93004,15775,14444,14268,14490,78756,27909,17362,89728,89002,18372,18322,17378,18452,14072,90989,14694,13867,80791,92987,87759,15837,76711,68866,14531,78985,18129,88173,78915,16186,85757,17980,75154,16805,18558,17898,18667,17043,31668,89453,90979,18128,83382,14440,16650,65541,18206,18215,18376,80167,85686,91278,17361,90088,13249,93174,10649,89387,10966,91416,17146,90179,89447,16401,91604,25304,15896,80089,78044,85744,88742,75694,80341,90682,92665,15980,33209,16086,91186,18203,77090,17366,14815,89353,16929,82656,83989,16562,14467,16603,41292,17116,18048,18063,14556,89110,91673,79791,16537,76750,13621,16781,16522,14983,12339,14705,15395,16497,86745,16829,84413,15658,89125,15856,19502,82272,19271,89824,44813,79996,12886,86474,18261,16712,27562,90679,51423,92469,77900,17266,10044,88362,17913,18185,15539,86489,42286,18482,17254,11267,91659,16962,12745,79841,91594,15382,14185,84210,89570,84372,88446,18207,17200,92808,14677,16711,18292,85726,16247,75649,40125,85738,84601,15960,15457,78664,15653,16309,16020,78749,17967,16376,15642,18062,37381,90101,80307,53074,85372,75104,85540,87508,13278,18257,27983,16894,13786,18425,17130,72119,85424,39731,17131,81010,92466,62148,18644,15850,16617,14045,91915,77928,16668,14822,14450,16140,13321,13751,17803,81741,83909,80343,77447,18364,17252,76732,88673,89922,17974,15664,15784,89217,18058,91901,86728,89449,13701,16697,14941,16940,93314"
2024-05,"17979,16929,18302,80539,16778,17948,17115,17134,15365,17977,91571,15065,84184,14239,15433,13812,13954,13700,15087,17871,17105,92486,15364,79089,92981,90081,90971,89244,14459,14466,84788,16188,14615,18051,17038,18416,85390,18464,92345,92775,16753,17251,14828,85177,14608,17672,82281,90319,57154,11636,14542,91672,14616,18395,15269,60599,17150,18468,18132,14268,26201,17326,16992,18461,18137,15059,16921,17316,17044,92986,14676,43553,16739,16887,13621,16802,17966,84176,15135,34367,93345,18211,93085,17816,90516,17832,16894,17362,13260,18206,15775,12699,12577,18046,84348,17825,18453,13825,17378,12880,14935,15787,18427,83382,14273,14444,17222,17908,17980,18047,17901,17366,18063,90012,18261,17262,14818,16788,87583,16603,77236,18292,14490,15779,76226,31668,15857,89002,17876,16401,27909,15046,14536,68866,78840,16626,78985,89453,14296,15636,17106,17870,14328,18129,13883,18467,91186,13867,85757,75976,80054,78915,16497,78756,15585,91278,17349,16922,12573,13959,82656,83989,13321,84172,89891,89728,14607,89952,16650,18048,92987,15373,33823,18402,85570,85539,83916,15896,17898,90179,90088,91673,89447,87321,17272,81740,12339,78044,13751,75154,14136,44813,15937,93004,86745,16805,15639,16108,14531,18376,89387,42286,91604,93174,15837,84413,88779,16562,17893,90679,17043,18135,80089,15358,14705,80791,18413,88897,90979,91416,16829,18372,14682,40125,18452,10649,13249,16186,14185,15361,89570,17131,84601,18322,14072,17130,90989,92665,85293,16247,79996,10966,75694,15980,85744,16020,79791,16537,12886,17361,87759,65541,14822,89824,15789,92469,82272,80167,14826,75649,18558,18396,13701,88362,89110,16617,33209,15642,15382,10044,41292,77900,18195,16940,18215,15539,14467,17252,14603,14674,76750,16819,14694,14137,51423,17879,11267,39731,87508,85372,83909,18364,80341,14797,72119,19271,17323,15375,89125,18207,18185,16309,14647,17116,68145,15395,89353,14556,76711,92589,78749,12745,85738,14440,25304,19502,16522,17113,15286,91488,86474,89449,77606,10463,17913,17382,53197,88173,16044,15853,91594,90533,88673,16711,78664,15658,91901,14983,88742,15960,84210,75104,14710,17266,65752,17354,91915,17803,16086,18309,27562,18425,17200,14450,15653,13786,12009,77928,84372,14245,17967,10890,89922,91977,88446,15856,16376,92428,14951,16140,12751,78875,81741,21020,18058,86990,16697,83987,80307,79586,61743,86489,16787"
2024-04,"16929,17979,80539,17977,15065,16778,17358,17134,17948,17115,15433,18416,17105,14610,15365,16104,17871,93347,13954,91571,15087,14459,13812,18399,14523,16626,18211,18217,17251,14466,90971,92486,16188,84788,17678,11636,18103,92775,17316,17038,84607,90319,92981,14542,18303,15857,14608,17832,90081,17044,18461,14828,60599,82281,17672,16753,85177,15269,14923,18468,14935,18292,14616,14676,13825,17091,17362,89244,17816,17966,57154,13621,91672,90516,15059,12577,18137,15135,17120,17150,34367,16921,17366,14268,89570,43553,17222,16887,17870,84176,14531,12699,77236,17898,16894,85390,14316,15775,15837,18452,14490,18046,18453,18132,78985,82656,16401,89002,17980,90012,17901,87583,17825,93345,16376,18206,15779,12880,78756,14431,76226,83382,17378,15046,14273,87759,78915,18402,90179,16739,18129,91186,31668,14137,90679,68866,14607,13883,18135,85744,16497,85757,14682,14826,15787,84348,84601,14296,27909,17326,93085,89453,84172,13260,15286,17978,17262,18261,75649,91604,78840,80089,16650,15585,18365,18405,83989,86745,13693,17913,13321,16603,16922,17266,42286,17876,18372,89728,16186,13867,90088,16787,14328,26201,91664,18063,14072,93174,15373,14536,89387,90400,18413,14185,75976,85570,15642,17323,91416,78044,15658,16247,17908,79996,17106,16108,14136,14818,18467,18195,91594,75154,18047,87321,80054,39731,65541,88897,15789,79791,90989,17349,18048,14611,17043,89110,18364,17879,16537,16617,18396,17361,14556,17131,89891,14440,17130,33823,19502,92987,82272,14797,16788,83909,14822,40125,91673,91278,14705,89447,17272,88779,13249,18151,92428,16562,84413,17354,16829,86489,12751,17893,16020,92469,14694,65752,15361,51423,93004,13959,15358,90917,75694,18309,18376,12886,93371,13701,15848,18425,14790,15896,18215,10649,89449,80307,90976,13324,82567,78664,18058,81740,41292,76963,17252,76750,82702,25304,77900,12573,14603,18207,77928,89217,89353,17116,17200,80276,16007,72119,15639,14647,15853,14983,13751,17382,16940,14245,77606,14710,15382,17803,12339,27562,88240,14618,15937,89125,76461,80791,15902,50948,84210,14674,18213,89952,14325,88742,89824,12745,16660,90979,18185,76711,87508,18128,16309,78749,80167,16044,15856,14941,12488,91915,90533,16697,15539,16712,11267,12615,75104,22592,87657,61743,10890,15653,88362,19271,14937,88173,82649,13820,10044,92589,86092,88446,80912,16805,16086,89155,15980,89800,14467"
2024-03,"13947,16400,16788,17913,17977,17358,91571,17948,15065,17326,18377,17115,12497,14610,91277,13954,18151,16626,91488,15365,17678,17301,14459,93347,79089,17907,17871,18416,16188,11636,17251,17672,17316,60599,84788,18399,18217,14239,17809,92775,18195,18211,14466,15857,16146,57154,90971,18137,16753,14616,16877,18303,17966,17038,92981,16975,15087,13825,17832,93345,17362,90319,18292,16739,14542,17044,17980,17360,15779,14611,16998,16921,77437,34367,90679,15059,16401,91672,90081,17150,14923,18132,14536,14828,14935,14419,15269,13621,16992,85177,17825,14072,14268,16964,89570,15135,91186,15775,12699,15639,14316,14608,17978,15642,14490,89244,43553,14056,17120,17222,15837,17879,78002,77236,17898,87759,31668,16186,17366,17266,12577,89002,16603,18206,17901,90516,15361,18402,17354,17870,78985,93085,14137,78756,14296,14531,88208,85390,42286,78840,86489,13321,15658,18413,26201,91604,17323,14607,91416,82656,14431,91901,17908,16497,41292,90976,12592,17106,14273,75976,17378,16376,87508,16787,18364,80089,13260,18046,15789,14790,87321,88779,90179,78915,89728,27909,16712,90012,75649,17816,85757,18129,14797,12880,85570,91594,84413,68866,18102,79996,14618,89449,18063,17105,85744,90400,82272,78044,75154,14328,90751,76226,14185,84348,14705,15382,17955,14467,83382,93174,14818,12339,91278,15585,14983,12751,18376,89447,15896,14556,89387,14682,84172,12615,12573,16020,18261,82649,18365,18372,17876,90989,90088,16894,18396,17951,19502,89353,89891,16650,13249,51423,86745,14136,15636,13883,18047,13959,13324,13867,92428,16247,18135,40125,80307,13751,89453,14710,17361,90979,91673,78664,15937,16562,16309,92469,14325,16104,16903,14044,17272,88173,17043,17885,17131,15046,88897,50948,33823,75694,17116,15853,17252,17130,91915,90672,15980,14937,18048,14603,90917,16922,77447,33209,17893,92589,12009,15902,84176,16044,89110,16099,17349,16940,77606,92987,57817,17382,25304,15373,78749,18215,83844,14647,77900,89125,14674,14245,13863,82702,14440,89800,15787,53074,21020,82567,15848,18185,17309,13168,61743,14941,18207,16711,12488,18297,91977,16829,10649,14951,88807,93004,79791,17262,89217,15960,16805,77928,77488,12886,80791,18058,76750,86474,16007,13820,10044,16145,15358,16617,91664,80276,10463,83390,80054,89952,11267,14450,12017,17315,13701,81740,83989,16086,88362,17200,17803,16750,16537,80341,88260,76279"
2024-02,"16400,13947,15065,16788,17913,17977,18261,91488,12497,14459,91571,91277,88807,17326,88195,17115,79122,16626,17889,18306,11636,13954,18151,17678,17948,15365,18195,79089,84788,15779,18211,86444,14316,92775,17345,18137,17316,10253,17871,17251,17966,18292,13825,17301,60599,16739,90319,34367,14935,14542,14239,15087,15857,16188,17044,85757,17980,31668,16921,90679,17879,92981,15775,17360,57154,14828,18365,13621,91186,78002,17038,14611,16998,18303,88174,93345,15361,91672,16753,17672,14490,17825,17908,17898,15269,17832,14072,89570,18132,77437,15639,14616,17330,89002,17150,14608,14466,16992,77236,16401,16887,17905,14431,17272,16310,85177,16186,17222,14536,43553,15642,14268,14531,15837,15431,17323,15135,87321,14720,16603,14419,93237,91604,15636,14790,41292,93085,85390,17362,13321,16964,17870,17271,14556,90081,17366,14245,78985,15059,78840,14137,78756,15848,12577,14185,90516,82272,42286,82656,90400,80089,17901,85570,17113,89244,87759,17318,18047,18063,16787,15896,57913,14682,16522,93174,79996,16497,14296,15279,18206,89449,84172,89728,91416,12880,12573,76226,91278,89891,27909,15789,16145,89353,13867,78044,13249,17106,88208,90012,12699,16537,18129,17816,17361,75154,16020,14273,13260,16562,88173,90751,93004,92428,80307,90989,51423,88779,87508,68866,17955,17378,75976,17885,16247,18133,75649,12615,78915,82848,15585,17252,14618,26201,16712,90088,17951,91901,12751,13324,13751,91915,88260,40125,81728,14607,16877,90976,19502,89447,16711,84413,16903,14951,17967,83382,78749,14136,89800,14677,14818,17978,33209,88362,14603,90179,86474,13168,16650,90672,91594,17876,89217,21020,89125,77488,19271,77900,89453,18207,91977,88897,18203,15373,14705,57817,75104,14647,77447,12009,16922,92987,92469,18128,12339,15658,60986,76750,91673,86489,13870,10966,14044,14440,77606,14328,14937,17131,13883,17130,13278,16660,25304,10649,81740,86728,90979,16535,84176,89387,18185,15853,88673,14797,13863,16007,10890,90971,14674,18048,17116,81133,17382,17266,13959,80343,86745,15980,15960,18046,75694,16894,15046,15539,17043,84348,87657,17200,77928,50948,88742,18297,76279,84737,61743,84010,18364,12146,65752,27562,18102,15358,53074,14450,15937,80341,17803,80912,14710,83390,83844,91103,12745,15787,75418,82649,12505,88467,80774,11267,12488,89952,88240,88526,83148,18309,13820,14941,17354,15186"
