date,Top_average
2024-11,-0.13093159822606937
2024-10,0.031591808800385
2024-09,-0.05342235248153351
2024-08,0.004403092117076357
2024-07,-0.05115447564833867
2024-06,0.020001229925582675
2024-05,-0.08331838326450405
2024-04,0.051790469967441535
2024-03,-0.0645829403846288
2024-02,0.0396315692502382
2024-01,0.038338636237427705
2023-12,-0.02200098929132559
2023-11,0.05606390715545037
2023-10,-0.008602898446967244
2023-09,-0.11738010180617008
2023-08,-0.04141117476229758
2023-07,-0.04122046493954946
2023-06,0.0672985883786229
2023-05,0.06484915263775998
2023-04,-0.01874849709608496
2023-03,-0.046207374731198216
2023-02,-0.13641323586176687
2023-01,-0.09763418867478478
2022-12,0.08950439721525712
2022-11,-0.12136460082520438
2022-10,-0.038412693565603916
2022-09,0.09560386416522344
2022-08,-0.15465682428796118
2022-07,-0.02858244259102495
2022-06,0.10530792095488997
2022-05,-0.16667892069885548
2022-04,0.011919873791134397
2022-03,-0.187483550000789
2022-02,-0.006263044292714212
2022-01,-0.003397374457570233
2021-12,-0.17567765367810642
2021-11,-0.1279350708968791
2021-10,-0.06884631252295666
2021-09,0.010362735129335351
2021-08,-0.031344540697006575
2021-07,0.02156281079923638
2021-06,-0.1307200116817738
2021-05,0.007207763181332219
2021-04,-0.052877607870831275
2021-03,-0.049478876189188815
2021-02,-0.08942090396104602
2021-01,0.027593942512546238
2020-12,0.13142417127282496
2020-11,0.038959368108754826
2020-10,0.18994301413152692
2020-09,-0.044185549436740676
2020-08,0.016784599936829975
2020-07,-0.0076662918491607725
2020-06,0.06438978176595121
2020-05,0.0446044428931195
2020-04,0.07464599038164395
2020-03,0.20546583977088656
2020-02,-0.31441822486714865
2020-01,-0.08564516065584833
2019-12,-0.04122353388999813
2019-11,0.07199419340126238
2019-10,0.033177192755648025
2019-09,-0.04164838704662959
2019-08,-0.07928079237695117
2019-07,-0.07292990330364907
2019-06,-0.00867352871358418
2019-05,0.033754598286589894
2019-04,-0.06759240102262407
2019-03,0.019468944696703697
2019-02,0.00936491750220274
2019-01,0.08697231595898577
2018-12,0.13350405301181023
2018-11,-0.18451466722202106
2018-10,-0.06386303024766952
2018-09,-0.1489756565767882
2018-08,-0.07877948073707
2018-07,-0.0059360892591961345
2018-06,-0.02783315150509509
2018-05,-0.08984349496709532
2018-04,0.008516020284883017
2018-03,-0.006998692360930471
2018-02,0.002028625799419273
2018-01,-0.08919419034561195
2017-12,0.02558198370976059
2017-11,0.024036740628295982
2017-10,0.005100118823050809
2017-09,-0.0002565140092971846
2017-08,0.07539192261196698
2017-07,-0.0019148923859075191
2017-06,0.016164704559041496
2017-05,0.028114115384676147
2017-04,-0.03891884436953048
2017-03,-0.013681014407604353
2017-02,0.041382807952519134
2017-01,0.0433497963784809
2016-12,0.04678497677945152
2016-11,-0.060449450407321186
2016-10,0.07107064033939452
2016-09,-0.09483859809001467
2016-08,0.016540244570127517
2016-07,-0.04318009146398688
2016-06,0.0746570001145887
2016-05,-0.017011800800488724
2016-04,0.008233033980369616
2016-03,0.021925481658373425
2016-02,0.10432287345554865
2016-01,-0.08861983840883364
2015-12,-0.21358093855661484
2015-11,-0.0343048130542322
2015-10,0.0026095271982630704
2015-09,0.00767923120300526
2015-08,-0.09988074227125791
2015-07,-0.127871871650966
2015-06,-0.08597042195252944
2015-05,-0.016964517016113394
2015-04,0.04332197652268367
2015-03,-0.017576849098096117
2015-02,-0.016493945836918565
2015-01,0.08428283863070951
2014-12,-0.05911044023627099
2014-11,-0.0337276052552815
2014-10,0.01799369644695483
2014-09,-0.0026309733965110037
2014-08,-0.10086490646182669
2014-07,0.10036771019153978
2014-06,-0.04283397203033701
2014-05,0.026527887379446235
2014-04,-0.020245746308861074
2014-03,-0.11714401110670809
2014-02,-0.11009906141199702
2014-01,0.06600531434332542
2013-12,0.0031821296924406414
2013-11,0.015301872683441825
2013-10,-0.0020860298572769674
2013-09,-0.03626193540718194
2013-08,0.10886670522769958
2013-07,-0.014085378663957095
2013-06,0.10191042032249689
2013-05,-0.025790973604637096
2013-04,0.02734761665498916
2013-03,-0.022042654899763394
2013-02,0.016177037205048928
2013-01,-0.003878057231424143
2012-12,0.04368309672489696
2012-11,-0.03579802105613344
2012-10,0.0065024677111092085
2012-09,-0.06079991996248292
2012-08,0.06110742248822332
2012-07,0.03501784909379582
2012-06,-0.05255971114755529
2012-05,0.011012052051681247
2012-04,-0.10193431598777346
2012-03,-0.05117246407678667
2012-02,0.03930807856582301
2012-01,0.02425613170958446
2011-12,0.11648045187092484
2011-11,-0.03345415919368331
2011-10,-0.06052480863676134
2011-09,0.09465080139267694
2011-08,-0.20611756926626398
2011-07,-0.16779814876840635
2011-06,-0.09593833082840143
2011-05,-0.07868902343417117
2011-04,-0.022496386602703797
2011-03,-0.01342952901798478
2011-02,-0.004886659613554067
2011-01,-0.004036396068284317
2010-12,-0.03195576872792988
2010-11,0.08393619886748489
2010-10,0.03681828996142166
2010-09,0.028185527948098
2010-08,0.07944587204783225
2010-07,-0.08408076702398357
2010-06,0.05656344014652213
2010-05,-0.12818372013998694
2010-04,-0.20713545360743096
2010-03,0.05692207804121176
2010-02,0.07939269328886538
2010-01,0.05767008129569537
2009-12,-0.10293284731049823
2009-11,0.025941160191445045
2009-10,0.04026604353861827
2009-09,-0.1172843223281678
2009-08,0.0547165434667416
2009-07,0.0011984407207328708
2009-06,0.08083367486736702
2009-05,0.019479757939537753
2009-04,0.14260548574753376
2009-03,0.04177617047155214
2009-02,0.04892151283890089
2009-01,-0.08678343800521048
2008-12,-0.0263119196933839
2008-11,0.09784007432626196
2008-10,-0.17327884759564063
2008-09,-0.3722639740202492
2008-08,-0.32275447410265823
2008-07,-0.04458031230858736
2008-06,-0.03743860269347306
2008-05,-0.06821089305386058
2008-04,0.019760888910758802
2008-03,-0.017965012756744746
2008-02,-0.09484234144510469
2008-01,0.01840627831057467
2007-12,-0.12838341201212855
2007-11,-0.011734434850964438
2007-10,-0.11453994105163957
2007-09,0.04673861584268833
2007-08,0.004943022937050987
2007-07,-0.006155208875983713
2007-06,-0.00722828237917026
2007-05,0.019106906961875628
2007-04,0.050135301537667855
2007-03,0.03174781457210631
2007-02,0.016375605442372612
2007-01,-0.006273376013849258
2006-12,0.08104697159496754
2006-11,-0.07848448719239513
2006-10,0.020640832596502623
2006-09,0.051957057653545365
2006-08,-0.00019903339591514398
2006-07,-0.020519307947776073
2006-06,-0.10075046752076516
2006-05,-0.0442411427988011
2006-04,-0.04118996905869025
2006-03,0.035895732299252636
2006-02,0.07665119028068103
2006-01,-0.019732671249492444
2005-12,0.17093627985212478
2005-11,-0.04465457634592639
2005-10,0.01764545462020169
2005-09,-0.06306223941401995
2005-08,0.04617617473446219
2005-07,-0.06107106141073647
2005-06,0.10029759956831209
2005-05,-0.012668972384296496
2005-04,0.07820795317175078
2005-03,-0.09915510176590545
2005-02,-0.11951534053278332
2005-01,0.05311644146097728
2004-12,-0.07070375834173465
2004-11,0.012281665051354085
2004-10,0.1000478743290701
2004-09,0.019824142863808774
2004-08,0.11074495852747174
2004-07,-0.09708879732315073
2004-06,-0.06753356296850488
2004-05,0.03420736209214867
2004-04,0.06341723999463687
2004-03,-0.13779324105523724
2004-02,-0.04583832264056794
2004-01,-0.012706300357296259
2003-12,0.001031446664277422
2003-11,-0.003926389762456133
2003-10,0.050582669726926544
2003-09,0.019876378573600462
2003-08,-0.014095231134513735
2003-07,0.04131737755432568
2003-06,0.04886132052753894
2003-05,0.05728374081332142
2003-04,0.08396808338964157
2003-03,0.03075538099788233
2003-02,-0.011246257026447659
2003-01,-0.025340646364836822
2002-12,0.018191651163896448
2002-11,-0.003876623022517536
2002-10,0.037582280879348576
2002-09,0.004167612601967282
2002-08,-0.012237505362407726
2002-07,-0.027411207472872786
2002-06,-0.13324089252573498
2002-05,-0.02152510369094412
2002-04,-0.07179491148388703
2002-03,-0.0422392629215103
2002-02,0.037840702509269145
2002-01,-0.06057601786657813
2001-12,-0.013428297463097798
2001-11,-0.003841391428112285
2001-10,0.04541704436324006
2001-09,0.07254229633326516
2001-08,-0.25307270825779316
2001-07,-0.06860682546578235
2001-06,-0.05362846583084209
2001-05,-0.08349773652787014
2001-04,0.04078349731037297
2001-03,0.16773604298164668
2001-02,-0.18230571842481397
2001-01,-0.14830413916344842
2000-12,-0.00823520139857081
2000-11,-0.06244189586627836
2000-10,-0.2614727273236848
2000-09,-0.1949138358165707
2000-08,-0.10821267237428817
