date,Top_minus_Bottom,Bottom_minus_Top,Buy_Top,Sell_Top,Buy_Bottom,Sell_Bottom
2024-11,-0.0304408194486155,0.0304408194486155,-0.13093159822606937,0.13093159822606937,-0.10049077877745387,0.10049077877745387
2024-10,-0.05179029726735245,0.05179029726735245,0.031591808800385,-0.031591808800385,0.08338210606773745,-0.08338210606773745
2024-09,0.0026597400063889873,-0.0026597400063889873,-0.05342235248153351,0.05342235248153351,-0.056082092487922494,0.056082092487922494
2024-08,-0.010308063344032455,0.010308063344032455,0.004403092117076357,-0.004403092117076357,0.014711155461108811,-0.014711155461108811
2024-07,0.19860185157224303,-0.19860185157224303,-0.05115447564833867,0.05115447564833867,-0.2497563272205817,0.2497563272205817
2024-06,-0.04984513127618226,0.04984513127618226,0.020001229925582675,-0.020001229925582675,0.06984636120176493,-0.06984636120176493
2024-05,-0.04237249478734732,0.04237249478734732,-0.08331838326450405,0.08331838326450405,-0.04094588847715673,0.04094588847715673
2024-04,0.14676511816397556,-0.14676511816397556,0.051790469967441535,-0.051790469967441535,-0.09497464819653402,0.09497464819653402
2024-03,0.07620885098409214,-0.07620885098409214,-0.0645829403846288,0.0645829403846288,-0.14079179136872094,0.14079179136872094
2024-02,0.0500270884448505,-0.0500270884448505,0.0396315692502382,-0.0396315692502382,-0.010395519194612304,0.010395519194612304
2024-01,-0.1053833464316612,0.1053833464316612,0.038338636237427705,-0.038338636237427705,0.1437219826690889,-0.1437219826690889
2023-12,0.0343468252527309,-0.0343468252527309,-0.02200098929132559,0.02200098929132559,-0.0563478145440565,0.0563478145440565
2023-11,-0.12587717512628507,0.12587717512628507,0.05606390715545037,-0.05606390715545037,0.18194108228173544,-0.18194108228173544
2023-10,-0.06930027080380508,0.06930027080380508,-0.008602898446967244,0.008602898446967244,0.060697372356837836,-0.060697372356837836
2023-09,0.03675628997577514,-0.03675628997577514,-0.11738010180617008,0.11738010180617008,-0.15413639178194521,0.15413639178194521
2023-08,0.10083019945134036,-0.10083019945134036,-0.04141117476229758,0.04141117476229758,-0.14224137421363794,0.14224137421363794
2023-07,0.10272225413515274,-0.10272225413515274,-0.04122046493954946,0.04122046493954946,-0.14394271907470219,0.14394271907470219
2023-06,0.03632586129508833,-0.03632586129508833,0.0672985883786229,-0.0672985883786229,0.030972727083534577,-0.030972727083534577
2023-05,0.047720627405187274,-0.047720627405187274,0.06484915263775998,-0.06484915263775998,0.017128525232572703,-0.017128525232572703
2023-04,-0.02506563914003734,0.02506563914003734,-0.01874849709608496,0.01874849709608496,0.006317142043952381,-0.006317142043952381
2023-03,-0.032757437637394346,0.032757437637394346,-0.046207374731198216,0.046207374731198216,-0.01344993709380387,0.01344993709380387
2023-02,0.02716666950649041,-0.02716666950649041,-0.13641323586176687,0.13641323586176687,-0.16357990536825728,0.16357990536825728
2023-01,0.12301951055328987,-0.12301951055328987,-0.09763418867478478,0.09763418867478478,-0.22065369922807465,0.22065369922807465
