date,Bottom_average
2024-11,-0.012661005942262273
2024-10,0.071893697703908
2024-09,-0.07680897747435991
2024-08,-0.00860585053277927
2024-07,-0.3465282952958296
2024-06,0.04852606198595521
2024-05,-0.05591003425853564
2024-04,-0.03739797385392781
2024-03,-0.20321658226589215
2024-02,-0.07952281065812926
2024-01,0.1002762897107723
2023-12,-0.010316338063021674
2023-11,0.2075453846088197
2023-10,0.0737497739944556
2023-09,-0.0918843293598191
2023-08,-0.13066685616303364
2023-07,-0.14578614637953574
2023-06,-0.012628790574844114
2023-05,0.0011936869481174357
2023-04,-0.0017697080285201683
2023-03,-0.005362125090877665
2023-02,-0.18627028433010417
2023-01,-0.21810158930068735
2022-12,0.1630037215519803
2022-11,0.09218597351218644
2022-10,-0.146448593929584
2022-09,-0.08134027798615458
2022-08,-0.1955235978280729
2022-07,0.13506984026420898
2022-06,-0.047545347819457934
2022-05,0.02938380225836373
2022-04,-0.11043604437196851
2022-03,-0.22916120967421563
2022-02,0.011240617614219212
2022-01,-0.04803647753452272
2021-12,-0.15146167766623053
2021-11,-0.07162148482586059
2021-10,-0.14540152479687696
2021-09,-0.0012002267362497474
2021-08,-0.042646565803415824
2021-07,0.03566188984585866
2021-06,-0.23942107070183075
2021-05,0.08249546944723953
2021-04,0.034441617801511726
2021-03,-0.08811610870413569
2021-02,-0.042697088725674064
2021-01,0.2111786261071143
2020-12,0.24998421297164122
2020-11,0.26824914940163846
2020-10,0.38210620575477006
2020-09,-0.013186208389276187
2020-08,-0.08071625454827318
2020-07,0.1103624654997446
2020-06,0.09555143816756274
2020-05,0.10004071568871338
2020-04,0.07347943966300506
2020-03,0.2750257221088224
2020-02,-0.3384619018237552
2020-01,-0.07195020591450355
2019-12,-0.10530352436898496
2019-11,0.05225530764803258
2019-10,-0.031143309020014595
2019-09,-0.042597888609363206
2019-08,-0.04658310330208694
2019-07,-0.13716853345899704
2019-06,-0.13426119768709682
2019-05,-0.0008104593661073971
2019-04,-0.1567875183272282
2019-03,-0.09025808168631654
2019-02,0.09306007482550588
2019-01,0.05104690568780876
2018-12,0.1755330013830778
2018-11,-0.223567782294846
2018-10,-0.008379615354937786
2018-09,-0.2556971326957918
2018-08,-0.025573450971045974
2018-07,0.08196955756260875
2018-06,-0.08848140530162792
2018-05,0.006137835186728732
2018-04,-0.02282944927874339
2018-03,-0.022859849000645565
2018-02,-0.07825386822303612
2018-01,-0.0367013170087443
2017-12,-0.01435028676349042
2017-11,0.042961074236488234
2017-10,0.10320986979928677
2017-09,0.06751327327601918
2017-08,0.11936861163688808
2017-07,-0.004420691685721225
2017-06,-0.014600941938536048
2017-05,-0.016267503698639305
2017-04,-0.03579344059189302
2017-03,-0.22537376231149417
2017-02,-0.02773662116111147
2017-01,-0.030988034627945457
2016-12,-0.022908623297705974
2016-11,0.002424998204074668
2016-10,0.1917332699181661
2016-09,-0.09438254581440349
2016-08,0.002262224525525119
2016-07,-0.018204059626016487
2016-06,-0.015143361873010738
2016-05,0.004437578625532337
2016-04,-0.2543009582494381
2016-03,0.23297637896327483
2016-02,0.24961759022285163
2016-01,0.1641827169127732
2015-12,-0.20320893810217383
2015-11,-0.23334312328773188
2015-10,-0.03386961017418339
2015-09,0.07374471777481914
2015-08,-0.15988341207739593
2015-07,0.03519410475002955
2015-06,-0.13371758607737547
2015-05,-0.07210787276434544
2015-04,-0.1889812041296544
2015-03,0.07684148803299823
2015-02,-0.08034636936585418
2015-01,0.039172465992004316
2014-12,0.0443101290594356
2014-11,-0.02521515082516737
2014-10,0.06637919592935707
2014-09,-0.16693678054158437
2014-08,-0.1416401893487337
2014-07,0.054822821017101224
2014-06,0.04754847187197144
2014-05,0.13260515381264443
2014-04,-0.12182676348948533
2014-03,-0.08844390343027525
2014-02,-0.008804370372339457
2014-01,0.05808013916591925
2013-12,0.03903214934026103
2013-11,-0.015968612002407973
2013-10,0.008261837743972288
2013-09,0.1036930934024027
2013-08,0.018244381044598745
2013-07,-0.08196748210827652
2013-06,-0.01880231960238829
2013-05,-0.07357489161553943
2013-04,0.04950202473136541
2013-03,-0.019941768109178765
2013-02,-0.06534918274950847
2013-01,-0.012708974779320628
2012-12,0.07757416307132108
2012-11,0.05407060232365656
2012-10,0.011840015967778512
2012-09,-0.06403899470236954
2012-08,-0.03836574462470894
2012-07,0.05845583654655397
2012-06,-0.08608152569499285
2012-05,0.059969243708782316
2012-04,-0.0929355353428968
2012-03,-0.10217587492588498
2012-02,-0.009739863349160563
2012-01,0.09585096479739742
2011-12,0.15982048210796987
2011-11,-0.05208197519025129
