date,Top_stocks
2024-11,"15058,91457,86536,22323,15287,15056,93337,19628,54704,91907,92380,15303,14877,13455,18259,76711,18054,15542,85293,63715,70704,18217,19862,17358,87656,82747,17877,85744,10779,16120,19313,19592,17141,18824,90298,92619,15286,17444,88240,65752,76927,15796,50606,14535,83651,14690,86242,91366,16684,18827,17871,13976,19008,19956,86115,20618,14546,80050,15351,79362,19966,14102,16998,19484,11533,88810,12497,12209,21799,17967,15429,87589,14092,17000,16108,13796,93299,14545,17892,85059,90783,19849,92518,21747,92230,74740,59627,43123,17157,21762,11499,92686,81184,16776,15833,16005,20975,85768,16533,80924,17987,14158,18224,91184,17039,81893,19965,83969,90101,16928,15433,20337,21349,14060,16538,18776,82694,83976,50876,41241,18836,17271,13652,65270,24643,16318,91606,92130,90720,20655,11995,16824,93067,12380,93347,13700,92089,18902,89547,16182,14790,93274,18855,82848,21903,14076,18255,18575,79909,54148,13712,83756,16454,85168,12082,16403,78629,32791,47723,12339,13284,19192,21847,20754,18556,15454,12527,14642,88471,89618,21578,17905,14540,19472,19986,49373,55212,21744,91832,89349,90950,14444,16680,13763,61807,17968,16653,15651,46463,42614,88807,87825,90377,34666,19314,83143,47571,81784,14688,16473,16104,18678,90672,18091,90125,70228,14618,14936,76744,15631,91463,13766,18292,14862,12008,19825,92245,12872,93427,14551,85792,64785,18846,88853,14543,20876,13508,83520,65285,88351,21746,15440,17817,92493,81061,18938,19135,81084,20442,19076,59045,15831,60468,80233,21975,52337,21371,89973,13862,18098,29612,91152,21342,63125,92468,20344,13863,88392,93237,81220,81165,15315,90476,12751,21077,91733,52695,16689,76672,17696,86799,89031,14591,91822,90496,15379,15664,79702,90371,47706,89456,90409,16737,92726,92773,32942,12431,91488,20449,77661,53110,85663,19541,76135,70092,85427,41355,13730,45306,14686,87198,89731,81761,79145,22199,46690,85724,92426,91611,89927,33099,46886,16393,20598,18148,90433,17317,16681,75652,19180,88427,14468,18901,17959,15139,90605,76708,19488,17816,16784,34673,16920,87356,18363,87034,27334,11762,11581,79785,81677,46923,79094,84419,90886,50550,31691,90427,59185,80864,80329,10421,17351,15371,83188,20617,21742,17801,12745,12078,79668,17854,77605,80415,89648,14479,14301,82800,15510,16472,88181,18542,10220,21939,16442,88417,84262,14822,11154,76224,82599,18898,16021,91531,89630,80193,75342,17357,87006,52708,32678,21892,12366,13748,91321,14145,15729,52250,16631,21563"
2024-10,"15287,15058,86536,91457,22323,15056,92130,93337,19628,91907,18054,54704,82747,18824,15542,15303,18259,92619,14877,70704,17141,18217,19862,10779,92380,50606,18827,16998,19592,63715,19008,15796,91366,76711,17444,90298,86115,18836,80050,83651,17358,14546,86242,19313,16120,17877,88240,32791,15286,76927,14535,16318,13976,87656,79362,74740,15351,16684,85059,18224,85744,19966,15664,14690,12497,17157,14092,65752,59627,21349,14102,13796,21762,20618,11533,19314,19956,50876,15429,81184,11499,85768,47571,17892,17039,83976,92518,93299,43123,92089,91606,20975,21747,89547,16928,17271,14060,88810,79702,16400,41241,17000,16005,21847,12380,16538,15433,18776,12082,81893,83756,17987,17968,17871,12209,18255,82694,11995,16104,14545,90783,90720,16108,65270,91184,21578,19965,21744,16533,14158,82848,15833,14790,19484,14642,88853,93067,14076,24643,91832,90101,13712,55212,16403,19472,78629,90377,16182,83969,18902,85168,20754,19986,19192,54148,12872,16454,19825,18575,81061,15454,88351,79909,92688,76744,14444,92230,15831,46463,19076,13763,16681,79686,80233,15651,15089,16653,13730,13284,13862,83143,70228,21077,17357,21975,19849,15631,61807,14551,89973,60468,89618,14688,42614,93347,13863,49373,17959,13766,52695,18091,82745,59045,52337,15856,34673,16737,16776,12008,14543,92245,46886,47706,87825,13652,16263,85792,81220,19135,15315,92726,17967,33099,91611,14862,93427,13508,90433,91733,15440,14424,17817,89349,81084,34666,88471,88417,16062,92773,18556,92493,91076,21371,46923,29612,81584,16680,81784,47723,14936,76672,93237,77661,88427,65285,16824,89648,90950,16667,78841,32942,14618,17696,87198,91152,18098,86799,88807,20337,89630,88181,15379,21342,15139,89731,21563,18846,63125,15268,92468,70092,16784,41355,14591,16472,27334,90886,16021,85724,19180,90409,23660,13748,17816,89546,85663,14505,90605,18292,87356,21746,46690,12431,16532,18043,89031,17317,85269,14479,83520,14686,21892,12751,91463,13641,90496,11762,89456,53110,84262,45306,75342,15729,54594,92536,58975,92432,84827,19506,80864,16818,87034,81540,85427,11850,13356,76708,12366,16473,20598,11581,87055,16076,92111,89540,17801,91531,81165,90371,93098,87006,81677,14432,80415,49429,21927,72338,76614,88392,80070,18938,20876,15371,59185,32678,52708,89875,18483,75652,91822,79864,20344,90455,15410,34833,16277,91321,21742,15397,18148,76946,79785,10220,80969,22779,76135,11154,90353,87487,10866,14301,77605,90955,83188,16260"
2024-09,"15058,15287,91457,86536,22323,18054,91907,92619,93337,18824,54704,19862,15056,18259,18217,19628,15303,50606,18827,18670,70704,14877,88240,90298,15542,82747,18224,32791,92380,63715,15796,19592,17141,14092,19008,17444,17877,16998,92518,15286,16318,86115,19313,17358,14546,86242,14879,14535,76927,76711,17157,16120,93299,59627,17892,82156,80050,83651,17968,16538,89547,85059,20618,17039,19135,74740,19966,47571,15351,83976,14102,16533,16400,14545,15429,10779,18836,91366,14690,13730,16684,11499,12497,79362,16005,43123,65270,93347,16108,87656,17000,20975,15833,12082,92102,16928,14444,12380,11533,19956,91832,89349,15831,81184,47723,18776,14060,18255,17271,14936,83756,16454,14076,16737,90783,13712,21077,21349,91184,34673,85768,90720,85168,91606,50876,89618,13976,14642,82694,16653,15433,21578,14790,81061,24643,16021,19484,16403,12872,46463,21744,21762,90101,92089,78841,18902,19986,88853,87198,81784,12751,11995,15856,16104,17987,88810,85744,20876,41241,16182,60468,89973,33099,19500,92245,18938,17871,21271,19314,16532,21257,14551,81084,13641,81893,82848,92601,85792,88351,79909,90377,18575,12745,88417,88427,14505,19825,85272,16818,15510,18846,93067,21342,20754,76744,78629,16472,61807,15177,47706,80233,29612,83188,13766,34666,42614,54148,90955,18013,15089,15651,15293,58975,85269,12008,13796,93094,90950,19472,46886,18091,78170,14543,13284,13862,16784,14432,34833,17221,92294,55212,91822,90999,17357,18399,12788,79499,46923,86799,86211,13652,15729,15139,16179,91611,80969,59045,83969,49373,85724,91488,13508,17959,52695,15169,12209,28484,90409,70228,92493,87825,81165,65752,14688,85427,16667,79686,21219,13863,90735,92773,21747,92726,15397,81220,17854,14479,15631,11850,15440,91321,14379,89875,84827,13763,83143,85663,21746,93427,18058,80070,13244,93237,50017,91152,18148,52250,90943,76708,14179,17817,16940,89546,14862,14424,87356,16260,90496,49429,92536,13738,83445,89456,16442,14686,13356,18043,88181,81584,16062,80864,19541,16277,76605,13928,93098,70092,14632,89406,90353,19488,52337,27334,92326,15315,20161,20598,90886,84262,63125,90605,89141,15454,12783,14591,14215,92468,20337,92111,91531,66683,89858,21607,16076,81540,28345,16611,16631,11884,91076,16436,84042,89648,17801,65285,23660,53110,16824,21371,32942,18098,19506,16776,90433,54594,79108,13748,32678,76672,21742,79103,79145,16692,41355,77595,14301,91463,79491,89731,12339"
2024-08,"15058,91457,18054,15287,86536,91907,92619,93337,22323,12060,19628,18224,92380,18824,15542,17141,18827,15303,50606,82747,90298,16680,15286,16108,70704,16318,19592,15056,18217,32791,15796,19862,86115,13750,14877,14545,14092,17877,88240,54704,13700,15416,92518,76927,17444,17968,14535,14879,13730,16400,93299,63715,17039,18259,86242,83651,83976,15833,79362,16120,65270,19966,80050,17157,19313,14690,59627,19314,89547,21747,11499,14546,85059,19008,10779,12497,16005,79702,21762,74740,50876,88417,89349,17892,16538,15351,16454,20876,47571,92102,19484,16737,83756,87656,14642,16062,16182,14102,16653,88427,93002,15729,91366,16104,16403,87583,17120,91832,14076,90101,16928,12872,90377,90720,16021,17987,87198,20975,15429,14790,81784,82694,12082,15177,91184,21349,76711,85168,20618,90950,81061,93067,13976,11533,14444,17358,15433,17854,89618,18255,90783,19472,85792,92294,83188,46463,21257,18836,12380,88351,16940,11995,16533,43123,93347,16776,19541,14936,91606,19986,12745,91611,65700,88853,34666,16818,16472,13641,93427,89973,34673,85768,15375,18938,81084,47723,13652,18776,91076,15856,41241,33099,17959,82848,21271,84827,14505,15440,17357,12008,81184,21744,18670,34833,15293,85744,13712,49429,14179,12788,88181,17000,46886,18846,24643,78629,18901,93094,21077,79686,92245,80969,13796,16260,85269,85002,13766,76744,15454,19956,16436,78170,18902,16684,92493,14862,92426,81584,18091,19180,14551,92089,80233,15089,21578,19249,15651,17871,81893,18399,21219,49373,50017,86211,78841,87356,79499,90496,29612,16448,92726,14543,92601,61807,90955,14379,18148,18013,55212,81165,18575,19488,90999,47706,16386,89506,19135,91321,11403,15139,16179,80774,79145,59045,13862,77357,89540,16442,60468,16824,88810,83445,17221,83143,13928,42614,54594,17271,52695,10421,90219,81116,89546,12209,24328,18767,21342,84262,85972,17351,16998,86799,54148,90409,27334,18292,11850,15631,14432,90943,91152,12751,46923,85272,13738,11762,12400,87825,87055,81220,18306,16784,14686,15172,85663,14618,87364,92326,16778,19825,11691,89044,70228,80070,13763,21742,28484,13244,14928,13356,89456,92688,79668,15169,20337,14688,19506,93098,13284,15397,28345,13508,16592,20188,14060,16689,79909,76708,89875,76946,63125,90427,81677,89695,83011,16692,83112,52337,16277,21607,12783,11154,53110,81540,86233,87137,91734,76614,90455,20161,15268,79094,89134,76605,90126,32942,14301"
2024-07,"15058,86536,18054,15287,91907,93337,92619,18224,12060,18824,88240,92380,15303,15542,19592,91457,70704,50606,18827,90298,16108,86115,82747,16318,32791,15286,14877,54704,18217,17444,15796,15056,63715,17039,17877,14092,19628,17141,19008,76927,92518,16005,79362,14545,13750,65270,86242,19862,16400,20975,80050,17968,15416,14879,74740,18259,89547,14546,10779,17157,85272,85059,14535,20876,16653,19966,12497,14444,90720,83976,93299,89349,16818,17987,14642,50876,15833,17358,11499,59627,87198,16454,47723,14076,93067,81184,14102,16182,82694,16689,19484,15729,17357,16436,85792,93347,13730,90950,91611,47571,16737,81061,85768,12380,90377,12209,15429,79702,43123,12872,16403,83188,16538,21342,90170,87583,19313,79686,16104,17854,13652,91606,87656,19472,93002,88417,20618,92102,88427,14936,92294,21257,13976,15375,41241,15433,46463,81784,18898,91184,81084,19180,14862,19986,82848,16592,11533,16776,21077,14618,78629,91366,16062,83756,12082,15351,21219,93427,83651,49429,65700,90783,24643,88853,90126,34673,59185,11995,89973,46923,91832,16021,12008,90101,18776,92089,18901,12745,18091,14179,91076,17959,16928,13766,19314,46886,18902,15440,84827,21271,33099,81584,18148,81893,80969,86211,14543,47706,55212,89540,92245,14790,91321,76744,17271,76946,16179,11762,84262,92726,81165,16448,17892,50017,13862,16260,27334,13763,93094,54148,15651,21563,16119,92493,79909,13641,12400,29612,88391,89546,49373,15397,70228,52695,14688,18013,85663,11403,32942,91152,19541,11154,13712,81677,85972,18306,59045,78170,87055,90496,79094,15089,15139,80774,15856,91928,77357,88181,91068,52337,91733,85168,61807,84042,85427,85269,13508,11691,34833,80864,14505,89618,89456,12783,81540,83445,42614,92601,90455,53110,60468,78841,89695,86233,81220,89506,16076,18767,84419,21349,84769,18575,88351,13796,16784,85744,89044,86799,14379,13928,16473,88182,13284,83143,16692,93098,16749,79668,87356,93356,92111,90605,92467,75342,90219,13863,90886,90943,92773,11850,76605,80329,17801,79491,89875,17864,91531,16277,24328,16684,12751,82800,20161,28345,83011,88392,92854,85724,30680,54594,34666,90353,79249,17000,15169,77595,89141,91602,16667,90850,13748,76708,79499,90794,15631,17351,14551,46690,90409,89731,76282,90427,15268,87364,90999,12366,18399,18938,90312,12431,61241,23660,80375,43481,30796,79644,77605,91112,28484,12788,13244,34817,14928,79108,11644,76614"
2024-06,"15058,86536,91907,18054,15287,18224,15303,92619,93337,18824,12060,15542,92380,90298,82747,70704,19862,91457,18217,19592,50606,15833,19008,15286,16318,18827,13976,13750,14546,15796,17039,85272,54704,16108,86115,16005,65270,89547,16400,14877,79362,76927,15416,20975,17968,74740,63715,17358,90720,19966,17444,16818,50876,18259,92518,20876,14545,80050,87198,17987,16653,85059,14092,17141,15056,17877,16776,17157,91184,10779,12209,86242,15172,81084,92102,14535,59627,15433,79702,16104,15293,49429,16689,13730,18306,16179,16021,93299,12497,16377,14076,16182,16538,47571,12872,18901,13883,14642,93067,17357,19484,80774,82156,83756,83976,89349,87583,11499,82694,16737,14505,14790,90126,84827,19986,21077,81061,16403,17373,16436,21257,16454,93002,82848,81165,15429,16592,91606,85792,15440,50017,15729,12380,14179,19472,90377,91076,79322,16448,13202,18898,16684,19314,34833,85768,18902,90101,14936,21219,93094,89973,13641,87656,88417,87364,17959,46463,92493,14102,92726,46923,79686,43123,78170,81184,12745,14879,19180,12082,15351,14686,19313,93347,21271,16928,17271,13652,16260,18897,92089,78841,91611,91068,17854,21342,83188,16119,86211,19628,13928,16473,14663,92601,11533,81893,89031,65700,41241,88427,90999,18148,14773,88240,83520,15089,11762,88391,14688,88853,90496,78629,46886,11403,91366,92294,14379,91734,81584,89546,16062,16680,89695,15139,47723,16277,76605,22323,33099,77357,92245,84262,81540,79094,34673,90950,89540,28345,85168,15397,14551,11995,81784,13244,76946,87825,17000,11850,11154,79644,18091,16076,27334,18656,82745,80969,92528,13766,85663,93237,20161,52695,91321,85269,14479,18575,61241,90371,90455,15651,86233,18405,81677,55212,32942,89618,93427,54148,89134,87137,16304,91152,89875,24328,53110,47706,16542,16442,87055,16784,92782,88392,93098,49373,60468,59185,79103,13862,14928,14862,76744,24643,16692,28484,18303,29612,12008,16070,23660,13712,90794,93356,18013,85427,42614,90886,21371,15856,79491,76672,12783,70228,19317,20188,14432,12400,91832,84419,18776,34666,84769,15631,89731,90542,20618,90605,11644,84042,90943,12788,83143,13812,79698,80375,14353,90850,76614,85972,41355,83112,12078,61807,88182,81220,90353,12366,13284,88471,43481,15169,14618,91617,17892,86799,91112,89044,89506,14855,13326,31691,80415,30680,81678,13738,90409,22752,12431,20583,13356,13600,87356,88181,17332"
2024-05,"15058,86536,18224,91907,15287,18824,18054,12060,93337,15303,92619,18217,17039,15542,90298,70704,92380,19008,50606,82747,19592,13750,15833,18399,18827,16689,16318,15416,65270,54704,91457,19862,16400,16776,85272,89547,15796,86115,81084,19628,76927,79362,17968,80050,16104,19966,18901,16005,16377,49429,16818,92518,20876,90720,50876,18259,14092,92102,16021,16592,87656,74740,14535,13730,63715,93299,17157,17357,85059,13202,16653,20975,14877,17444,90371,82745,14545,88471,19484,87198,17877,14790,12872,16436,17987,18303,16611,16448,13976,50017,17141,91606,91184,12209,59627,13883,16538,15056,15902,83976,16403,84827,14179,93067,18898,10779,78170,11499,93347,14546,12497,86242,16737,16454,14076,79702,12380,12527,19180,14505,82694,93002,78841,14642,81893,11995,47571,81061,82848,89973,79686,92726,14936,90126,14686,89349,92601,84262,89540,12745,16182,46463,17959,28345,18255,85792,88417,90377,83520,15429,90101,90999,17271,86211,12082,18306,90496,83188,17892,47723,93094,15729,15293,34833,80774,79094,34673,13244,85168,14688,14862,14102,17358,88391,91366,15172,89506,91734,13928,16442,91076,90783,88427,81184,80375,14773,87364,79698,16119,78629,13641,88392,34817,21077,11533,33099,15351,16260,18148,19313,46923,19472,11403,19249,15089,79442,52695,16684,81584,92089,92294,20188,18902,15645,89695,77357,15440,85269,85768,41241,13766,58421,20161,18897,13116,16304,83756,92782,81784,85663,14663,16928,93237,11154,76946,16076,46886,61241,93427,79322,49373,91611,92493,43123,19945,11762,76672,58975,14879,89134,91321,32942,89546,18767,65700,80969,76605,16062,87137,24643,79668,15139,18656,59185,90950,14855,92245,89618,91707,16070,80864,14379,12788,89875,13652,79644,16784,88240,29612,89031,18013,70228,18776,20336,28484,47706,19314,16749,27334,79103,54148,86444,11850,55212,16277,13366,14277,13356,83651,23819,81540,30680,14432,17000,91152,17854,18091,76614,83143,83112,81678,13862,23660,19986,60468,19172,17869,14258,15397,89406,16866,87055,80415,16680,81165,91832,77595,13284,15268,79909,15169,79237,20583,90943,91068,14215,89141,24328,12684,93098,89858,90542,15856,84419,16473,43481,16692,14479,76744,34666,89731,38850,13712,16667,92528,11884,89792,89044,13863,14928,20618,88182,22779,88181,79491,90455,18575,87825,14145,86876,85972,19478,55597,83011,16631,83411,21371,79864,14684,81220,84042,19317,16376"
2024-04,"15058,18224,91907,15287,86536,93337,18824,18054,15303,12060,81084,17039,16689,65270,16318,92380,92619,90298,91457,85272,18827,15542,54704,70704,16377,89547,20336,50606,13750,63715,92102,18901,17968,19008,86115,19628,13202,19592,83520,15416,19966,14877,76927,49429,16400,15796,79362,90720,80050,16592,13844,85059,47723,50876,16436,91734,92518,20876,17357,82745,19484,83976,17157,16021,82747,87656,93299,91184,14092,91606,90371,16005,16776,59627,17987,17877,16448,16653,17141,13730,87198,90496,17444,74740,12872,16403,14879,90126,13883,50017,15429,84827,15056,13976,18898,92726,92601,79702,11995,12745,16818,14076,88471,14505,11499,14686,93067,18767,10779,16538,93002,90377,82694,12497,19945,79094,15440,14642,90999,85792,88417,19632,20161,16454,79686,81893,13244,14546,81165,17959,90542,78170,81061,78629,88427,13366,14353,15089,84262,46463,91366,86242,11533,18259,79338,79442,33099,92089,89973,16611,14773,79698,91076,15645,14688,14535,14545,19862,14179,82848,17797,89349,89506,13641,15139,12380,61241,15729,83188,14862,91707,15172,52695,90101,16260,28345,93237,16070,34817,93427,16304,81784,80969,16119,14258,14102,89540,43123,10258,12684,83651,91584,16062,16277,93094,47571,77357,81584,80375,18306,34833,13766,58421,92782,92294,89695,88391,18255,84419,49373,19478,12209,11154,16784,11403,18776,90886,85768,16442,90950,20188,85992,89031,87364,14479,79909,79103,76946,19180,76605,16076,47706,27334,83143,13928,87055,80864,87825,85663,79644,41241,17905,17892,11762,81678,29612,89134,24643,59185,16928,11884,54148,46886,19004,16684,28484,14432,34673,76614,17000,14928,90455,32942,79491,77595,55597,15597,70228,91832,83112,87137,80575,55212,81184,91152,91321,12788,89141,24328,15351,81540,15417,18575,18091,78841,92493,89618,85269,81220,16737,16680,17854,81182,76744,92111,12082,90850,88490,90409,88392,16749,79322,15169,13712,13584,92245,13116,15397,16182,79668,84566,16866,84042,89044,14145,20583,65700,91111,88181,18656,12786,16473,92528,88182,92679,17221,91068,19313,46923,80415,12400,79864,89875,11850,93356,93098,16692,14855,38850,14684,18148,13284,21371,19172,23660,77037,13862,19564,12366,14215,89406,90943,78077,83883,19249,42614,43481,76644,89858,61807,14663,89444,13738,13863,89731,52337,18458,81677,85168,90783,16019,90829,14277,63263,18726,85972,92322,89546,91468,79249,10866,15856,91611"
2024-03,"18224,15058,91907,15287,18824,93337,12060,87471,17039,81084,86536,65270,92380,92619,18054,18901,16318,16689,93237,90298,17357,70704,91734,92102,89547,50606,79702,47723,85272,19966,13202,18827,50286,54704,92518,49429,93299,16611,17968,15416,19628,17157,19592,17444,14092,90126,86115,16592,90720,79362,83520,91076,59627,63715,80375,92111,86242,83976,91606,16436,16377,15796,93067,92294,92726,15303,82747,13730,88417,87198,85059,14877,17877,16005,13750,16021,80050,16403,11995,16653,18767,14686,13844,76927,18898,84827,90371,82745,15542,50876,14505,34817,14353,16454,83188,14688,12872,19484,50017,14642,81061,84419,65285,16448,16776,90101,84262,79094,90950,90496,20336,76644,14076,81784,10779,88427,83651,17797,74740,15429,12644,91707,13366,14822,13766,20161,14855,81893,17987,78170,90999,16737,80969,89349,92089,88471,13244,33099,11533,19945,18259,90377,15293,79698,79909,14684,92601,14258,93002,14535,14546,92493,90542,14179,81165,13976,76946,11154,14545,92782,49373,12745,15089,93427,52695,16277,14102,17959,76605,16680,12786,28345,46463,11499,16538,79442,12684,88391,82694,90886,54148,85792,79686,18776,89973,16076,81540,14663,79103,18656,90170,16119,79644,89506,15056,47571,17905,19172,16784,88372,13641,81220,15417,88853,12209,93094,16749,84042,77357,89695,27334,34833,86876,80864,88490,13928,28484,78629,86233,92528,21371,47706,81584,85663,14862,87055,89731,16442,76614,88392,13559,89540,15645,43123,30680,14773,29612,15440,81527,46923,91184,11403,79491,90850,76744,90409,13116,19478,77595,15351,83112,18091,16684,76672,24643,15169,12076,58421,12380,90943,15139,24328,61241,10866,85992,12788,14879,75342,87137,13600,85972,13584,83143,15397,87825,16070,59185,18148,89618,89216,88988,91584,91321,85168,89875,16472,89167,46886,91928,11884,14432,91895,13862,91152,90986,11850,32942,11762,19004,81678,14215,34673,91111,91531,23660,76282,13712,79878,70228,89406,77661,80575,14807,16304,59600,65700,81184,16866,13883,89134,15340,91560,38033,89858,12366,93356,18575,22779,77037,12400,13748,81677,20188,16019,17141,55212,17892,30796,52708,91611,80415,85269,84603,61807,17373,80193,16260,91832,85768,79198,14479,14379,17221,79499,12622,42614,88182,75825,58975,81046,16818,15172,90880,20583,14277,82848,91080,13356,10606,90353,84566,10104,13738,88181,16692,79338,18106,10107,13820,85903,89444,15729"
2024-02,"18224,15058,17039,93337,12060,18824,85272,87471,65270,81084,92619,91907,18827,50606,90298,92380,86536,16318,47723,16611,16689,90170,70704,89547,16592,16021,15542,50286,91076,17357,19966,19592,18054,18372,92102,13730,19628,93299,80375,92518,54704,17444,79362,16737,14684,91606,78170,49429,86242,83520,91184,18901,79702,20161,13750,14092,17968,59627,90720,76927,90126,87198,17157,12644,13202,82747,91734,90371,13844,93067,92294,92111,16680,83976,15429,88417,14642,90986,92726,80050,13244,85059,15862,92601,86115,15796,87364,16119,18767,10779,84827,82745,34817,14686,16277,11995,83188,16436,28345,84262,12872,14688,16403,18898,13116,50017,15287,16442,14179,13706,16448,15089,91707,90496,15645,76127,14879,14877,14505,16005,63715,79094,81165,90101,19945,85792,80969,65285,12788,81893,33099,76946,19472,34833,46923,79698,14353,13366,88427,12786,11499,13559,14663,81784,88391,13928,15833,16377,88392,16472,14076,49488,15417,16076,16454,90377,11154,93094,14855,49373,50876,91560,79909,18897,89134,90999,34673,81184,13820,87137,76644,14773,13641,17141,13766,46463,88240,91928,84042,86233,43123,28484,89349,81061,16653,89695,12076,87656,92089,92782,84419,77595,11533,89167,12684,19484,15303,30680,14379,58975,16684,39490,83112,85168,16749,79442,17959,89506,93002,29612,79491,82694,90950,88988,16070,88182,81584,93427,81527,17373,80864,19172,17987,19478,19314,75825,54148,24328,20188,85663,86578,47706,14277,13976,81220,79878,91575,11884,91321,76605,16260,17877,92493,63125,85269,79686,88471,86876,15139,52695,16019,20618,88853,16784,91584,90850,92679,16866,13610,89637,18259,17957,13883,79103,12783,11850,14432,12209,15169,90029,85427,16818,38850,47571,24643,91111,89540,90353,86822,12905,79644,16962,89406,75342,58421,79198,27334,80575,18091,79618,86047,83651,17797,91082,14102,74740,89618,92426,32942,88372,76282,14546,90886,12400,15351,15597,79338,66852,77037,11403,89141,83143,46886,90542,78841,89973,84566,13862,23819,15293,11762,15056,87487,10866,80193,12745,18656,77357,18902,70228,16181,92470,89731,87825,79145,13738,93098,77661,88181,81540,90783,84603,13356,89546,78077,93356,61807,20336,13124,55212,32803,13983,91832,59600,11644,91602,14716,76672,90409,85913,15452,59185,43481,14258,89875,19317,92528,17381,89971,14822,42614,92878,90829,90880,14807,92747,13584,80070,17783"
