date,Bottom_stocks
2024-11,"19584,17948,22223,20412,19978,85757,18203,18568,16310,19644,19549,14273,18915,91068,19542,14720,21551,85526,25452,88518,21720,20331,20663,86581,17315,14934,93434,21761,19356,22258,77699,19893,15046,89244,18940,20181,21835,20187,17313,15358,18453,84788,17140,90319,14542,18648,87337,20280,15585,17262,15059,83916,19682,19021,12360,15272,18775,14245,21759,15775,21889,19025,17365,21912,19196,15540,19623,15087,21779,21560,17044,17869,22089,21516,14925,17895,19251,78875,20180,17038,15417,22255,21949,82779,17876,19746,80539,89413,89891,89824,18206,93345,21707,85177,17109,20776,22174,21732,15937,19470,16528,21756,18845,21412,20721,21686,17889,19496,21018,89449,80054,20848,79089,84302,82555,15506,78664,19137,87344,19555,20553,21601,90971,13798,21589,21754,20305,89394,88195,22256,15493,20882,90664,21833,21276,20430,19391,20867,15186,19952,57154,19463,21281,21891,17250,20130,17906,21971,17116,19681,19476,19065,19563,16712,13825,84176,21904,18958,20471,21947,16250,16999,17672,19398,20637,20196,89301,19575,21379,16793,19400,19953,19847,14328,15914,90012,14136,15072,21518,20439,20599,18063,21060,16188,21341,21260,19491,21599,19024,20173,77515,18908,83391,14791,21676,21832,21325,92594,21737,21788,21053,15436,88779,19821,19794,18580,17978,21120,16753,18768,15789,75694,19937,17678,18769,19405,15295,16064,18789,90516,17360,20149,19679,18553,18395,88372,14609,14469,14694,20436,12488,21540,20893,18051,21345,20816,17984,18838,14466,18562,18137,20600,86092,21837,21533,20276,16626,15904,20761,18664,17134,17272,21074,14257,20607,19779,14419,17222,17977,21920,19533,21023,18128,89217,79791,15642,91571,87759,21916,21695,16971,14615,20786,19073,15525,22169,14828,18896,19084,11636,19994,20347,14596,20653,89952,84172,22238,20341,85502,19576,13954,81741,86916,85390,17309,86728,19502,21230,17045,19197,14296,80167,21536,18312,17893,17367,19140,21684,19814,18135,20059,19082,15269,20564,21909,19985,19032,19599,21823,15779,91604,84348,20601,20468,18253,16536,16595,21210,14826,15395,21875,15378,21016,17106,16921,15365,86489,21586,21955,19501,19979,20794,21843,87753,18376,22181,18830,17693,13260,20842,18899,12880,20419,16792,20238,15291,14924,18134,89453,10890,26201,17685,21350,16164,16140,21286,14616,78915,13350,18302,12579,14983,21595,18410,21543,21564,14705,20681,19145,83145,21895,83989,10044,93289,93132,15002,16938,79573,92897,19464,80955,16090,21764,90682,93436,14935,86211,21273,19948"
2024-10,"19584,17948,18648,20638,20290,20412,19193,21913,88174,16670,19644,17109,12350,18203,19549,91068,19542,14273,19980,21712,85757,18915,20331,86581,18568,19935,21551,19331,21732,21720,89244,19352,21761,21562,17315,88518,18775,20187,17262,85526,19356,19682,15046,18940,12360,84788,19470,15358,83916,16393,15585,19623,17140,20442,82779,20280,90319,17869,14245,14542,18845,17313,21759,19463,15775,20776,15087,19021,17672,20181,17889,21560,19893,80539,87337,21889,17044,85390,89449,16877,78664,21750,21912,19137,17365,85177,18206,19196,89413,20439,19400,15186,15540,21111,21588,20813,21949,21018,83885,21686,21516,17876,16753,25452,20848,21707,15937,21379,21837,15272,21518,90971,17301,14925,88195,17038,80054,79089,89891,14056,17895,87344,19555,20721,18137,19496,21754,20637,19533,20553,18896,19476,16181,93434,15846,19391,19024,13798,17270,84176,21891,19939,19491,57154,16999,21601,15072,19575,19398,21799,16250,17978,92981,17250,18958,90012,12579,14609,19847,78875,20305,26201,17678,93345,21876,21276,21788,21060,89394,16595,14328,90664,20276,16188,15295,20173,15127,16626,19794,16712,21779,21947,20600,20599,15365,82555,21910,14720,14826,21737,21260,89301,19779,13959,19569,20471,20196,17898,19746,20816,18046,18768,21599,14694,89952,18769,15506,84607,92594,19953,21281,17116,21589,16820,21916,21023,18789,19197,20796,19937,20867,18580,88779,19065,20341,21325,17977,89453,13954,75694,14791,14136,87759,21909,18955,20893,14616,21676,89824,17367,19563,18908,12699,19985,21053,19405,19576,21904,86489,21533,17045,91571,21210,19681,14983,16064,15789,16792,14257,19073,86092,18063,16090,20620,21540,14615,20733,18553,21684,12488,20653,19994,85502,21832,21756,11636,80089,21120,21289,18395,15525,79791,21016,14466,15396,21695,20059,19140,16971,17272,16829,80167,21074,17906,16938,78915,19032,17106,14828,15269,81741,19499,90516,19679,13260,20347,15395,21955,17222,20564,90706,19502,16140,92897,21586,21091,76963,18784,21350,18312,17134,19778,14596,16522,88372,19979,19084,18135,79039,15378,18899,20658,31668,20607,15642,12880,19082,80307,79573,14469,17254,18134,15784,91659,19501,16932,89217,16164,21920,21520,17346,18452,18664,16921,21771,18963,14607,10890,84172,83989,14296,14497,91604,19615,13825,21693,12680,20419,86211,21823,21105,87589,20891,17685,21323,86728,18376,19808,21341,18830,14419,91627,17984,14467,21360,19599,15850,20794,41452,19948,92091,20601,15636,92665,21345"
2024-09,"20620,20638,20290,16681,88174,19193,16670,91068,19980,18915,19944,18203,19649,18940,21790,13707,21562,15358,88518,14273,19935,20280,21732,19814,20187,20776,19893,21025,17301,82779,84788,19682,19192,18419,19470,16393,18775,19356,19623,91742,21712,15087,90319,17869,14542,87043,19352,16626,15585,21686,12360,85757,19542,17672,18845,20181,19137,83885,14245,17044,18206,19463,89413,85526,14056,19555,19331,19629,83916,16753,15846,17678,18395,15961,81761,15046,15775,16877,19400,15937,21707,19496,80539,19197,21379,20442,19533,21560,85390,79089,17315,20637,15186,19398,12579,17876,14540,89449,21516,87337,19021,57154,80054,15059,14826,21684,44813,15365,21111,15272,21799,21589,21788,17313,21351,12680,21750,19196,89301,12699,21120,21759,17978,12350,18556,19065,21518,16820,21289,88779,19491,20575,19847,17038,14328,14815,19391,89891,89824,16188,18908,21737,20430,16181,21601,16999,78664,21533,15295,21875,19779,18958,17365,20196,20761,19937,92981,18137,13883,20653,92594,18769,15127,16712,21060,21543,19965,21833,26201,85177,86489,90664,19939,19794,13798,20173,20816,19808,16938,21599,93345,19476,21091,18789,19142,82555,19575,90012,13959,18963,18896,20796,21341,14136,21276,12877,15072,14467,21540,16250,21260,16792,14609,20733,14615,15506,90971,18768,17134,20599,17977,76963,87759,20419,12488,17250,14694,21074,14616,21053,19024,21756,21016,15269,14459,89394,18955,20305,20564,21210,14257,20341,20439,18783,21876,16064,75694,81741,14239,20059,17895,16932,16090,16140,20902,21823,80089,17270,19953,19576,16829,84607,21736,18046,15789,21325,17367,20471,19979,20867,21779,19563,19405,21323,16595,92230,91604,16522,21086,13954,19681,92091,17272,18830,19084,19948,18128,21695,93132,15396,21345,18580,17685,17222,21520,91627,19354,89110,19994,17346,21281,19615,20238,14607,18131,20794,20972,19746,15642,14983,20276,21693,21564,18553,10890,18051,20893,15395,19032,21586,89952,19499,20347,88372,21593,17045,16613,91571,20600,20553,84176,19569,19778,80167,80307,65541,20607,18484,13260,86745,18664,31668,17254,21034,84184,17116,15636,16921,86728,16252,85502,21019,84172,21096,17106,43553,78875,18376,21771,20658,86092,90682,19821,18645,19140,90706,15488,15784,89453,17821,79791,15826,16049,79573,15525,21286,92897,19502,15837,12880,21604,17309,78915,14828,18663,17984,21230,19679,18461,21837,90516,10044,21536,18047,16971,20681,87589,19492,78044,75033"
2024-08,"88174,20620,20552,16681,19193,19944,18915,88518,19657,18203,21286,19814,18940,91742,20280,91068,14273,15639,14245,20285,19649,18845,12360,15358,21025,19893,19682,21686,20187,19137,15046,18395,18783,83916,13707,84788,14239,19470,17678,19850,21586,18775,85526,17315,15585,87043,16753,19463,90319,14542,81761,18206,19555,19623,20776,15087,20623,82779,21732,15775,18419,15057,80054,19496,18559,19356,17038,19533,80539,21759,17313,14815,21379,18453,19196,19999,21589,21120,89449,87337,21516,20430,20733,19400,85177,17876,21560,60599,14467,88779,21513,20817,21309,57154,15127,19192,18768,15365,18556,21111,19398,86489,85390,15272,17044,20721,18769,19491,21532,19021,21351,21737,20180,18955,16999,21707,14459,16188,17978,16829,19542,91571,19197,90971,14136,18416,18137,18908,19953,21684,21604,16712,20181,18789,14540,19965,15295,20902,15789,78664,15937,15506,21599,21074,17977,79089,19024,19846,19681,16938,12699,26201,17365,91604,18075,16820,19575,14615,20653,18195,90012,21518,21750,19847,19476,21289,17106,19939,13959,15059,14328,21016,84607,89413,14607,17222,14616,14609,19142,18958,14694,92594,82555,21323,16932,21060,20637,20173,21601,13954,15269,44813,13883,21593,21210,93345,17367,75694,89891,19391,89952,18553,19794,12488,16140,21543,92981,18963,19808,89301,18580,89824,21053,14466,21540,21695,18484,84184,16064,76963,19979,20796,19779,18896,17134,92230,81741,20059,19948,17272,20600,12877,20465,84176,20305,21281,20816,16921,18131,19149,20130,21722,19576,43553,19821,14257,21520,18128,19937,18046,80167,14296,19994,20658,31668,21276,88462,20893,15072,21533,17685,17346,21764,19615,17895,13798,21325,21260,20867,16522,16792,20341,21091,89110,10890,14797,20553,19499,14826,15395,15642,89394,18376,18413,15850,20163,18051,20599,12880,18784,20419,20884,20276,20196,21541,84172,17270,19746,85757,20564,16049,19113,17116,90325,19501,20681,19140,19778,21779,15396,20972,21118,78091,18213,90516,21345,87759,80089,20607,16709,21676,92897,20471,20439,13260,65541,21348,18134,16536,17150,88446,15488,17254,16290,92775,20347,19599,21748,91627,79841,21360,16250,18461,53197,20662,16252,18047,16788,14591,14983,17250,14596,85372,21105,90664,93132,19563,16595,15643,20238,17146,15779,83910,14608,90179,17984,14300,85570,21564,18725,18664,14705,21745,15132,18663,21788,19544,21693,14818,12629,83989,80791,76591,15776,15508,86092,18855"
2024-07,"88174,15914,21263,16964,20552,19193,21288,20422,88518,25452,13947,17907,20285,18940,21286,19803,18915,19850,19657,18203,18845,20280,14991,19919,20841,19893,21110,21309,15358,17038,15431,14245,90081,89244,14273,21526,15639,18719,12360,84788,18783,19137,19623,19682,21379,20187,19025,19555,18395,15046,19470,91826,19463,15775,19629,83916,17349,13279,15489,18206,18775,15087,15961,21513,14239,15585,19533,17315,20663,14542,85526,83885,90319,82779,19999,12488,16753,91664,15186,80539,21586,19653,18453,15365,17313,19197,14328,19149,20623,14815,21120,19398,17876,20733,19400,88779,79089,18769,12699,21516,20430,21589,18559,84607,78664,91571,88994,80054,19778,20776,15937,19024,60599,14467,18137,87337,77624,77515,85177,15789,17977,19576,18955,16938,14615,21560,16829,17044,13954,90971,26201,18768,76963,21210,20817,91604,89449,89301,19948,19196,20884,21541,21016,18416,19491,87759,93012,16188,21111,15295,18089,18908,17146,57154,20238,14136,19476,17346,15127,18789,17898,20902,20653,19952,20600,16932,20288,20816,19021,16998,19575,92594,16820,14459,18132,18963,19496,14694,18051,18580,20181,15059,85390,16064,19953,20173,84176,90012,20721,19681,89413,20609,15510,17974,86489,44813,19391,17272,16999,21074,14797,17222,21540,16140,13260,17106,20658,18467,20637,84184,15396,16049,93345,16921,16712,17367,17150,13959,31668,19140,18553,14257,21053,14826,20644,21360,21529,20893,18484,18046,89891,20147,89824,14466,18994,19847,17365,43553,16788,19113,20305,17263,15506,13798,21086,89394,19979,21260,21276,16522,37381,21118,19794,17871,21325,20465,92466,14616,18958,10890,21114,82555,21351,21281,19939,20867,20439,75694,16792,20130,20341,18461,20825,19779,21533,15269,19501,21593,21572,15272,15776,21091,17270,20276,91627,15072,18780,11511,20972,19985,18134,21543,20553,18047,19228,18322,79573,19492,19615,79841,21105,14983,21345,17693,15850,20449,80167,15837,85757,18364,20599,18664,20681,20163,19821,16250,19542,17895,90516,14828,17685,20196,14296,79791,21348,90325,81741,15395,19599,18896,48072,89029,92775,20471,20311,20662,13693,18644,20794,16698,18213,20564,14705,20842,20059,19937,20647,16252,19746,12629,21026,17045,92981,20572,19499,14609,19544,14072,18899,17116,89110,15132,15488,20389,14591,19032,18075,14300,18784,18135,19679,89952,17254,19489,88446,16595,18571,21323,20347,85570,19356,80307,60943,16290,13278,18413"
2024-06,"92986,25452,20422,21288,18302,21263,15914,19193,19623,15489,16964,19464,18940,19803,88518,82779,91571,14444,13700,16802,18203,13279,17038,20787,17907,19850,14239,89244,19555,20841,89301,14991,14245,19682,20280,19653,15087,20455,15639,16753,84788,15775,79089,19463,15358,18775,18719,19778,19893,15789,12360,90081,18783,16188,20341,83916,14273,19137,20663,44813,18206,19398,14542,90319,18769,15046,20187,18453,19919,20816,20733,89449,26201,17313,85390,15365,87337,12699,15186,17349,19025,19400,19470,80539,21308,19476,80054,19648,14815,15585,19576,21120,19948,60599,20884,88779,15961,90971,16938,20902,18845,83885,14615,20776,19197,85177,18051,18894,16829,16310,18915,19491,14797,57154,18963,17044,20238,19234,19812,13954,18768,48072,20419,92594,19575,20173,19024,17146,18132,20640,18137,19847,19681,21074,14459,91604,17272,12488,14328,14136,19629,17876,78664,19066,92345,15510,93302,17315,89413,18789,84184,77624,13959,17134,88994,17346,15396,86489,77437,14467,93012,13260,20600,76963,19149,18780,14466,16999,85539,19492,18955,14818,16522,17367,17871,17262,21276,75976,92466,15375,20662,19937,20305,20147,90012,20439,21111,19113,17222,16309,20276,20653,93345,16820,18135,18994,89891,18461,15295,17977,16921,15059,20196,21210,21260,31668,15364,80167,19496,15132,82555,17365,75694,20893,15937,17106,18664,14694,85526,18467,20449,43553,19952,18416,17270,20658,21230,20564,89824,20825,18908,17974,15269,14983,20301,90516,85570,20647,18958,21091,16932,15072,14616,19953,16712,21053,20389,14296,29744,21281,11636,20288,14668,84176,19979,89952,16140,14826,14609,81741,19939,19779,18128,21016,17150,18484,20867,19196,18322,37381,21325,18047,21118,19679,89110,14705,16049,16626,21026,84172,12880,19356,14072,14828,18896,13798,80563,19032,91359,19501,15508,18727,19391,20661,18364,20462,20465,14608,93085,17895,19599,91664,20637,89453,20163,10890,20471,12629,79791,16697,15850,19544,17378,20277,78044,15395,16252,20059,18784,19947,80791,16792,18553,20581,20599,19563,80089,78915,83382,65541,18425,20181,79841,15272,15779,85757,18644,15643,87759,88284,17693,17043,91416,20916,21034,92775,84275,89394,91627,18213,20972,18046,17354,16595,17125,80341,78091,89387,19579,13108,19620,91659,19821,83989,85372,17898,18134,79573,87753,21114,14097,90179,14937,19147,88507,16788,53197,92897,13783,19615,17254,84372"
2024-05,"17979,20425,17948,17134,18302,92986,82779,19464,19623,18395,16778,20455,19193,14444,88518,19653,13700,20187,18830,91571,18203,18940,18206,20787,80539,76963,90081,19682,19808,15639,19463,15775,84788,92252,15186,16802,16188,12699,19555,20816,16310,15375,16929,18783,17038,82281,15087,14542,19576,90319,15358,19137,19778,15365,89244,20846,19398,19400,20280,19197,15961,18775,16753,19251,89301,15789,18769,18051,19893,79089,44813,76461,14239,90971,89449,17313,85177,17349,15046,14273,14245,20641,15433,19470,14615,19919,18453,21041,19948,15585,88779,20733,18132,91826,16829,21074,18963,16938,20341,17270,20439,13954,17346,18768,83916,15065,17315,20776,19629,17672,85539,14136,17871,18416,19847,19476,18958,20334,19681,19575,18894,21091,20238,31668,20663,19648,21018,21066,16309,19024,83885,87337,19065,60599,91604,18464,14459,88994,17044,20419,15396,20173,12360,16820,16522,82555,18780,92345,92594,15132,18135,18789,17140,17966,92486,13260,14797,89891,17977,84184,57154,18955,48072,17106,17876,19812,15269,20305,26201,86489,18461,19491,18137,85390,19492,17272,14818,20288,93345,19113,20902,20662,18994,20301,17262,18784,81741,13959,11636,82156,20884,17367,18467,14466,15059,14608,15364,20465,90012,17365,18915,19939,16921,77624,75976,75694,68145,17105,16140,17901,89824,80054,21111,14467,16999,20276,13812,19599,17222,20637,20647,43553,78915,20389,14705,14609,19679,19542,20601,20658,14616,16536,84176,19391,20721,19584,15295,20825,16595,20661,14072,87583,20471,20916,19952,18908,16932,92468,20653,19176,14607,80167,20564,89413,20893,14668,93085,19979,92897,18553,17150,14694,12339,18727,15937,19779,89110,20112,18580,80563,18484,10890,92775,14937,78664,16049,19496,21016,78840,89453,21053,19032,21026,17693,20462,16108,17354,16712,20867,90516,78044,20059,12629,17974,91269,49138,17980,10066,19937,19821,14983,16786,16247,89952,18063,15779,15850,15072,83382,89125,15395,19994,18571,14828,16252,78091,79791,18425,17895,19489,12880,16788,90179,11511,20082,20196,20599,19953,65541,20607,91186,17378,93436,92131,85570,82634,18896,13783,18887,20447,18664,15488,18214,19615,18213,16697,17832,80089,90706,14647,84172,19501,19794,79039,19620,13108,14676,19356,18134,78985,79573,17685,87759,20600,14580,15062,42286,18047,15643,15272,19563,20410,53197,90976,85757,20163,13798,79066,91416,18128,19017,84372,13867"
2024-04,"77624,17134,18558,17979,17948,18780,20425,19778,16778,82779,20578,91571,19197,80539,19850,18648,20187,19193,18830,19623,14610,88518,18940,20112,14523,19137,15775,12699,19025,15065,16188,18206,20816,19463,18203,20280,20641,76461,19682,18416,84788,19653,20630,15639,15365,15087,18783,20776,16929,15433,20644,17038,15186,90319,20846,14542,15358,82281,19939,18836,91664,19400,17349,90081,89301,17315,19555,19948,14923,17977,84607,17313,19470,18784,15057,20609,15585,19398,88779,19629,20663,14245,85177,19476,19576,13954,17346,18775,16753,14615,20662,20733,90971,19893,89449,20439,16712,20173,17358,19251,18453,87337,19681,18132,89244,88994,19919,18769,17871,14273,15046,17140,15961,16829,20238,31668,18768,13260,14316,48072,17044,14136,17105,86489,15789,17966,20341,20334,92594,16820,17270,16626,60599,81741,18135,18461,14459,19584,83885,15269,18963,82555,77202,57154,16309,16536,10066,92486,91604,19575,15396,44813,15132,92682,18137,19492,19952,19599,93347,90012,17672,20465,82156,20276,14705,78664,20305,18845,16099,20601,19847,18571,15059,14797,20419,16938,18103,78915,68145,18553,16108,17106,17091,19113,11636,18955,14818,17222,12360,90976,18915,14937,92468,17262,19147,14466,20469,18664,18425,16999,17354,20721,83916,19024,90483,16786,80563,16140,20566,18789,17678,20564,17980,91826,16007,14608,11511,17272,17832,14616,15295,17150,18994,20471,13812,16247,92775,18958,89453,20647,20301,20389,19196,19397,80054,89824,14983,13411,87759,17901,20318,75694,75976,16932,16104,20288,19620,16522,91269,19391,19542,90516,15643,15533,18785,19679,20196,19544,14790,14694,19979,89110,93345,15072,14668,87439,17120,10890,43553,17876,17367,20867,88284,14676,18727,84176,19812,14609,16595,18580,19176,78044,93302,18128,79573,20059,89891,20842,19032,17316,18484,20653,16921,17362,14072,19779,89125,20567,17693,19985,17365,19496,18467,19491,19489,14710,12629,80167,13783,79039,82567,16290,15272,20169,90179,18217,18887,84172,92252,17309,15848,20277,16765,15937,79066,78875,87321,20311,13959,17898,12880,65541,83382,20658,76226,17378,90682,19563,87583,15488,15395,49138,18452,78985,18063,93085,20825,17690,18047,82634,14467,92131,90640,16250,18908,19615,85372,18364,18098,16698,15850,78840,90917,17685,19947,16524,18832,92213,19479,42286,15286,17978,20346,90679,91672,77300,14655,19647,20637,20798,19162,19076,26201"
2024-03,"16146,18780,77624,17948,20194,18558,82779,91571,19778,15639,19193,19197,18203,18458,91488,13947,19025,20112,20187,20280,18151,90907,18648,17360,18840,20578,29744,19623,15065,19850,17907,17038,14610,18783,19400,14419,16712,19463,18940,12699,19682,18206,19533,16964,15365,16788,15132,20630,84788,19137,20641,15775,19681,19470,18416,19476,18836,14316,19251,19555,19939,16188,20572,17315,19847,19398,17913,17349,19653,20644,17358,15358,17313,77202,17326,14536,16877,18769,91277,88518,20609,19401,14245,90319,14542,18132,19893,77699,15961,17346,90976,16753,88779,17301,17966,14615,90081,86489,17977,88994,18784,16626,79089,13954,92594,19576,18785,17105,14790,20238,17044,15087,16309,91664,19644,19919,17106,19352,15585,15186,18377,14136,57154,16820,20439,87337,15789,92688,19065,13870,20169,14923,85177,60599,18768,15046,18453,18775,19948,18137,14273,31668,15533,20389,16007,13260,18994,81741,18664,16829,14797,19952,19629,90971,78002,20607,14937,17672,18195,17871,19492,17678,17832,19391,18963,19024,82555,93345,16099,20341,19647,92775,18955,11511,20173,18102,91604,20419,19599,14705,20601,89449,89244,92682,20318,19196,17362,15059,20305,11636,19113,78664,19584,20301,19679,20465,20276,14459,17980,14818,19176,12339,18461,19575,15269,89301,87439,16536,19544,19812,19953,18644,16938,14616,15015,18135,20564,19032,88807,13411,15295,14466,20337,91826,16655,19017,78915,18467,77437,16921,14239,17150,83885,15937,20334,93347,44813,18553,19257,93085,19489,14072,90483,57913,18098,16786,19338,17809,48072,17876,79066,19184,93302,87759,20469,18484,15361,17901,16792,14983,18727,19620,16247,17045,91269,16104,16400,20059,20468,17354,90012,16140,17978,19542,18915,14580,14826,16999,12497,19499,17693,15396,17222,19397,18425,75976,16698,86051,17316,14467,17367,92427,19956,18845,91186,19962,17262,85526,75694,80563,15779,19071,17272,18128,93371,19491,20637,18213,18789,17120,17270,20471,18217,17812,78840,19985,15222,19076,43553,90679,79573,12592,12360,77515,89891,92520,80054,16739,20277,16522,68145,17898,19134,20193,17254,19566,18663,16932,79039,20333,15272,17125,17974,19501,18452,19556,18958,89125,76226,20288,82567,19947,14609,87053,19994,20632,17309,17266,14710,15643,17378,19979,18908,20315,17684,18214,26201,20462,15488,78985,17250,19479,14325,42286,19560,90640,14655,20566,15305,16595,19494,83916"
2024-02,"14720,88807,15065,91488,17948,82779,91571,18203,18840,18648,16310,10253,18458,15639,13947,20187,19193,17038,19814,16400,88195,86444,14245,18940,19939,19657,18151,20294,19850,16712,19463,19623,84788,57913,19395,20163,18206,15775,17360,48072,19985,89301,17966,19251,18783,18261,16964,17913,20280,14316,19391,19137,19533,15431,88174,14790,77202,19401,20169,16788,19476,20238,17349,19681,15365,19398,18306,19847,17313,88994,16188,91277,15358,87337,17980,16626,17326,19400,19893,17315,12699,19948,90319,14542,77699,19832,19180,15961,19470,17044,17106,15585,19647,18784,89029,31668,18785,19576,18955,18769,15087,20389,16877,78002,79066,18377,14615,19682,14136,16753,92688,18137,15789,92775,19833,16309,13954,19555,17871,11636,14419,18664,14705,20301,79089,20439,18453,20173,17301,19354,16820,15015,19653,18994,17346,85177,20276,82555,19629,44813,20430,14536,14459,15269,19176,13870,17330,19812,79122,88779,90976,19184,89449,17678,14273,93237,88518,14937,20341,19575,16792,15848,85757,57154,20318,18553,13411,16786,18195,20312,19024,18963,17977,20337,91604,19980,82848,93345,18768,15046,14818,19947,86489,18132,19993,17832,19919,19679,19994,16829,15361,90081,17812,12497,60599,16536,17272,19032,16247,19953,14797,19113,13260,14072,19599,18644,17876,18133,18580,88507,20147,18775,87439,12339,79573,17898,15937,19499,19492,93085,16938,18102,16698,78915,92594,18135,15971,18915,19584,15059,16921,17889,78664,19331,19569,18845,55862,13249,86098,15222,18789,19542,20059,15186,19397,20334,17684,20297,14466,90679,19257,14239,77437,18484,88173,18128,17262,20419,13825,19952,19491,20333,90012,19821,91826,17316,19559,16655,20305,20193,19544,16739,16524,19196,79586,16140,93302,15295,79039,15305,17045,17974,17354,19956,19556,16999,17222,19501,17901,17362,18214,15779,19979,17672,19338,14826,18663,14983,18098,15506,19489,18727,86051,18936,17367,89125,10890,16932,18461,17150,19496,19017,75694,19071,14616,19937,14468,14609,16250,18958,43553,87759,14823,20277,19333,75976,78840,19982,18213,80563,85570,86745,14133,19134,17254,17685,92091,14472,84650,19494,89169,92665,18913,91672,15850,16290,15488,16186,16998,15396,80167,90640,18425,19620,15533,20420,12690,20288,14828,14580,20437,17146,16787,20399,17880,87053,19794,19147,91977,18887,89824,78044,13369,15395,20137,19624,17270,18467,19831"
