date,Top_stocks
2024-11,"91734,90999,87471,22323,14708,29102,83520,15058,17854,82848,92518,14619,93338,88462,87364,16673,12644,12060,92601,45225,92380,86536,14877,14060,17141,14468,10258,90288,15793,75573,16611,14535,12527,79499,13337,81084,12209,93337,15294,14813,54704,14179,13124,14056,86098,16108,86233,18224,85768,92594,90371,15943,15303,89134,17987,91305,15542,18824,13796,76927,93263,18466,16681,14711,83883,13455,16675,16255,83976,90720,15351,92089,17372,65285,91560,16776,17354,14432,17039"
2024-10,"91734,90999,22323,87471,92518,29102,17854,15058,83520,88462,87364,92380,18054,82848,14619,93338,92601,14708,12060,10258,12644,75573,16611,16673,45225,13124,14535,14877,79499,92130,14060,15287,90288,16681,86098,81084,65285,13337,93337,15294,15793,93263,86233,14711,54704,92594,16675,90371,15542,18824,86536,83883,14468,14432,17141,88427,16255,14813,83976,15303,89134,91560,76927,85768,14179,80050,12209,14497,50876,15943,16318,18224,85272,89349,90720,15351,92688,91305,17987"
2024-09,"90999,29102,92518,91734,87471,22323,17854,75573,14497,83520,87364,15058,18054,65285,92601,93338,12644,12060,16611,88462,14619,10258,16673,13124,81084,92380,79499,14708,85272,82848,86233,14877,13337,14535,91560,14813,88427,54704,15287,93263,86211,18824,15542,90288,90371,45225,86098,16318,89134,76927,14133,18224,93337,15793,14711,83976,14468,17444,14432,16108,14179,92621,50017,14060,89349,90720,85059,83883,16675,92594,88417,15303,85768,86115,15971,92089,85792,15286"
2024-08,"91734,92518,90999,87471,18054,14497,90298,22323,16680,29102,65285,92601,83520,14313,15510,87364,75573,12644,15058,17854,10258,92380,16611,12060,14619,16108,81084,14535,13124,86233,16673,88427,16318,15542,93338,79499,93263,91560,15793,89134,86211,90288,86098,83883,89349,90483,16773,14813,76927,13700,83976,88462,18312,14879,88417,15132,85272,17987,15286,50876,45225,93337,89029,14432,86115,88181,90720,14711,18224,14133,85768,16255,86536,15287,91021,54704,92688"
2024-07,"14444,91734,92518,90999,87471,14497,91283,90298,83520,29102,14313,87364,18054,92601,12644,92380,16108,75573,65285,88462,93263,16611,13124,92252,15542,14535,12060,86233,15058,14619,79499,17854,16318,92594,93338,10258,88427,91560,83883,16673,83976,86211,15793,81084,89134,14133,92468,18312,17987,90720,89349,90288,76927,91021,93337,15132,86115,88181,85768,92621,91090,15286,15303,88417,50876,17972,89029,85792,49429,18466,54704,13323,85272,70704,15015,14813,14711"
2024-06,"91734,92518,91305,90999,29102,87471,75573,83520,91283,14497,90298,87364,12644,14313,92601,88462,13124,93263,12060,14619,92686,16611,16318,65285,15542,15058,83883,86233,18054,92252,14535,90720,89698,15219,93338,10258,90542,16108,88511,93337,15303,88427,89134,12209,92380,17987,60186,16524,92468,76927,70704,16673,89349,86211,15533,49429,89029,13202,85768,90288,85419,86536,16119,15286,85792,45225,15172,54704,13326,16260,13323,91379,15793,15015,83976,88417"
2024-05,"91560,92518,91734,92426,87471,91305,90999,14497,29102,83520,75573,87364,12644,15058,14313,90298,93263,15219,14535,88462,83883,13124,12060,15542,16318,90720,92601,92686,14619,86233,80577,90542,13323,10258,86211,89698,14060,15303,10028,65285,93337,15015,16104,89506,82779,15132,88427,12209,81084,76927,60186,84419,17987,90126,16673,89349,86536,18054,85272,16119,91082,14813,16773,89134,15793,16260,92091,70704,89029,85768,80050,49429,13326,45225,85419,92089"
2024-04,"91560,92518,91734,88471,14813,92426,83520,14313,91305,90999,87364,15058,87471,29102,16318,13844,93263,88462,14497,12644,90298,13124,83883,12060,75573,90542,90720,86233,65285,13323,15219,80577,92601,93337,85272,14535,14619,15542,14060,10028,10258,89698,89506,15015,89029,92686,82779,90126,88427,91082,84419,76927,15132,16119,15303,89349,81084,61241,15417,91021,14615,16773,86211,65270,63715,88181,89134,92091,18054,17987,16260,14715,14708,92089,16182,18224"
2024-03,"65285,91560,91734,92518,88471,15058,89029,92426,14813,91453,29102,90999,87471,88462,16318,83520,91305,12644,90298,13844,86233,14313,80577,92380,75573,92601,93263,15784,87364,13124,12060,90720,13323,14535,15831,90126,93237,90542,85272,91348,81084,91082,10028,83883,89698,88511,14497,92686,88427,14619,14060,91895,15219,91021,93337,84419,86098,14877,91379,89349,88620,61241,79499,15417,14708,89506,84827,10258,16119,13918,18224,14642,15397,88417,92294,65270"
2024-02,"65285,91560,10258,14813,92518,91734,88471,92426,29102,87471,91453,90999,15058,15904,14313,85272,86233,88462,75573,83520,13323,12644,91305,92380,16318,90298,87364,13844,92601,14551,93263,90720,80577,12060,13124,90126,91348,81084,10028,15784,14060,88511,90542,89698,15219,88427,92686,15831,91082,83883,14497,14619,91379,75854,14535,92213,16376,12017,14877,14642,15172,93337,92621,14708,84827,16680,65270,89506,15417,16290,15397,89349,16119,14615,91606"
