date,pred
1987-12,0.029618093625752056
1988-01,-0.2505774282043536
1988-02,-0.021278722897152033
1988-03,0.003472340405361378
1988-04,0.08499714310189005
1988-05,0.15630633482337983
1988-06,-0.04798635063052307
1988-07,0.10553094172247145
1988-08,0.1449372642920173
1988-09,0.21556346266246362
1988-10,0.004793701404757737
1988-11,0.07969912654947464
1988-12,-0.0964878529505599
1989-01,-0.11408636285142819
1989-02,0.05367340480284088
1989-03,0.08649217487347725
1989-04,0.10963849280737803
1989-05,-0.22333031631527708
1989-06,0.03455326944208625
1989-07,0.08841743415803571
1989-08,-0.023670974888989345
1989-09,0.10273273265030033
1989-10,0.23923739966287358
1989-11,0.22138321167473457
1989-12,0.07114288410486133
1990-01,-0.06150169025952149
1990-02,-0.07361690813627658
1990-03,0.12942439385689247
1990-04,0.002193425472117515
1990-05,0.3111732099722312
1990-06,-0.3948642677325421
1990-07,0.04420787109061283
1990-08,0.31318198440458533
1990-09,-0.010985375343553032
1990-10,0.20045578395685273
1990-11,0.24315057548719177
1990-12,-0.06911046781162633
1991-01,-0.18657623018002104
1991-02,-0.2586490715312517
1991-03,0.04505879418011373
1991-04,0.10212334861940814
1991-05,0.0440163066014161
1991-06,0.034739036067509166
1991-07,-0.03311891002294903
1991-08,0.15777982620827347
1991-09,0.0132674199226826
1991-10,0.18609693270189265
1991-11,0.03223488894184914
1991-12,0.25637119278319126
1992-01,-0.24294443889544062
1992-02,-0.09598591627463109
1992-03,-0.22694211710688889
1992-04,-0.08335145473653069
1992-05,-0.2320224001317391
1992-06,0.04450858172105569
1992-07,-0.10456422176595771
1992-08,0.23012202212662422
1992-09,-0.104756182780191
1992-10,0.07810993640955133
1992-11,0.2051414595303999
1992-12,-0.10108044691797874
1993-01,-0.03702500775550016
1993-02,-0.044226882136831305
1993-03,-0.15226665759958583
1993-04,0.028011455153597622
1993-05,-0.22065628971951687
1993-06,-0.22345273550404962
1993-07,-0.0772372787624342
1993-08,-0.07128213852171554
1993-09,0.08391072428319023
1993-10,0.010987073212078948
1993-11,0.07752674957731198
1993-12,-0.002100080965070526
1994-01,-0.22655509275201702
1994-02,-0.017429689716754636
1994-03,-0.024038347675003312
1994-04,-0.12371267823773813
1994-05,-0.12102555186962256
1994-06,-0.06215628909517
1994-07,-0.07492751019351691
1994-08,0.0703581588312013
1994-09,-0.005810283365703296
1994-10,-0.022260228187474623
1994-11,0.057629607457677236
1994-12,-0.09083022488954555
1995-01,-0.2900870864536061
1995-02,0.014519471409261853
1995-03,0.047870540643722995
1995-04,-0.036797472730574265
1995-05,-0.08737444384942177
1995-06,0.026611843618966464
1995-07,-0.21402847119900273
1995-08,-0.04195535862247453
1995-09,0.018379940141554474
