date,TB_BT_1%,TB_BT_5%,TB_BT_10%,SP500
1987-12,-0.17170663754929782,-0.08752729136781423,-0.07721782164775136,0.0396362505214387
1988-01,-0.20102488131267485,-0.10306177989661802,-0.08377913838533771,0.0806029422397217
1988-02,-0.18125032465099686,-0.09369347552532714,-0.08942933959947172,0.0466910902321121
1988-03,-0.17815681546722392,-0.1021106547708535,-0.09915284609389748,0.0560718056712118
1988-04,-0.1800115373119199,-0.05766545800388437,-0.07390330421791143,0.0592428335628607
1988-05,-0.1806509377148349,-0.0466934036625887,-0.07608127561730922,0.1015894510343372
1988-06,-0.18045295017528384,0.009014833052362496,-0.04650157939929524,0.0961634221769087
1988-07,-0.019259194043827393,0.05936986047943821,-0.014609045568265318,0.05679859158825659
1988-08,0.08871590039499584,0.09773361282051654,0.007278977912124691,0.0957589583617135
1988-09,0.12088226171708634,0.13742201840130264,0.04661215878936238,0.1213920783305171
1988-10,0.17333948959045956,0.20275287726696622,0.08721880127270683,0.1023204452189348
1988-11,0.2696225728117507,0.233570039669294,0.13955279955520106,0.11690124105737419
1988-12,-0.029199480178454196,0.16107912937640387,0.08901129771361446,0.185601208737123
1989-01,-0.12362732624675124,0.09861087789656678,0.06975807040241379,0.1562299708453222
1989-02,-0.008408122600272183,0.13952505109393779,0.0998377667403447,0.1768224104189492
1989-03,-0.08951643429367936,0.1263372307022031,0.10364261703181818,0.225698161508814
1989-04,-0.08019946247100833,0.10495787716118202,0.0803387995800066,0.2602325060821711
1989-05,-0.19635215552372526,0.09493378231258251,0.07793684153406412,0.25227631689286445
1989-06,-0.10666687614709654,0.15347254189850287,0.12436415921638296,0.33695779137704984
1989-07,-0.0011840806961037065,0.2022582327016848,0.14918831472241445,0.3523552827942155
1989-08,0.039770517968129845,0.21655203897784656,0.16105460772421973,0.34578945846434544
1989-09,0.11964487496953657,0.2845636583889251,0.20477326685517733,0.32029171015365787
1989-10,0.27598670264022984,0.4200296843570228,0.31939190344689233,0.3366977020782584
1989-11,0.4537389599691606,0.5096318258125814,0.3945919943316373,0.3578883890578972
1989-12,0.22764840277829124,0.40011134132668125,0.32194388313126476,0.2865887114730307
1990-01,0.13572533412083512,0.4053367114643575,0.3411227158308616,0.2950914178872303
1990-02,0.22261630983062464,0.45824541507056643,0.380026989166407,0.3190569606215066
1990-03,0.31596600014092063,0.4922084152044841,0.41842862560344224,0.2918017923218375
1990-04,0.5361613833579145,0.5782093856252483,0.4871576364361796,0.3798027037445385
1990-05,0.5665456249087352,0.6175683076622321,0.5214775979295009,0.3708766799343466
1990-06,0.5268523220599883,0.6329159411518972,0.5343402060869233,0.36563981959666386
1990-07,0.5395752986930322,0.682172671722848,0.5602288929202283,0.26657699461525025
1990-08,0.5286922770850734,0.7116259647963659,0.5923140964264031,0.21403631646938004
1990-09,0.6581341092815706,0.8073967931588698,0.6844146729225441,0.20731553057852284
1990-10,0.6867149315117991,0.8508434137266191,0.7342300515935983,0.2655223712351417
1990-11,0.977696052800501,1.0217047691258687,0.8848945626687481,0.2900469281759876
1990-12,0.7508169126708379,0.8853106699114464,0.7909428563624471,0.3307259774670386
1991-01,1.1084586332433188,0.9760207807941901,0.8866285424148119,0.39584039473395427
1991-02,1.229702046924934,1.013688334183053,0.9215979077858938,0.4178003497877661
1991-03,1.0111446644359314,0.9556550329621128,0.8941330456795941,0.4181467531913125
1991-04,0.8946640081786309,0.8547199092657825,0.8200796528731077,0.4559985758291916
1991-05,0.8995887424817821,0.8124877368712218,0.778550929497474,0.4069210656572798
1991-06,0.8267971669038714,0.8328886071549193,0.8066754196690701,0.4508033581362672
1991-07,0.889041298993237,0.8030996440478758,0.783836676867243,0.4702616095647853
1991-08,0.7803433859591189,0.7460623699226302,0.7403799129366284,0.450932278940396
1991-09,0.7055850292636214,0.8102966499399801,0.7735784819894728,0.4627224503734774
1991-10,0.7865133718760776,0.8495643536464736,0.7860374693447808,0.41780034978776615
1991-11,0.9371034559799493,0.9964869703893863,0.9105153356102005,0.5235898550218627
1991-12,0.4306750889926102,0.8065861107140762,0.7837949121536025,0.5034894059230699
1992-01,0.4016750496693272,0.8074852876081259,0.7828013043509645,0.5130087659308371
1992-02,0.4336594107387324,0.8467136307074912,0.8226177473795001,0.4909350858549356
1992-03,0.4992582145932072,0.8782143738683929,0.8689283579295796,0.518445860216758
1992-04,0.5352350075026259,0.929420809051937,0.9072212144634011,0.5194093674573815
1992-05,0.6899882923925071,0.9512964425922834,0.9458064829396201,0.5018980819732406
1992-06,0.636793711793149,0.9443696499810623,0.9353128598505155,0.5405164448109755
1992-07,0.6662629454192529,0.9030546603158441,0.9156225024917375,0.5162262641403591
1992-08,0.5484327737453273,0.8354282642720718,0.8634703377757191,0.5252906782947663
1992-09,0.48559451215561444,0.81781837501451,0.8471240544075944,0.5273947341589837
1992-10,0.4149526982141798,0.7942259246137032,0.855665200737621,0.5572076546948883
1992-11,0.38679347241603357,0.8372625010346411,0.885641135969474,0.5672647136044963
1992-12,0.342408823126852,0.8436051668404052,0.8969578885359774,0.5742859776832152
1993-01,0.4336401054773706,0.8981330709966378,0.9497006629570861,0.5847150193381075
1993-02,0.3902946790671664,0.9110874333913376,0.9653252310176392,0.6032396538645604
1993-03,0.5271824859489656,0.972300922104146,1.0092723048616348,0.5774942810597858
1993-04,0.5496452268763933,1.0003110238937012,1.0284330917410818,0.599957545048168
1993-05,0.5238131076639533,0.9844701790916467,1.021192891742958,0.6007124966783053
1993-06,0.6357721794391336,0.9891505412145416,1.0309159983091136,0.5953711980650558
1993-07,0.54047418931464,0.9543818339368618,1.0259942041025576,0.629223655638491
1993-08,0.47407141662115804,0.9258417024190466,1.0224429911607187,0.6191855221560848
1993-09,0.5298806820788551,0.9491205260042789,1.0638917654883764,0.6383928112362135
1993-10,0.5495885381085891,0.9642265675125512,1.0929600208951384,0.6253980714623937
1993-11,0.5648971257570586,0.9529655768070694,1.0882241885826287,0.6354386625792707
1993-12,0.6492882848740004,0.9724752867321003,1.082637773028558,0.6674224870709419
1994-01,0.7249510941370335,1.0456799010174995,1.1347843813230967,0.6369168277816312
1994-02,0.6776029124162322,1.0482846862926025,1.1325061803972958,0.5900909531086662
1994-03,0.5617929614618938,1.026679216689483,1.1160376634136864,0.6015555922199031
1994-04,0.5695526965479872,1.0065621354571526,1.1318458121236332,0.6138984347724332
1994-05,0.5327490616450226,1.0228075679864705,1.1647206234995757,0.586720314889822
1994-06,0.6079767473337387,1.0599386902352643,1.1835580695917363,0.6177027158921147
1994-07,0.6985336389596468,1.0668317043145092,1.2040050363227923,0.6546547111577453
1994-08,0.6825070497601291,1.0393385212895037,1.1971715216748982,0.627388337127485
1994-09,0.5770603910988429,0.978604280408322,1.1644357768136184,0.6480080653874438
1994-10,0.6028324295442209,1.0256142250903926,1.2024222186757696,0.6077019746030593
1994-11,0.6611704261805984,1.0887256199390412,1.2474195355850974,0.6199261015843998
1994-12,0.5198049398242003,0.9801087042531611,1.1725258206197036,0.643913741859698
1995-01,0.5500243539905649,0.9818586403098074,1.1712428322385244,0.6793524531237949
1995-02,0.4836033689724568,0.9493100315991995,1.150315949499446,0.706314920347906
1995-03,0.46797327618787543,0.9185532021512468,1.128061734724869,0.7338914644357444
1995-04,0.407993544876159,0.9076140576610722,1.1282008874392502,0.769559440920214
1995-05,0.5433325424014586,0.9433248096395903,1.1346463478418851,0.7906148029970294
1995-06,0.5352388911405828,0.9623674623971646,1.1495041679871936,0.8218964349332171
1995-07,0.52561183883168,0.9394019008006693,1.1272350016635377,0.8215761331350093
1995-08,0.5276088314762504,0.9476333007347382,1.1321354026623562,0.8608906204698629
1995-09,0.4570343185212708,0.9151773284401659,1.1171932722461224,0.8558988011310192
1995-10,0.3584646957747677,0.8751761331321368,1.0899717222362681,0.8961276705182025
1995-11,0.39333965991948444,0.8836287374702928,1.100900065470531,0.9134211498850825
1995-12,0.27298955742509734,0.7808648838482125,1.024917611572104,0.9455178385588705
1996-01,0.1916277846763989,0.800982333526938,1.0338651885527401,0.952427654919057
1996-02,0.21839438712396725,0.7645112726207993,1.0161721518952616,0.9603130394589972
1996-03,0.242757828482297,0.7573875169962633,1.0028457823726489,0.9736550856891728
1996-04,0.31175101767401103,0.768731892362502,1.0262327142942729,0.9962512454125688
1996-05,0.42278718045502006,0.8662399147914506,1.100365847252493,0.9985053982610628
1996-06,0.39221769413221336,0.9378593547255073,1.1472497144392277,0.9516778774741009
1996-07,0.3384415770861334,0.9108808200605527,1.13140941236956,0.9703170535580207
1996-08,0.33407474482349153,0.8669813694241159,1.1027780248936405,1.0230732568811955
1996-09,0.36594566813934815,0.8189431714069615,1.072246224870893,1.0488685373903404
1996-10,0.3806095430640829,0.8164928045385026,1.0839979366857622,1.119677502340005
1996-11,0.36791174430507295,0.8652441272619812,1.1295068137738289,1.097937515703599
1996-12,0.45296225366188947,0.9392436691753102,1.1940608820975425,1.1574481632264715
1997-01,0.4777559574963437,0.9557251720533404,1.1997642508455986,1.1633582109936682
1997-02,0.44688538235004416,0.9522622426783064,1.1836893164522233,1.1198095905222674
1997-03,0.49046398278706443,0.9816812883795688,1.2072447870393186,1.176573155592236
1997-04,0.4068773087910667,0.974989735549907,1.1743943876710383,1.233498599143163
1997-05,0.37762720454568083,0.9876991809490873,1.187984912368357,1.2760336537595758
1997-06,0.34009549473571604,1.006750197868673,1.2244611163185402,1.3512554376555574
1997-07,0.19533582584296652,0.9854728228329646,1.1983903434309222,1.2920935301445564
1997-08,0.0867386029094976,0.962519297315975,1.2003492594219431,1.3438825491950013
1997-09,0.012186438178783565,0.8927445484014234,1.1458404927850028,1.3087965076402177
1997-10,0.0753772827719462,0.8773589795103185,1.1056119586349749,1.3524179301281614
1997-11,0.12842584647250344,0.9415185112501542,1.1558516728735018,1.368027101410841
1997-12,-0.2152092844545216,0.7817357244360461,1.0532433867450797,1.378126074314078
1998-01,-0.2202175585240243,0.7776544297267592,1.0614241305297094,1.4462045032614546
1998-02,-0.31302016984085346,0.7398289745741227,1.025426381396684,1.494942932894396
1998-03,-0.3502252223230705,0.7191986429290685,1.0070732820310588,1.5039784585631053
1998-04,-0.5330606573822148,0.6824307367369836,0.992498028088564,1.484972815142496
1998-05,-0.46626978876426306,0.77318417685038,1.071485996482395,1.5236532100309494
1998-06,-0.38287630624980973,0.7717626220159142,1.0691796867378405,1.5119698288883154
1998-07,-0.4189675194301893,0.7420132914159802,1.065417653988688,1.3543837588140213
1998-08,-0.46943863343636955,0.7294884904983681,1.0556388302985902,1.4149100580142087
1998-09,-0.44659902555702663,0.7886518456848539,1.1118953276349617,1.4921434655095323
1998-10,-0.5262943156283596,0.7245732739689098,1.0759334451636016,1.5495875375166839
1998-11,-0.5324284738009923,0.7925891649350051,1.119718049067299,1.6044310652486047
1998-12,-0.8902520190886851,0.6433597836025786,1.0205540828501307,1.6446218965277635
1999-01,-0.8334825453106411,0.6275737513046081,1.018414680035709,1.6118068058623858
1999-02,-0.9387238327188571,0.6200065137970037,1.0132524735489445,1.6498674064295422
1999-03,-0.9453200873733217,0.6767849684672238,1.0626301957789857,1.6871092223783786
1999-04,-0.9325947575674723,0.7058354233840014,1.1072184220685501,1.6618217565246578
1999-05,-0.9392081112281955,0.7014703413940611,1.1098136952102267,1.7148299963163234
1999-06,-0.9849187734878659,0.7604979412827516,1.1593105141837363,1.6822591809630425
1999-07,-0.9262161101897781,0.7483102920912046,1.1527239171033126,1.6759854025852456
1999-08,-0.9204212009930406,0.7433828816647606,1.143167365898835,1.6470181355029112
1999-09,-0.7736293407018273,0.815997682680286,1.2087076295156851,1.707679902249927
1999-10,-0.80087360672889,0.8872894659203917,1.2816950715388444,1.726562375010953
1999-11,-0.7357723400005093,0.9346898447925132,1.346246085311447,1.7827951746650585
1999-12,-0.8848596249266598,0.8573857811275554,1.3041944576790223,1.7305503517122747
2000-01,-1.0654653523920403,0.6656196830515688,1.1257535882089604,1.7102372891018263
2000-02,-1.264891789420071,0.5295620345012024,1.0288843757314674,1.8025611012240497
2000-03,-0.9171827093237925,0.7822436623960667,1.228765463730605,1.7712811239659718
