date,Bottom_stocks
2024-11,"91068,23062,19584,24829,23255,15417,20882,21518,19542,23515,24711,24514,22539,23872,93002,23032,14720,86580,21720,24251,22223,24092,24957,19978,15540,24961,86211,17360,24691,15904,14934,16818,23120,79686,23198,24287,17906,23057,14257,77191,14497,16536,22327,21023,22284,19021,17315,22688,23252,87344,18562,13202,25035,18306,18405,18568,79249,24823,16962,21833,21273,23660,23731,65700,17979,21927,24822,16310,92688,24700,84828,19356,19994,23776,24673,24578,21756,21060,14273"
2024-10,"91068,23062,19584,12350,21518,86211,20290,24278,21720,23032,24092,93002,22539,21023,86580,85526,20638,22669,16877,21910,23198,24700,23629,17898,22772,22327,19542,18915,13202,19356,24691,19021,17360,15540,14257,22662,23792,24938,14497,23857,23120,87344,17315,24937,18568,89394,65700,18306,24823,14273,79249,20796,19331,19549,23252,24577,18215,19935,16818,16111,21309,21927,18303,24251,24172,15833,24822,19004,78875,21060,19196,20294,22546,23670,21931,15904,15272,14826,17109"
2024-09,"91068,19980,21518,23232,24278,23032,22626,19192,93002,16877,21086,14815,86580,21910,12350,20638,21034,21732,22772,22539,13202,14257,91428,18915,20575,20290,22688,20796,24287,23792,85526,19356,22538,23670,20294,22602,15062,21707,22676,23775,20620,79249,75033,16709,18215,24051,18901,19004,22546,19814,24469,20336,21790,21027,24822,21628,21060,16181,18306,24823,19542,22256,23857,17978,65700,89394,24577,21526,19973,24591,23195,24820,17678,13527,90542,19257,19021,16792"
2024-08,"23815,91068,21518,22538,22886,24697,22626,14815,19021,18915,91428,24700,23670,22546,23267,23515,19192,16709,24278,86580,88174,23103,12360,20163,19846,21732,24466,93237,65541,23792,20620,21027,24510,13202,23669,89029,21707,88620,91082,83916,79249,14257,20332,18075,88518,19657,23352,21832,22200,23805,19496,23775,21034,14273,24051,90542,17678,18215,24469,20796,79280,17146,22185,24161,24578,19356,23716,22772,20600,21593,24078,23195,19004,85390,18580,22906,20681"
2024-07,"23815,23227,22540,22886,22626,14815,21288,19021,20332,18915,88174,12360,21732,89244,24511,23670,23792,21832,16998,21086,21527,22772,23805,90971,65541,23352,18372,18215,79841,88518,24278,19657,19460,83916,24250,26201,24510,15489,84184,22562,21276,19140,24466,22089,12350,25452,14467,22602,22906,17146,14791,14273,84176,22888,19919,75033,17984,18845,19149,16964,79280,20600,90170,21309,22185,21912,22186,21589,91826,19629,15664,21947,23617,80054,22238,17263,23101"
2024-06,"21276,24486,24114,25452,21288,19066,20332,23618,22626,14444,23804,22886,22540,23227,22888,23815,26201,23869,22882,15489,22885,12360,24466,16802,84184,14815,21034,21732,15664,13279,90971,16962,23792,89244,22341,23670,21091,65541,92345,90170,20422,24250,21833,14822,24164,85390,24511,17146,91359,92986,18302,23514,19973,79841,22224,13700,22089,24591,24278,17869,24493,21416,88372,55976,23185,83916,20600,20438,16964,21628,16533,22546,24578,20825,47723,23806"
2024-05,"23870,24114,24465,23999,23618,22882,22888,14444,22540,23997,21532,17979,23804,84184,21276,21018,22626,21833,21091,22341,22886,89244,24486,13700,15775,23113,16962,20863,15375,90971,22885,26201,21758,24261,92345,22615,83909,82281,65541,22186,82156,20893,14328,22676,22551,20816,24250,23252,55976,15186,47723,22256,88372,18464,20801,79573,90170,17672,22342,21628,21876,21732,20438,18958,85390,15396,21676,23815,88626,21759,21787,23670,21512,88485,23185,18410"
2024-04,"23870,23113,23997,17979,22888,21276,23618,22882,22186,21971,22540,23866,21273,14523,23804,15775,22886,91664,21876,21114,22256,16778,18558,21091,19483,22615,23999,20609,21833,22341,24250,15904,16962,23815,22332,23252,19460,89244,23872,19653,17250,65541,23670,90971,19682,15396,82281,83909,24261,20816,23939,22258,20893,19584,21536,85272,23021,55976,21325,23725,90081,23783,82156,20644,20863,14822,17869,14610,23515,18461,22551,22908,21959,24259,15540,21787"
2024-03,"21720,22256,19460,21019,23021,21114,21018,22272,21273,24094,21876,21536,23866,21971,22186,15775,14419,20813,24164,91664,20609,23102,15904,19483,20867,22615,22341,23872,21276,19653,22258,24077,90081,16998,23266,17250,24080,19682,22908,21833,15396,21759,93263,15219,22540,23804,17951,88626,19257,13947,21091,23191,20607,77624,14467,21289,19584,20816,85272,17869,23874,23252,14452,18102,23510,22328,16788,14328,14610,20893,21325,23936,18558,22909,90971,19470"
2024-02,"22256,19395,21876,15775,21971,23936,23021,21720,23266,21536,22272,24077,21018,21273,22255,91488,21019,90081,14419,20294,20607,24080,21091,16400,23678,91500,22909,16788,20867,22615,23191,20863,23775,20813,16903,19653,15396,19814,20150,15848,16998,14468,88807,19257,19584,15431,18261,19184,17330,23874,22313,19483,17360,21786,22266,17361,21847,17250,22341,18306,17349,19476,20662,16786,20584,21736,15639,22662,18781,24078,19489,87337,22298,14790,23861"
2024-01,"22256,23936,15775,90081,23021,21876,20607,19395,20640,19584,21536,20294,21971,68145,16377,22245,91500,19184,23273,18306,15833,22909,16188,15065,19476,15431,21019,20816,22615,15639,20884,23678,16903,19653,15396,21908,19483,23664,20297,17250,14467,20867,19352,14452,21875,23951,84757,22185,91571,22266,21736,19956,15272,15789,14239,23198,23244,15961,17115,23669,20181,23415,15219,18775,23623,22602,23510,19644,21779,23874,14791,23252,85744,14647,93263"
2023-12,"15833,23397,21062,20607,23058,21019,23936,21536,23868,22223,68145,21971,21052,23021,16377,16792,21764,19653,22908,91500,14647,21750,90081,15789,21786,93085,13707,22670,21908,22245,17041,23514,16188,17966,17349,21876,19584,20867,17272,18203,91571,19956,21947,23031,21779,16532,14296,84757,16903,14467,15272,18772,19476,19483,17250,15639,19682,19647,82670,75714,18051,14466,20462,19032,19391,19184,21027,22771,19681,91021,23775,23415,21324,15431,17091"
