date,Top_stocks
2024-11,"14444,19649,13700,23185,15489,21025,23258,20552,21263,81761,20442,23041,22200,16393,23669,92986,20620,91428,17871,21799,13707,19803,22260,14540,91742,19657,19965,18302,92230,22667,21562,87589,88810,21913,23673,20638,23178,22885,23235,19076,14991,19331,19944,21847,20449,15846,20285,14158,14591,19142,16533,21712,19192,22768,23128,14056,20841,16670,23415,23102,19980,19352,20623,18894,80924,22323,24469,23857,19935,13279,15364,16681,93012,17907,87043,15510,24098,85293,16964"
2024-10,"23041,23870,15433,14444,17979,19649,22793,22232,23999,21025,20552,23185,23178,81761,23235,24247,23997,22200,20425,16108,21580,19803,92986,91742,23258,15489,16778,18302,92230,13707,23939,19965,17871,16929,21263,22323,23184,19944,15286,15375,92130,23669,20285,22768,25452,23128,16681,14991,21847,18556,19657,20449,19076,14540,90955,88810,87583,92252,24000,20623,13812,15662,91428,22561,24469,18894,23673,18559,14591,19464,15364,22538,93012,92468,14158,21286,20841,13700,91664"
2024-09,"15433,23870,23041,17979,23178,17358,23939,14444,22232,23185,22200,20422,20552,82156,13700,23997,18217,23805,18836,16108,18302,15375,24247,21580,15286,16778,16104,21368,19803,93347,22323,20449,21263,17871,22768,23128,20425,23999,14991,18399,17907,20841,91664,21832,16929,23184,20285,15489,23258,92986,20817,23194,92252,15364,87583,24000,22655,19464,14923,20787,20112,20623,18719,18559,23673,19657,21547,92468,88810,15510,16179,90955,24098,18780,13812,19076,82281,17134"
2024-08,"23870,13700,15433,16108,23185,15375,20422,22255,14444,22232,17358,17979,24247,18458,87583,16778,18217,21580,23178,23191,16104,18302,15286,21368,16400,21263,20425,20787,12497,19803,29744,18836,14991,17871,23731,93347,22323,14419,18151,22768,23128,17907,13279,23194,24162,18558,14923,23999,22561,20841,18780,18399,92468,24114,16929,17913,17120,23184,18840,92688,92986,18830,22655,16788,15902,82156,15510,16802,92252,19464,15489,23939,22342,88810,16099,20846,19956"
2024-07,"16400,15433,16108,23266,22232,88807,17358,18458,19180,23185,24247,23870,15375,23191,18217,18306,16778,86444,14444,87583,12497,16104,23128,17979,21580,82848,18302,20425,15286,91488,10253,21939,29744,21368,17360,18151,93347,93237,18840,16929,23184,20787,23226,18261,23731,18399,18836,92468,14790,24162,17913,22655,22561,18558,24114,23194,17134,92688,92252,16802,19464,16788,18780,21539,20846,14419,19956,15287,14923,18894,20294,23997,15848,18830,23257,13812,13700"
2024-06,"15833,22781,22602,15433,16400,17358,18306,12350,17979,23266,19180,20655,18458,86444,23191,20310,17967,18217,16778,24247,21939,92102,18151,20425,82848,21736,22232,16104,88807,21580,12497,15286,16108,21368,87583,18840,23057,23731,29744,10253,18836,93347,14790,14923,91366,93237,23109,14419,14535,19956,17913,92252,16377,16929,92688,17360,23939,92468,18558,18399,13812,17854,23226,21520,77202,16099,16788,15902,21705,20462,84757,23194,17134,20975,89029,16255"
2024-05,"19008,15833,19986,15542,16400,19180,18458,18306,21062,20310,86444,22602,23191,17967,20655,21368,92102,18840,93237,91488,18217,17141,21939,16104,20294,12350,91366,82848,29744,17358,14790,23731,12527,93347,16377,12497,14535,24095,17360,14923,18558,76711,10253,23119,23057,20462,16099,17913,22259,89029,21539,84757,20572,23431,18399,18780,77624,17366,18151,92688,15902,23514,16255,24100,21736,90288,22781,21547,20334,17854,15303,77202,16181,23266,19077,23194"
2024-04,"19008,22602,18458,21757,16400,91184,15542,15833,18306,92102,21975,19180,20332,20655,19986,16377,20310,19179,14879,86444,17967,22610,29744,21939,14536,18840,18372,91488,82848,12350,52231,93237,12497,21336,21416,23191,16894,23266,17141,13883,16255,76711,17326,81165,20572,20334,23431,17360,21526,20462,10253,23119,16541,19985,17913,91366,23514,16181,20636,19499,22772,22781,89029,19395,85377,16376,90483,14535,19077,15491,20419,15854,21720,88807,90098,13159"
2024-03,"19008,15833,16005,14535,93237,22602,22911,20310,19986,20332,21757,92102,20655,17892,22603,19179,91184,17967,19487,23815,18405,88471,21975,90298,88511,89029,18372,16377,18413,15542,20334,22610,16594,14879,12350,20163,86444,52231,23267,21336,82848,23431,21939,21416,76711,81165,23119,16894,10253,19180,15058,19077,16541,20825,20584,20462,19140,20576,12017,19985,91366,16181,16376,16255,13455,13883,15787,90483,15491,85377,15172,23103,19395,13159,19832,17366"
2024-02,"12350,19846,19008,91184,22602,15833,20332,14879,17690,16005,22347,21288,14535,19314,19986,92102,90298,18405,20310,88471,18372,20334,23815,15542,19460,88511,21975,21757,22538,20655,19140,52231,17901,21416,17892,16594,14424,91822,17967,22610,16181,19179,19077,19487,22603,20825,16894,81165,21336,23431,23119,20462,15058,15787,17141,21577,16377,90483,14556,16541,16255,76711,16765,23103,23514,16376,91366,12017,15491,20419,17951,20801,85377,15854,18129"
