date,Top_stocks
2024-11,"18568,23120,19584,23062,22662,21551,22298,25452,16164,14720,20331,24691,15904,17109,23056,18253,23012,19073,24092,20412,23430,86581,23329,93434,23198,21091,23795,83391,17889,24172,20848,87344,14925,19549,24656,21720,22669,19233,22629,17360,20180,23784,23423,17821,93083,23814,89889,23509,22667,23873,23068,16788,15417,19814,21927,19142,23613,17262,18648,16400,50286,25626,12680,24162,23628,88195,17141,25633,20721,20297,25028,19956,14935,17948,86233,24595,79573,14937,24078,17140,25345,18940,19862,24876,15378,19128,24673,16962,19008,21754,24094,15960,15857,22626,20325,20462,18830,22258,23777,21543,78002,85757,25333,19232,12877,16250,17877,15775,25050,22220,19644,16781,23858,25353,23663,25415,21787,24422,19556,22797,84176,93012,21527,14548,24829,23658,90542,21325,21676,24270,18203,16542,19778,86211,17266,13279,16472,79618,12579,19563,18997,23010,16655,89941,19196,91348,18257,21722,15382,79280,21847,16894,21586,20796,23801,77202,15533,12009,22297,87759,19803,79702,20285,21552,78875,15015,91103,17980,19489,15833,23678,23670,20867,25051,17871,19995,17315,20615,21957,23297,24566,25035,24875,86115,19593,22537,90672,17893,24827,92686,24051,10044,13159,36768,79791,91575,14172,11267,14591,25041,64785,24466,65752,15653,21947,18134,20894,92528,13350,89453,22772,24655,17672,24697,24095,10779,21358,20564,24972,21889,92782,63773,88159,91689,12360,20637,25034,20295,29744,93237,92131,24931,19197,17978,24100,20791,14531,13202,14711,19485,25635,14579,91379,84072,20652,51423,16938,16793,14440,24693,14469,91428,23372,92213,93371,23669,79864,17913,19680,15293,18898,16140,19544,13954,83520,16824,14545,18994,15662,24291,87043,81133,24815,19894,12447,88648,88988,16247,21123,14158,25039,90483,16108,25406,19893,22620,16818,19071,91832,17688,91522,23319,75033,83969,92181,20196,22345,10890,19986,23352,18832,15264,90175,21761,12400,22776,19569,21542,92520,14823,18554,15286,84275,19500,23381,22799,20241,20576,89169,21060,21090,19134,92536,16458,16431,21837,23147,89728,79499,13046,21540,25237,91910,46923,91076,24953,25361,92294,22557,18054,21020,18467,20333,75154,21758,87404,24967,88779,21563,12905,15909,79039,17368,18322,80635,89244,21589,92052,17816,90856,19192,78236,80774,39731,19565,91659,24941,19201,25042,16684,21724,15167,15694,21609,16819,22618,87439,15294,82511,19358,20598,19331,21518,18063,17696,22184,19463,20648,13411,87589,15856,17691,25430,17150,23187,17957,12527,18904,15776"
2024-10,"20638,20290,22767,16393,21799,20442,19331,22667,21712,23857,19935,21913,87589,21562,22260,19980,14056,12350,22523,16670,15846,19352,85293,16877,13455,23058,13700,80924,93274,17301,18678,20655,23415,17905,23033,18363,19569,92686,24466,17109,19142,85390,23873,89986,21732,19113,21263,84607,12579,14540,25349,20620,17672,21757,24700,91283,24247,23669,23431,18396,18855,19257,14676,19470,17967,15396,23784,83303,16524,19849,21309,23258,21379,20796,17346,19533,18955,22313,24102,14239,17871,15636,17150,15365,19489,25039,20178,23871,14708,17678,23814,91673,21336,90672,26201,22185,19615,20337,89449,18466,21910,21289,21787,22221,14655,23187,14440,20891,12339,12699,18467,21272,22626,23178,15127,15857,22583,23185,20341,25051,20791,90476,19195,19644,19484,90679,23195,22909,20325,20894,47723,16776,17979,20410,21308,17972,93380,91672,92897,92230,21525,15295,85744,23306,86233,21876,19794,23226,21027,93347,80307,18468,83969,24717,19433,89952,16650,15833,22327,15186,60599,16181,12209,14616,90568,19001,18897,16829,18644,24954,25327,92469,16753,18096,23678,16343,17362,14661,19956,23127,78664,91607,21614,63715,20439,19999,20567,22623,14983,19982,13687,19564,20661,90125,16111,76711,20436,91659,27909,21577,18185,18257,31691,91103,18660,93371,15279,17978,14826,89353,90505,14609,92486,19778,16182,22953,91689,19232,17889,80089,18215,21062,90706,23792,21909,19349,15585,19779,10550,64785,86211,24085,42286,20876,76052,25060,19463,14468,23395,21331,19400,14145,89927,90313,89453,15896,18994,18580,16090,47619,68145,18292,13315,14944,24100,28804,12078,12397,16594,24098,18938,24084,22629,21867,21676,89533,14953,10158,15943,90857,91488,12360,19197,89447,14988,91269,22088,89800,18047,17250,21297,22776,91457,17891,20455,25229,13181,86812,20294,12076,24824,42922,23613,79866,14545,18206,17832,20600,93306,93436,77300,18898,22186,79039,18129,24875,24656,22758,76927,19995,24655,17133,15848,17033,16938,22178,81010,89889,77090,22348,15305,10104,86489,88810,12751,14608,81278,22615,83885,87337,16347,21747,21023,21323,20658,19894,23147,17987,17812,23856,16792,13202,19946,24697,19574,91926,20138,65700,21748,15784,17877,81761,20552,17125,25359,20916,21939,17366,16541,12680,18784,75649,20581,23978,92294,23725,22301,90971,14618,18845,19081,21357,21278,15375,19491,23316,19788,24172,16120,92596,22558,18306,22302,18901,20573,15960,86799,22174,90783,23071,17799,24825,23428,21360,23509"
2024-09,"23235,19192,91428,21025,92130,19944,22538,13707,24469,19965,81761,18556,20620,23669,19649,16681,23102,92230,14540,14158,22793,24079,91742,22801,21847,23775,87043,12877,19814,18419,23127,25215,23272,18855,15664,24051,19142,23041,23998,68145,20801,19832,22561,75033,93126,90672,12680,15379,23231,85377,25360,18806,23415,19808,15960,10779,14467,18395,20902,92986,89597,60599,23195,20628,18783,22238,92688,25349,13796,85744,18131,24100,20339,12209,21090,21261,14797,25353,22295,49138,88807,18963,89110,20196,22174,16920,10966,17141,14239,23789,84184,13976,17809,21684,14647,77202,17967,24824,17678,81278,20138,15203,20308,20581,86536,21372,91366,19271,22348,21019,21823,15056,14715,19076,19197,19017,19128,25333,26825,45225,21787,50948,22341,65752,22688,25142,15452,20776,21543,93371,22565,12579,19982,16542,23941,88518,88863,24931,91076,21576,12699,21593,21026,82747,15222,19179,21120,81893,14459,21609,93132,21027,14263,21586,21357,17301,20617,18940,18317,23188,82272,77447,22602,88471,21975,88462,25028,21559,18830,78749,86489,18075,21278,17345,22659,17317,18257,89169,17799,88810,15846,21898,75754,89824,13105,14436,19494,91522,22620,30509,25261,21663,22266,83969,14818,79841,21118,16304,12886,22313,21892,24063,16066,23063,21834,23372,92380,19257,87404,21595,21614,20082,21272,92221,22503,19555,21349,21762,90371,18832,23731,23187,88673,77900,87053,91734,72119,15489,24069,24693,88779,41241,18064,13376,89031,90856,21379,77702,78044,16684,21838,21096,18047,85768,15694,15358,23258,16820,22422,76360,19404,17978,20894,21891,19849,19813,24171,25359,14682,46578,89630,18305,93067,25035,22182,20178,93065,18726,20318,89572,25345,80306,50876,19948,23320,15662,82670,79362,14145,24816,22085,14611,15295,23876,89941,24971,88507,18062,91814,18725,23873,17971,25141,18363,82567,81134,82702,18727,78629,17955,19962,13410,19180,15294,16712,16675,20332,19628,14325,24818,47619,25228,91606,22906,25242,93237,22399,92797,11995,22583,83520,19788,15643,24819,22259,13739,23226,20916,17869,16967,21331,53074,85449,20764,18133,85903,81282,16932,16921,13812,87656,16309,22169,20189,23877,85459,10890,22323,18961,21533,22899,91915,87006,85914,15145,13628,20285,14924,79668,21563,21571,18824,24290,90436,18483,15534,24102,19973,25027,16007,10550,21527,82599,84833,18886,16968,22291,14045,19566,15936,18128,15315,19893,22268,18913,14812,81736,24000,89857,18898"
2024-08,"22200,20552,23805,19657,21832,20623,23041,20285,14591,18559,23267,21513,25034,24000,23258,21286,16532,24098,20817,14300,24114,91488,21309,23939,23673,14468,19999,23715,18670,19483,16524,24094,18783,21758,60599,82156,21586,91664,24721,16998,17358,48072,14239,24510,17146,88174,23426,20636,18075,18259,20137,20609,23178,91571,20449,22906,88462,19076,22185,21090,91742,23231,14466,15127,23716,15433,85272,15364,19681,22546,15489,18413,14060,18845,16533,14245,21837,18955,19149,15776,84348,19353,17271,17688,16684,88284,24465,18427,19585,18836,16750,90885,21026,20662,12360,27167,15305,16594,18838,20058,62228,18302,16536,19944,21971,92475,16765,20882,65285,15643,17955,20437,14467,20112,13751,21578,82621,12266,24488,22586,19953,29102,23510,68145,21331,18425,21547,21532,21589,88518,14424,21604,16929,17817,18098,23037,77496,21707,71985,15960,24795,21722,23997,21763,78002,17222,19986,24815,14268,18048,16562,85177,22557,22909,21970,19849,89965,20430,91822,19008,21770,81184,25304,18855,79909,15361,22323,21695,19838,23874,20059,20600,19196,83916,87394,18128,16829,14531,16709,17106,21949,22184,19228,19500,17870,17678,21686,60986,89941,88173,16066,22186,15506,19928,21599,79841,20618,18151,19485,21069,16922,15789,12751,18806,23854,93085,10200,15639,87404,17890,18106,15857,15294,18895,43350,18376,20280,18553,89215,53074,86444,83651,89167,85738,15279,85401,14479,15287,19599,21336,88240,18364,19533,24275,19544,19176,80343,18514,20617,15429,25028,90715,24271,79499,88742,83382,19489,14544,77090,92665,19559,17368,10501,10517,24459,20681,21781,13877,14705,90179,16784,90496,14708,90971,78081,17133,76750,24829,23054,14615,88897,89952,60038,14797,88810,80791,13508,14317,18913,14608,21077,84413,15416,14716,18395,91689,16437,63715,92775,13559,21746,13704,92089,21118,21907,20318,77661,24808,15795,89935,13046,19969,52250,19478,17812,18644,22182,86827,12308,76128,16805,15378,17126,58975,19316,88970,13321,24658,14133,92528,20805,20647,21593,12577,22615,22369,88626,19821,13278,22342,91604,59627,18137,18579,19018,23057,19501,16788,20567,20295,80635,91463,18769,43553,72338,86048,15850,25052,82745,23064,22879,75342,80415,19956,16497,22174,17880,89297,23372,12380,22592,17272,75104,76573,81621,18953,83969,21703,61508,12981,19555,21416,18108,21294,92986,14136,22178,87251,17893,10032,15397,22266,18311,23184,21350,17696,21922"
2024-07,"23227,20422,22255,21263,20841,13279,19803,17907,14991,15489,17871,23178,22768,16964,37381,21114,93012,15510,88810,90955,16533,15914,13700,16998,18719,22323,25452,15662,24291,76711,23101,90223,15177,20449,91664,16680,25051,52231,23423,22634,19778,87759,23939,21572,24484,24162,24698,92475,16975,23108,23257,20825,20147,21288,20884,17120,16120,19832,90679,22888,21527,24655,21685,23617,17974,19249,17038,23856,90178,22289,23784,18670,14424,23870,19850,17141,86098,22238,19947,21023,19488,19576,19985,22771,24825,23514,20609,84607,20452,22316,22296,18255,21416,16633,83651,18846,24941,23737,89986,16472,19076,21110,18051,20399,20238,13867,16940,18322,24252,22615,21847,21829,19140,20325,19956,21269,23789,19628,19566,20801,17979,22782,25037,78002,22804,16655,18727,17354,23433,20311,93340,16255,11752,76661,15902,88417,80534,16711,22689,89728,14923,91915,17125,14822,21415,80233,75510,13278,93083,23447,14045,18772,85686,10645,11275,90483,75154,19813,15396,85757,78985,16263,24101,14951,22265,86047,40125,85631,14490,22620,15351,18909,88427,23717,21724,18726,91163,16386,77175,88351,26201,17115,85002,22565,80341,17343,13181,22399,18482,93002,93085,22291,86822,10066,10104,16020,14823,79089,15707,12615,23252,16684,17892,13447,77610,91571,15541,15525,83756,14797,14928,89618,19232,17701,23032,21577,15535,14545,16820,24486,22772,75976,89169,15664,14044,16773,91832,20652,18459,22078,88683,90436,21947,60628,34666,85035,13798,24876,18845,14714,18911,15226,24102,18214,19636,79499,20576,90266,14469,18054,59627,23260,15056,15490,24584,18089,21890,22089,19788,19656,60580,19831,20998,13796,16458,22909,76868,87053,90885,21301,19231,24511,17876,16699,21331,89506,87006,15627,19071,92466,21747,92808,16465,19064,12009,84176,11533,12017,11499,90783,79322,17000,85442,16247,22418,21613,45911,24657,14328,21742,21090,13511,25017,15582,81116,23723,80274,16928,21519,22784,15440,72304,21309,21713,84167,14452,21737,48486,12146,11292,21596,19489,78975,14932,80179,92050,22081,22239,19018,21358,86128,24953,39731,13260,86408,17887,93289,79841,23860,20632,15546,80069,16781,21105,21547,17341,19541,91463,17797,17361,14406,14072,82932,15909,16318,17327,18576,92688,88181,20188,85992,20289,17034,88467,22079,21834,12927,21061,88673,20660,17980,18356,18808,12890,20295,90285,20058,14882,20647,90455,90126,77447,15358,14472,82924,20101"
2024-06,"14444,24114,23185,92345,16802,18302,22885,15375,22342,92986,23128,13700,22655,18894,21841,19464,15364,19648,20787,85539,88240,20455,21308,22561,19076,82779,20419,25452,91571,21760,24069,23184,23257,16310,20341,24162,88807,21034,22232,14818,22224,88351,15489,19849,79499,89301,14661,48072,20422,14133,90170,14715,24164,20137,16281,92917,24247,15789,22316,17141,88626,13796,85390,24102,47723,10158,14543,16188,20410,13279,20452,22899,20581,21536,24868,14797,20147,83651,85889,12880,91359,23216,24698,21922,23509,14239,24270,90976,11636,21787,24100,23806,22221,16108,19636,24937,16066,80306,89986,22348,19560,14490,77175,18938,19541,19623,79089,91611,18098,14618,14879,20661,75320,90682,24961,15793,21379,13918,92467,14682,78908,91689,21905,19680,92131,18135,20325,20169,14545,25011,15382,91269,20438,22262,18399,19592,17043,18468,14328,17134,21788,21285,19653,22174,88742,17949,15056,88937,22620,19575,19937,92521,17351,87337,16145,91366,86211,14668,76224,16465,83976,13844,22539,18727,19847,59010,16697,22088,18963,15643,19778,19333,22934,14580,24296,14325,18844,63546,15960,12527,83303,21676,86098,91665,22747,21722,93427,22281,24090,21876,21074,20902,12982,87394,18261,17360,13108,22268,19081,16781,24078,23860,15664,13743,10463,17120,20399,89169,14326,89965,90950,22092,16611,14336,19135,84184,89898,13543,22804,24604,84275,22566,21416,18062,23999,14440,18214,20816,93340,83969,19358,14092,81784,79686,12751,12391,24508,68145,14182,92621,65008,13046,15456,19812,23117,85570,50550,18051,18785,22565,26201,24288,17905,21683,23064,22598,21349,21288,13508,23297,25040,23432,20173,45225,18769,16992,91453,20193,15132,19566,16626,79066,23381,17252,15902,22244,14060,21836,18827,19832,27828,16680,19313,76708,91822,19894,75603,87583,24930,90125,20618,21609,89449,18312,24700,86115,21573,19928,23681,15914,17908,20776,93272,91163,23941,21542,12008,16753,83382,18054,17854,16603,21949,21628,17200,20754,22256,21351,84621,77090,92380,24017,58836,24463,15087,18664,24459,24441,63773,10547,86051,91021,92808,86580,17367,24643,42286,21723,17891,13634,80791,92893,20884,19880,22321,24466,91733,25028,91560,88427,19002,80050,21705,89692,16347,19825,47861,14877,20437,90433,92428,63715,88411,15072,21890,20663,81184,16560,22298,21276,21599,15857,14812,21892,20617,17039,56223,22897,20297,91090,21519,20647"
2024-05,"17979,23870,15433,23997,23999,16778,16108,20425,22232,21580,87583,24247,23109,16929,92252,82156,15286,21520,16179,13812,23226,20846,22781,92486,92468,82281,18830,17134,23184,21705,16536,21842,15375,21787,24287,18151,20112,21756,20601,22882,22909,85293,22596,76461,19128,19956,21823,83303,68145,21833,22551,90081,15540,19494,22561,15631,17358,24660,19808,20420,19811,80539,18098,24584,24251,13321,21736,17373,23613,19542,20637,21563,13976,21228,17366,15533,13324,21975,22804,90476,88807,23789,22888,23128,16894,88511,22323,18054,23783,22220,77202,19833,20607,50948,14268,16524,14676,20801,18206,24102,81165,22634,23216,78213,23884,15848,77488,20617,16595,20410,14546,14532,18958,20593,18836,14618,14603,52396,14419,24824,21763,22540,17951,14308,79322,88485,23510,23998,20682,20137,21536,18058,14544,23618,22899,23119,17672,87321,89857,24175,16182,93371,20566,21578,18416,20455,18902,92594,18036,92475,22193,81734,42358,12982,23306,90605,24701,20567,91379,92619,13751,12350,83148,22341,23267,15172,14647,22424,15943,12332,83909,72304,20618,24441,17332,92589,90400,19257,22186,64785,10463,83756,23316,18405,21744,18466,12209,23172,14608,15542,83577,14663,21360,90875,23428,24657,20975,22311,92596,17906,22799,88411,23187,78236,17879,14179,19994,21758,21116,80274,43123,81184,16542,24263,11368,70704,21863,92181,20287,13547,14937,21069,23784,91627,23629,91186,19201,23057,91901,54594,23415,13376,78985,23224,16819,19541,50550,14668,82743,17362,59045,17970,66852,92536,79066,24875,19928,22610,16310,23257,19894,16473,19862,92775,19653,63546,18831,12266,23666,17987,12500,89546,18129,12447,21207,77570,89597,90715,21349,53110,15365,15293,21525,21923,20451,17346,77900,21552,78915,83244,17316,16653,17799,19135,84661,21379,22995,92469,24069,91453,23110,13303,79363,24182,19071,14953,19433,87198,18936,14879,20658,15896,21273,88490,91617,23273,80912,22558,91112,84411,93289,76261,14044,85768,21836,24101,79362,17120,21959,19534,17351,15840,90796,10890,81677,84601,13967,85419,24485,14132,12751,83799,85040,79039,15969,82587,19938,24961,20882,24673,92380,89927,14778,15186,21595,17942,19176,19912,87356,82800,20187,92773,14877,16471,16188,18267,20325,88467,88462,22801,83987,91689,12699,23037,89169,83445,57007,29058,19576,76052,84566,91068,17880,76185,32678,14551,16680,23801,52978,21019,72119,11644,17131"
2024-04,"14610,18217,18558,21368,16104,93347,17358,77624,20644,23731,22638,16099,14923,18836,18399,14790,23194,21114,21547,15902,20609,18780,21062,18303,14936,23113,15833,23423,21273,20112,17120,12527,90917,13411,19778,16626,23057,15848,92688,85419,77202,16712,18405,19197,18784,22272,16007,22763,87439,23515,22268,24827,13652,23866,24064,19134,19862,21289,90400,20567,24829,19008,16376,13693,22186,14435,19479,24100,15132,22221,17315,18785,23191,20295,20325,86536,87016,23216,84321,86211,17309,24162,83756,24578,18416,21077,85401,21685,19831,91689,14535,85377,24576,19476,92686,13328,70704,17898,86444,78841,23108,20169,76963,22220,21736,16787,14611,22258,23783,85176,16594,21927,22281,75649,20138,21360,18902,84737,24009,22329,19025,20776,91664,92536,85903,23510,83244,85526,21228,19928,21123,18840,24441,59010,20662,85205,22888,20617,88208,13303,84411,90976,17105,22908,17977,19894,19592,15383,12209,23068,77393,17271,20975,18365,14682,24017,19149,87759,77570,18151,87471,15268,19488,16247,21935,91625,16923,17091,74740,16005,19180,16920,24657,17266,12982,21285,15065,23725,23224,90433,14137,92467,18098,50286,88392,31480,17867,14545,92427,20399,92428,32651,12615,89648,92893,23877,83011,19179,16963,16776,15542,79237,19137,15398,68830,92619,90118,20181,14325,16737,10463,15072,23147,22323,89611,18036,82800,80539,17134,22565,50606,21764,12751,12447,21118,19986,23252,20892,39731,14316,53613,15286,24655,17832,20154,15305,89960,17971,21788,50948,19162,23129,19541,20287,19196,24673,18664,16818,19544,76672,24175,12641,15857,24099,17949,21518,89630,16611,17690,24182,50550,15904,11368,20280,19560,16400,92181,16660,15287,13687,19187,91822,17976,89606,89540,22399,23439,13545,91594,45225,89217,22169,41188,17316,88284,19565,22537,89692,90783,14548,19850,13763,92426,90483,90371,18465,90672,22598,23320,81774,17816,16347,24251,78223,18425,83822,21281,15293,16710,21029,24704,90682,10779,18402,19880,20630,21723,13730,91403,15056,20578,18832,23426,16458,24422,77182,72304,13324,13796,20318,21601,14826,14663,22422,89698,30796,18452,22259,22207,21971,18013,81734,13825,84072,22747,17879,11803,19556,14459,14884,17892,18898,23187,14655,80050,88203,89965,24688,91733,15658,11144,17987,93266,85269,70033,16524,18267,90664,22039,91215,65365,71985,12577,85168,19559,17323,23266,47571,17227,92095,21542,88863,82567"
2024-03,"18458,21720,23266,23191,14419,17360,16400,29744,20572,16788,14536,12497,91488,17913,19257,18840,18151,17326,16877,21563,23054,23717,15062,21019,19862,18306,78002,21526,92688,22256,15303,18195,22272,21288,19401,23320,20607,23731,19962,21540,20437,19249,24278,18644,85526,88208,24287,21628,19956,24485,91901,15542,19847,19187,21053,14823,20801,15222,19647,77202,86211,20336,20294,24252,20842,14711,22772,91571,23998,24288,23267,14611,14790,24566,22602,20468,15639,19180,21788,17045,17951,15015,20311,19953,16739,16255,93345,16655,19184,15132,19251,86051,91277,24080,15631,21759,16792,24486,21272,87656,23117,21836,23316,18377,22229,90976,21309,19564,24162,17141,21935,23372,21086,86536,86444,18997,17879,93263,15361,91907,20292,19228,86489,15779,23863,18785,22193,19017,21351,22313,20892,21539,14497,17372,24591,92594,21589,21061,17327,19566,15219,63715,14313,16773,19788,19024,23509,19391,14276,14316,18054,92427,57154,17955,18780,14715,22536,89394,23615,18725,18938,21723,80812,24489,21358,20975,12078,22786,22316,20169,18203,88260,19488,21060,24092,20193,21970,16377,20333,17106,21077,23306,19489,22669,21931,91184,22520,77515,17978,14813,19969,21780,20894,17813,21975,82649,18647,16928,15937,21705,20898,90907,14044,21261,21599,20891,18255,20287,20135,19196,90325,76927,14467,20761,18664,17684,19534,22583,15658,21779,18838,20632,16992,19195,20280,21838,23730,21114,90175,15533,19831,15167,85059,19995,14632,21348,24087,18137,18098,93085,88807,16712,12339,19506,20884,22096,22623,92091,20315,17966,19656,12017,19680,82694,17358,24584,22295,20657,23415,20637,24095,24101,10258,15305,16260,17271,13947,21757,21588,16463,23432,16062,14580,16626,21695,13108,22598,41292,23853,13455,16064,20318,19982,13750,18465,87508,85768,19544,20902,19176,93337,21786,21096,16383,19499,21614,90288,19476,83779,15642,20059,88173,18142,23510,15226,17885,24258,21122,22347,24465,60599,88779,22199,17313,21834,13621,17672,20682,21018,23737,21778,19533,20337,22799,15729,85419,18897,15067,87364,19135,15534,19681,15172,20137,17693,12573,16318,18133,20999,17266,21604,90913,17892,19585,82848,21903,88810,54704,19679,16649,17133,55993,92213,22287,21896,85072,21342,21707,14953,22503,86580,16990,79007,58771,79839,24290,22266,83844,21577,21278,22422,90926,14618,23032,23381,22689,24698,19472,83148,78213,18994,21721"
2024-02,"93237,20584,89029,21939,20163,10253,21736,19180,19395,82848,86444,88807,22911,18261,19832,20576,18306,20294,19985,23257,20593,21539,15287,16400,17905,19980,23267,23057,19833,23678,91488,20297,21342,21748,85757,17113,21927,15065,22229,20975,57913,19986,20564,24162,19391,18133,91907,24100,24653,23516,17892,21863,19184,21578,24078,24488,23244,19179,18901,24287,15416,19947,19487,23664,14245,18483,18365,20791,19825,15848,22583,17272,24577,14535,19969,20655,23198,18840,23936,21029,20410,36768,22298,19849,19232,23716,22536,17964,14257,20420,22313,23117,20863,18054,16776,21836,13202,22909,21081,11636,10966,12573,16310,14862,17345,14690,17879,15847,19956,14545,14790,19349,86098,74740,16049,31668,18309,15896,16145,50286,78002,14822,23172,17967,19499,23509,19176,19939,16792,15015,22255,14531,19488,88260,20468,19995,63715,13278,18413,19994,88620,23623,18203,85397,23188,21828,21542,19812,16773,79122,21779,16062,15303,23717,13798,14459,19843,18898,13825,19559,21761,21853,21560,19826,19821,22311,19585,15285,16981,23216,91895,13828,20238,24508,91734,21336,21285,79499,23424,21791,91522,14711,23193,17877,14431,23730,22916,18667,17330,18955,15410,21516,16377,85285,81784,15508,14546,86979,21109,92518,19147,19993,21027,89889,20469,86580,93264,15863,21838,85002,24072,24464,23734,18255,10550,22194,87404,20336,84419,18656,13712,18322,88173,19022,76711,88507,23316,21750,12380,21790,15361,18961,92102,14258,84511,91366,17317,81740,16005,20147,22245,16709,85377,21060,10890,24064,76686,82526,92747,19353,92294,22636,20437,22899,20288,21628,19813,75104,20637,20796,21691,14828,17955,90950,16524,78629,17157,18648,16454,12082,16304,18224,84519,31691,14092,21975,86115,23636,15636,17987,88284,17898,21763,24068,24584,27167,80577,21787,13976,20137,22747,21261,17980,23970,16247,90542,18047,79108,24263,20754,93299,89216,15351,85567,93004,23789,19333,18356,75652,89393,23801,54704,81182,24484,24016,83976,21124,90325,20566,90679,21552,80343,90228,88411,15058,89169,34367,81472,13730,22286,91021,15056,91463,13511,15305,86728,12497,17221,17782,92467,18726,51530,21572,18837,14803,79903,90999,19476,88526,19628,61241,19484,15960,22784,19313,89916,90943,20318,21559,81540,23021,15378,15831,14353,18580,91928,22084,21762,16739,89973,79686,90400,22193,85992,12622,22221,20636,90866,65875"
