date,Bottom_stocks
2024-11,"91907,48486,93126,14166,25627,23415,24816,19994,25346,23178,93274,15664,25053,18261,18840,20655,23255,21326,24961,14540,24098,20638,23184,23128,19080,23872,16524,19838,18562,16310,19257,23869,18556,21863,25422,19965,16594,13278,12226"
2024-10,"79686,25452,77191,24653,20180,92130,14720,92688,23660,15287,25433,19681,84828,18838,83391,19814,16818,89824,16962,25393,23235,85757,15904,19832,25360,17360,23057,23056,23120,18413,79702,78002,76963,20308,19649,18836,15662,21683,23731"
2024-09,"21288,86211,23629,21023,12350,13700,22327,82281,15540,16111,14497,24700,17906,23178,23939,18465,22886,24584,20290,17315,23997,19542,21086,25034,25350,24673,13279,23266,92102,18054,78875,19331,84176,20422,22546,19928,20553,25059,17979"
2024-08,"93002,23032,16680,65700,22539,23252,13700,21910,15375,19846,87583,22676,25051,17120,22255,18306,24469,83011,13279,20180,24079,24162,90976,20422,22561,90664,18054,80274,21034,16108,18901,18726,20801,25215,19192,25066,23257,24937"
2024-07,"91068,21518,86580,79249,23267,16709,19356,23052,21532,22899,24700,24691,24938,21027,24270,24251,88240,22546,23226,88391,16536,21060,23426,22256,20796,19496,84769,22539,90170,15272,20567,19994,21351,12350,24114,21908,24829,25028"
2024-06,"25026,24287,21736,14257,84607,23109,16998,17979,18915,23939,13202,21086,25037,18845,18215,21527,23423,19140,85526,13976,23515,20566,24510,91664,19021,24251,21081,15279,24566,21019,23101,22882,21016,21273,21105,17898,15172,16894"
2024-05,"14815,24278,17146,21086,21034,23792,22772,85526,22272,12527,12360,14826,23806,19628,21589,20600,19149,15065,22911,23670,21732,10443,21790,24164,14823,20332,19022,20609,16594,24937,20884,14245,24259,18664,26201,15219,15645,18303"
2024-04,"22626,21628,23999,22602,20336,21720,88485,24477,19257,15062,23737,22603,21732,91359,20572,19395,22546,77037,22344,26201,23997,20801,16377,17979,23103,24825,24824,24287,17326,53197,24080,21034,21336,89244,83916,14879,85390,15784"
2024-03,"23815,23113,24697,22886,22911,18464,65541,22332,89029,24711,14822,19021,93237,55976,24517,24466,20163,22538,23257,22540,24700,83909,23515,79702,24578,14239,84176,18558,17984,21062,15787,23255,23858,88518,19833,18309,24653,21593"
2024-02,"21288,23866,22540,22801,90971,24511,23872,22538,24673,90170,21276,89244,23108,23853,24477,22089,83840,17948,20893,22669,19076,91184,21837,18372,12350,83272,19962,16793,17978,23514,15833,20567,23804,21912,14435,21325,21889"
