date,Top_average
2024-11,-0.16035217489688053
2024-10,-0.031866269017697124
2024-09,-0.07145603251375957
2024-08,0.0019180497908021384
2024-07,-0.07424555737395047
2024-06,-0.009533333316558838
2024-05,-0.09022487035950835
2024-04,-0.0789703383227109
2024-03,-0.10643610972741643
2024-02,-0.02196752848447161
2024-01,0.06451653854682596
2023-12,-0.07929066572601445
2023-11,0.1021124144683749
2023-10,-0.015596247828609109
2023-09,-0.190589937665108
2023-08,-0.08924937633501001
2023-07,-0.13490484202595987
2023-06,-0.04112801545254485
2023-05,-0.05726716368618607
2023-04,-0.041923598564635
2023-03,-0.0825608431478028
2023-02,-0.16591605119692068
2023-01,-0.13294378234873097
2022-12,0.04769004058611242
2022-11,-0.08666235016187958
2022-10,-0.027893354503529453
2022-09,0.07212580903014086
2022-08,-0.1451495253061296
2022-07,0.03641512397845728
2022-06,0.08259243427633396
2022-05,-0.23866901119796374
2022-04,0.02916409472717343
2022-03,-0.07654715734108183
2022-02,0.03621154962210771
2022-01,0.020782998365623747
2021-12,-0.16508188677915223
2021-11,-0.11593304072641163
2021-10,-0.13309076314172935
2021-09,-0.03269816142653323
2021-08,-0.027343282312298624
2021-07,0.046872702337796564
2021-06,-0.13185793207914992
2021-05,0.04997917031252309
2021-04,-0.06311915010533961
2021-03,-0.06446710525652041
2021-02,-0.05644000069041353
2021-01,-0.01690648397824219
2020-12,0.1586680835656416
2020-11,0.01940850219752604
2020-10,0.2523286258569668
2020-09,-0.07878937421696346
2020-08,-0.028338559280291855
2020-07,-0.1569711102140506
2020-06,0.08173813697079577
2020-05,0.06596273063494114
2020-04,0.1244240874196193
2020-03,0.18804952687310267
2020-02,-0.335326754518276
2020-01,-0.17882236854417066
2019-12,-0.018574326915473616
2019-11,0.02222823788746756
2019-10,-0.08170136184614143
2019-09,-0.04665473318163126
2019-08,-0.08156297076642656
2019-07,-0.09776952622375558
2019-06,-0.0354893694030412
2019-05,0.0401976545897419
2019-04,-0.12683414586548872
2019-03,-0.03412503758425094
2019-02,0.06800913213078291
2019-01,0.053186399873742046
2018-12,0.21909403081148704
2018-11,-0.2523949967999307
2018-10,-0.04240853533229577
2018-09,-0.22415999543593695
2018-08,-0.061530508894817
2018-07,0.031606621875371124
2018-06,-0.036390142157967625
2018-05,-0.12086227651452756
2018-04,0.07177627042515217
2018-03,-0.0049865636357914744
2018-02,-0.10781851244356355
2018-01,-0.09957808774894035
2017-12,0.02475592343203512
2017-11,0.03438066422596545
2017-10,0.0315963276749424
2017-09,-0.037691034572850245
2017-08,0.07961268612324071
2017-07,-0.02784995668471281
2017-06,-0.015569999354717052
2017-05,-0.04490408777822941
2017-04,-0.11669401626373262
2017-03,-0.1233642532142955
2017-02,-0.051572819168663346
2017-01,0.003350661941863332
2016-12,0.07225312681804524
2016-11,-0.12856643007966884
2016-10,0.02779789480307983
2016-09,-0.15070835925351359
2016-08,0.016769486594507752
2016-07,-0.038712104500089946
2016-06,0.0931108476982656
2016-05,-0.003925594888897653
2016-04,-0.06914860930161394
2016-03,0.04821435264405946
2016-02,0.06761339736019314
2016-01,-0.021875605872052943
2015-12,-0.2131471511162378
2015-11,-0.1102047008567543
2015-10,0.05084539145737882
2015-09,-0.02544673143842503
2015-08,-0.20612546912303598
2015-07,-0.10925107838904262
2015-06,-0.07944824645482215
2015-05,-0.07655195488691051
2015-04,0.03378840500126036
2015-03,-0.05250922499518991
2015-02,0.01414026901268775
2015-01,0.048751857029913075
2014-12,0.009477879212914672
2014-11,-0.045273425654083994
2014-10,-0.07445448085315158
2014-09,-0.007576114811164847
2014-08,-0.12183565591076409
2014-07,0.07664754992000875
2014-06,-0.05935282826709913
2014-05,0.0922045043030471
2014-04,-0.002828061460307001
2014-03,-0.18418937440868607
2014-02,-0.05912622000343969
2014-01,0.09383842831098271
2013-12,0.056152458527942754
2013-11,0.05822915780554108
2013-10,0.08500115423977578
2013-09,-0.07979356403484109
2013-08,0.11200171127014037
2013-07,-0.01765048414048569
2013-06,0.11655182791019106
2013-05,-0.05139438430619915
2013-04,-0.013167060086271323
2013-03,-0.017259670092966237
2013-02,0.052458054443535705
2013-01,0.014791861357429414
2012-12,0.03943478119630721
2012-11,-0.03331038446231406
2012-10,0.07160130997552888
2012-09,-0.02661653024328124
2012-08,0.03353107800364842
2012-07,0.03939887576484803
2012-06,-0.0598049369505979
2012-05,0.022738171172219407
2012-04,-0.17316167969967772
2012-03,-0.011281324674427247
2012-02,0.06344952532817491
2012-01,0.057884765051084246
2011-12,0.03878291105916813
2011-11,-0.09132227272656285
2011-10,-0.07628132753036371
2011-09,0.14163820296403024
2011-08,-0.23355266635013705
2011-07,-0.14747367019041535
2011-06,-0.048785019036648405
2011-05,-0.07144627896840756
2011-04,-0.041894215173596
2011-03,-0.007939417839314285
2011-02,0.002529576525758675
2011-01,-0.01842355723449429
2010-12,0.008880193567083923
2010-11,0.08561529541936334
2010-10,0.02399352471797332
2010-09,0.017249035855612403
2010-08,0.13480334742015512
2010-07,-0.1913554050709402
2010-06,0.08051998790498592
2010-05,-0.24891045997816297
2010-04,-0.10572076290124838
2010-03,0.09782932738217437
2010-02,0.0664344102307932
2010-01,0.06417053844801653
2009-12,-0.09349872889658263
2009-11,0.003721497665368357
2009-10,0.0333365564598359
2009-09,-0.1708843547757283
2009-08,0.07793412244060229
2009-07,0.02033104381042068
2009-06,0.07641584163072607
2009-05,-0.00864063229176774
2009-04,0.1127509401133544
2009-03,0.09112669790348694
2009-02,0.04876179906924184
2009-01,-0.18117113232966578
2008-12,-0.10672266445927019
2008-11,0.07228110857588502
2008-10,-0.3529858837892998
2008-09,-0.4025670084480424
2008-08,-0.312409733268536
2008-07,-0.08421211238088917
2008-06,-0.03578697659637011
2008-05,-0.07985871527177336
2008-04,-0.002827490190334758
2008-03,0.022890140881741843
2008-02,-0.04449791929059612
2008-01,-0.05353048166067633
2007-12,-0.17531022326834994
2007-11,-0.014077319755159965
2007-10,-0.11814415603156986
2007-09,-0.021213624079827523
2007-08,0.020502570660123908
2007-07,-0.02002586294336343
2007-06,-0.01487594849674204
