date,Top_minus_Bottom,Bottom_minus_Top,Buy_Top,Sell_Top,Buy_Bottom,Sell_Bottom
2024-11,0.03416083310635866,-0.03416083310635866,-0.07569718076335498,0.07569718076335498,-0.10985801386971364,0.10985801386971364
2024-10,0.07268581137688873,-0.07268581137688873,-0.026937208605387578,0.026937208605387578,-0.09962301998227631,0.09962301998227631
2024-09,-0.032098318139262144,0.032098318139262144,-0.12076410256906225,0.12076410256906225,-0.08866578442980011,0.08866578442980011
2024-08,-0.12225897049870077,0.12225897049870077,-0.07251781981316628,0.07251781981316628,0.049741150685534495,-0.049741150685534495
2024-07,0.03132654617536776,-0.03132654617536776,-0.14868923513756688,0.14868923513756688,-0.18001578131293464,0.18001578131293464
2024-06,0.01015002828094608,-0.01015002828094608,-0.024271404084692926,0.024271404084692926,-0.03442143236563901,0.03442143236563901
2024-05,0.004332255050487885,-0.004332255050487885,-0.10948859093960281,0.10948859093960281,-0.1138208459900907,0.1138208459900907
2024-04,0.11568849399645137,-0.11568849399645137,-0.048189168525706455,0.048189168525706455,-0.16387766252215782,0.16387766252215782
2024-03,-0.013688943184791608,0.013688943184791608,-0.1213669225841496,0.1213669225841496,-0.107677979399358,0.107677979399358
2024-02,0.01486866747516774,-0.01486866747516774,-0.06263957705935759,0.06263957705935759,-0.07750824453452533,0.07750824453452533
2024-01,-0.10091596684760036,0.10091596684760036,-0.0058745850479509564,0.0058745850479509564,0.09504138179964941,-0.09504138179964941
2023-12,-0.044448468092338766,0.044448468092338766,-0.18395650480302295,0.18395650480302295,-0.13950803671068418,0.13950803671068418
2023-11,-0.04312116553296922,0.04312116553296922,0.06149743648339615,-0.06149743648339615,0.10461860201636537,-0.10461860201636537
2023-10,0.0640201928289752,-0.0640201928289752,0.015998713505049198,-0.015998713505049198,-0.048021479323926,0.048021479323926
2023-09,0.045688953149779526,-0.045688953149779526,-0.18638261938356204,0.18638261938356204,-0.23207157253334157,0.23207157253334157
2023-08,0.10145394496547544,-0.10145394496547544,-0.15796401018646689,0.15796401018646689,-0.2594179551519423,0.2594179551519423
2023-07,-0.08289706906584343,0.08289706906584343,-0.22611727320571243,0.22611727320571243,-0.143220204139869,0.143220204139869
2023-06,-0.06067563013607099,0.06067563013607099,0.0018228012100170185,-0.0018228012100170185,0.062498431346088006,-0.062498431346088006
2023-05,-0.004997563817072732,0.004997563817072732,-0.04628720875548832,0.04628720875548832,-0.04128964493841559,0.04128964493841559
2023-04,0.011115322555529675,-0.011115322555529675,-0.036134661306589336,0.036134661306589336,-0.04724998386211901,0.04724998386211901
2023-03,-0.04686072667207852,0.04686072667207852,-0.05311509584230728,0.05311509584230728,-0.006254369170228757,0.006254369170228757
2023-02,-0.09838254639811381,0.09838254639811381,-0.23163432493344846,0.23163432493344846,-0.13325177853533465,0.13325177853533465
2023-01,-0.035005010004270865,0.035005010004270865,-0.2108869835797203,0.2108869835797203,-0.17588197357544944,0.17588197357544944
2022-12,-0.12207508296999701,0.12207508296999701,0.08312012429059769,-0.08312012429059769,0.2051952072605947,-0.2051952072605947
2022-11,0.06034271246643999,-0.06034271246643999,-0.09137058083800603,0.09137058083800603,-0.15171329330444602,0.15171329330444602
2022-10,0.11778077311480044,-0.11778077311480044,-0.037704002631113634,0.037704002631113634,-0.15548477574591407,0.15548477574591407
2022-09,0.03907054394277051,-0.03907054394277051,0.014302344767355878,-0.014302344767355878,-0.02476819917541463,0.02476819917541463
2022-08,-0.015064704630603498,0.015064704630603498,-0.21144451406204035,0.21144451406204035,-0.19637980943143685,0.19637980943143685
2022-07,-0.04596975255982287,0.04596975255982287,0.008115195140406374,-0.008115195140406374,0.054084947700229244,-0.054084947700229244
2022-06,0.02849000309822413,-0.02849000309822413,0.06446913554742517,-0.06446913554742517,0.03597913244920104,-0.03597913244920104
2022-05,-0.11025864465710475,0.11025864465710475,-0.17901986349170648,0.17901986349170648,-0.06876121883460173,0.06876121883460173
2022-04,0.09317051204120229,-0.09317051204120229,-0.01198932290962217,0.01198932290962217,-0.10515983495082445,0.10515983495082445
2022-03,0.18915638007039465,-0.18915638007039465,-0.11680360741954397,0.11680360741954397,-0.30595998748993863,0.30595998748993863
2022-02,0.013897433584914506,-0.013897433584914506,0.034964155361064335,-0.034964155361064335,0.02106672177614983,-0.02106672177614983
2022-01,0.062094469751496253,-0.062094469751496253,-0.0007929528530532525,0.0007929528530532525,-0.0628874226045495,0.0628874226045495
2021-12,-0.018565218245380294,0.018565218245380294,-0.24890346080653358,0.24890346080653358,-0.2303382425611533,0.2303382425611533
2021-11,0.060513739896647364,-0.060513739896647364,-0.10541469763380597,0.10541469763380597,-0.16592843753045333,0.16592843753045333
2021-10,0.019436384117332547,-0.019436384117332547,-0.11857599883305013,0.11857599883305013,-0.13801238295038268,0.13801238295038268
2021-09,0.03211673197375883,-0.03211673197375883,-0.008767481554395573,0.008767481554395573,-0.040884213528154405,0.040884213528154405
2021-08,0.08439395950280248,-0.08439395950280248,-0.029913961277982026,0.029913961277982026,-0.11430792078078451,0.11430792078078451
2021-07,0.025915821648804346,-0.025915821648804346,0.043917621645556536,-0.043917621645556536,0.01800179999675219,-0.01800179999675219
2021-06,0.012022193739648107,-0.012022193739648107,-0.19608464407758067,0.19608464407758067,-0.20810683781722877,0.20810683781722877
2021-05,0.04160752319442367,-0.04160752319442367,0.05746313262436218,-0.05746313262436218,0.015855609429938508,-0.015855609429938508
2021-04,0.007797184536380307,-0.007797184536380307,-0.017886064823852403,0.017886064823852403,-0.02568324936023271,0.02568324936023271
2021-03,-0.004914125384504309,0.004914125384504309,-0.07313490284563381,0.07313490284563381,-0.0682207774611295,0.0682207774611295
2021-02,0.012123943981113765,-0.012123943981113765,-0.032151965472718806,0.032151965472718806,-0.04427590945383257,0.04427590945383257
