date,Top_stocks
2024-11,"18568,23120,19584,23062,22662,21551,22298,25452,16164,14720,20331,24691,15904,17109,23056,18253,23012,19073,24092,20412,23430,86581,23329,93434,23198,21091,23795,83391,17889,24172,20848,87344,14925,19549,24656,21720,22669,19233,22629"
2024-10,"20638,20290,22767,16393,21799,20442,19331,22667,21712,23857,19935,21913,87589,21562,22260,19980,14056,12350,22523,16670,15846,19352,85293,16877,13455,23058,13700,80924,93274,17301,18678,20655,23415,17905,23033,18363,19569,92686,24466"
2024-09,"23235,19192,91428,21025,92130,19944,22538,13707,24469,19965,81761,18556,20620,23669,19649,16681,23102,92230,14540,14158,22793,24079,91742,22801,21847,23775,87043,12877,19814,18419,23127,25215,23272,18855,15664,24051,19142,23041,23998"
2024-08,"22200,20552,23805,19657,21832,20623,23041,20285,14591,18559,23267,21513,25034,24000,23258,21286,16532,24098,20817,14300,24114,91488,21309,23939,23673,14468,19999,23715,18670,19483,16524,24094,18783,21758,60599,82156,21586,91664"
2024-07,"23227,20422,22255,21263,20841,13279,19803,17907,14991,15489,17871,23178,22768,16964,37381,21114,93012,15510,88810,90955,16533,15914,13700,16998,18719,22323,25452,15662,24291,76711,23101,90223,15177,20449,91664,16680,25051,52231"
2024-06,"14444,24114,23185,92345,16802,18302,22885,15375,22342,92986,23128,13700,22655,18894,21841,19464,15364,19648,20787,85539,88240,20455,21308,22561,19076,82779,20419,25452,91571,21760,24069,23184,23257,16310,20341,24162,88807,21034"
2024-05,"17979,23870,15433,23997,23999,16778,16108,20425,22232,21580,87583,24247,23109,16929,92252,82156,15286,21520,16179,13812,23226,20846,22781,92486,92468,82281,18830,17134,23184,21705,16536,21842,15375,21787,24287,18151,20112,21756"
2024-04,"14610,18217,18558,21368,16104,93347,17358,77624,20644,23731,22638,16099,14923,18836,18399,14790,23194,21114,21547,15902,20609,18780,21062,18303,14936,23113,15833,23423,21273,20112,17120,12527,90917,13411,19778,16626,23057,15848"
2024-03,"18458,21720,23266,23191,14419,17360,16400,29744,20572,16788,14536,12497,91488,17913,19257,18840,18151,17326,16877,21563,23054,23717,15062,21019,19862,18306,78002,21526,92688,22256,15303,18195,22272,21288,19401,23320,20607,23731"
2024-02,"93237,20584,89029,21939,20163,10253,21736,19180,19395,82848,86444,88807,22911,18261,19832,20576,18306,20294,19985,23257,20593,21539,15287,16400,17905,19980,23267,23057,19833,23678,91488,20297,21342,21748,85757,17113,21927"
2024-01,"22602,15833,12350,20334,20310,17967,92102,20655,20462,16377,20419,84757,16181,91366,22185,23103,23815,19846,23790,17854,90098,22801,16255,14535,14791,16680,21947,20337,90542,19994,21875,90926,24017,19953,21912,21770,21763"
2023-12,"19008,15542,23514,21062,19986,19077,22538,24095,23431,23058,23119,12527,76711,17141,18129,17366,23319,90288,22259,20332,22670,22772,13707,22911,24466,19973,91184,16532,18901,15269,88511,20312,17816,16765,22763,23815,19196"
2023-11,"14879,21416,21757,18372,20332,22610,19179,21975,91184,13883,16894,52231,19978,16541,81165,16376,90483,20636,21513,20825,15491,85377,13159,21526,21336,16536,18936,15854,21335,21512,18365,15277,21272,86536,15533,21288"
2023-10,"22603,16005,18405,17892,88471,20801,19487,18413,13455,16594,12017,15172,19140,88511,21288,90298,17109,92475,20798,21540,19195,15058,15787,21837,14535,90783,90640,17318,19978,20600,21276,23857,12397,23804,18644,23723"
2023-09,"19460,19846,21879,22347,17690,19649,17901,17951,91822,23805,14424,19314,21577,14556,18102,13700,18309,19847,92682,17113,21720,16070,63773,75320,14328,19011,21081,22348,22565,12500,14145,17693,22660,19813,14548,86536"
2023-08,"15904,18781,20150,22284,22186,19135,15863,20412,16161,20101,15631,19840,21309,14523,21829,84184,18461,22298,20882,13750,21828,18667,22667,19147,17146,80577,19952,21889,20290,22238,16711,18770,22551,20135,20600,23509"
2023-07,"23252,19249,22523,19338,16070,77569,21289,20567,22329,23273,20154,22185,22537,18678,13202,89889,14791,20999,20297,80812,21260,16542,15943,19176,14145,21909,23870,23856,20287,17907,23673,21331,15543,16655,23815,21342,23872"
2023-06,"84302,19956,14060,16887,14545,18427,91021,14540,15219,21760,18901,16987,22209,88620,18259,16524,16473,92619,22238,21052,17120,21889,14435,91901,14107,21062,21044,19647,15960,20581,23430,22520,21110,89986,13202,84419"
2023-05,"23127,89935,23199,20640,18568,17091,19592,20333,14934,22311,13751,16903,23101,16818,15645,20607,84819,10779,16786,19928,20436,22286,21588,16940,82162,21541,20135,23321,17115,18897,21931,90542,18644,84411,89244,23658"
2023-04,"15382,93337,13707,18363,17147,16877,14452,22885,21841,20573,21780,84321,22660,18255,15287,21027,19400,18670,16998,33209,19636,20780,19559,14668,21732,21091,21771,23670,13828,22229,22089,21539,89453,18648,20130,14690"
2023-03,"82156,21931,15287,92521,17041,17266,92380,18997,17877,20623,19811,20163,20294,16533,21947,19313,16463,93069,22670,23670,21763,22782,16990,93347,12745,23062,22313,22181,21520,13324,21875,22263,12527,23658,17906,20430"
2023-02,"17979,90170,15417,15375,23109,20975,81761,18897,23057,16974,14468,23007,89505,16472,18303,14272,16377,18253,22297,20439,13828,21053,20294,21720,93274,19180,20787,21863,21081,22655,92917,21712,16466,19472,19993,21920"
2023-01,"13279,14444,16393,82747,19483,16793,22906,16179,17361,19628,20754,20147,16781,19113,14546,88626,16788,22771,65752,16824,20135,20615,19849,91832,16120,13712,16626,14935,22627,18185,18089,15854,15303,22232,19018,88810"
2022-12,"16164,92252,19500,22801,92345,15277,19066,16532,15664,19472,15268,16776,15379,15364,12500,18054,17146,92230,20439,22771,15436,19492,20455,14431,20292,19004,19912,19234,13621,19470,19948,22194,17346,17106,23041"
2022-11,"16962,18089,16824,14610,14879,18402,19011,17147,17271,76963,12527,12573,15177,17351,13976,17825,17905,25452,20412,19004,18215,92594,19813,17251,22551,23185,18776,15508,19395,19313,89597,20882,18048,21747,14497"
2022-10,"16255,16778,15510,20149,19460,93126,90298,34666,16111,13455,22551,22281,14618,18772,21732,15904,17044,23120,13706,19313,16066,20825,20842,21695,17105,22256,88462,86812,20647,22782,18656,20632,20658,87437,23032"
2022-09,"16377,79702,18556,21077,15058,17816,19862,18773,19569,16161,21770,15057,14822,16739,18215,14686,16458,91278,20280,15062,21322,91488,15416,16931,22210,22886,16684,22298,90926,76711,20632,14185,22255,18261,17000"
2022-08,"82215,88240,87656,14862,70704,15833,17885,18902,92130,23194,18365,19832,17000,22797,22689,16929,14813,17357,82848,18562,21096,19485,89986,91627,85526,13798,17115,18558,14419,23184,93085,83520,92213,86211,13324"
2022-07,"18148,18855,16931,83651,14822,13652,15662,87825,16998,20112,21262,88937,22583,91488,15857,90926,18483,21027,22626,18831,23010,17372,22776,14611,21269,18562,22602,18302,19080,14676,90907,22244,18098,16992,15002"
2022-06,"13863,14107,19314,17318,18372,12751,14158,85744,18831,15796,18211,21724,16940,23037,91184,20573,16894,22295,22321,21027,22523,20620,46463,14313,19851,61269,89891,20584,86916,16670,85401,15062,15793,20347,86990"
2022-05,"86536,19077,91457,93347,22200,92726,76461,18780,22286,22660,65270,92648,19499,16998,21379,21520,21759,22321,19402,14092,18046,81182,89349,22312,19140,22897,18840,21903,11644,86916,76052,22934,15796,17039,16471"
2022-04,"14551,88208,15172,18292,17366,16894,17251,91379,25452,22772,65752,18838,22537,17141,21698,20609,13751,15293,15856,18781,17357,21712,92688,21518,90081,12350,90907,20337,22634,20101,19128,22286,11511,51530,20419"
2022-03,"16403,21736,20636,19128,22311,18306,18364,15429,49488,83520,90783,16471,16120,22289,91832,16689,18559,18840,19187,85346,20180,92619,15862,83244,18309,92688,15293,92294,16967,20640,18224,18678,66683,79444,17949"
2022-02,"21417,19128,21920,16787,20154,18048,16894,91283,78841,17360,22328,19551,92520,22344,21787,21572,21927,16992,87471,18058,14316,14676,89175,68866,16675,12380,23819,22312,88372,90533,50606,13108,85567,16021,14277"
2022-01,"17854,76934,20623,17147,14611,19492,20825,18827,19962,17141,80812,19574,20436,21526,85377,19993,22343,85757,17272,91163,79198,22221,10257,18468,85686,92583,22178,22236,19397,77437,92688,87251,11154,18261,16684"
2021-12,"20609,16931,14172,21562,20337,19483,18901,16392,92583,21578,21758,93004,21342,82745,15431,21913,17889,89698,20902,20825,20135,21790,16928,83604,21791,93350,80577,20817,21844,16145,16386,20648,21519,18898,18558"
2021-11,"14934,21927,16400,20436,90986,15089,17354,93083,17113,21890,16263,21786,19187,18909,17949,88542,21716,85272,93434,85526,14813,15132,91082,17115,17893,92621,18781,19632,21750,92111,13323,14452,13825,16592,87337"
2021-10,"18670,16377,16161,21863,16542,15960,68145,15375,85272,18780,21837,85757,11644,19969,21844,19014,15378,16613,20178,21676,50017,13634,13124,19803,13820,20593,16448,80274,14497,16442,21580,91734,89349,91822,78170"
2021-09,"17869,12060,15416,13750,18645,20644,18838,21758,16626,85757,88260,16310,90029,21350,21747,21096,14791,20196,21341,14826,20632,13918,20332,17140,21571,20339,18648,21788,17951,21707,21756,21701,90926,20637"
2021-08,"15662,90288,15642,17041,84819,21289,21520,85272,16473,20412,18312,79322,90126,92091,16689,19001,21323,14661,49488,15525,17133,87832,18192,16887,83303,21342,88988,13883,19655,17354,18100,10258,17134,21563"
2021-07,"13883,13812,92528,15491,18096,20572,14328,16064,15293,16466,87759,13693,93350,18897,16090,19149,15995,17879,15776,16680,17133,19076,15914,13706,21301,92091,14791,18363,18568,19746,15937,20333,13124,18562"
