date,Top_minus_Bottom,Bottom_minus_Top,Buy_Top,Sell_Top,Buy_Bottom,Sell_Bottom
2024-11,-0.12282586473929401,0.12282586473929401,-0.21308509764215655,0.21308509764215655,-0.09025923290286254,0.09025923290286254
2024-10,-0.03346555363515055,0.03346555363515055,-0.10530881238699627,0.10530881238699627,-0.07184325875184572,0.07184325875184572
2024-09,0.02374693223930427,-0.02374693223930427,-0.06757496354900813,0.06757496354900813,-0.0913218957883124,0.0913218957883124
2024-08,0.06353316731897878,-0.06353316731897878,0.026528901380639517,-0.026528901380639517,-0.037004265938339255,0.037004265938339255
2024-07,0.13834835165717665,-0.13834835165717665,-0.08727118618306995,0.08727118618306995,-0.2256195378402466,0.2256195378402466
2024-06,0.12007675427834101,-0.12007675427834101,0.022857562940013426,-0.022857562940013426,-0.09721919133832758,0.09721919133832758
2024-05,-0.008239517651106879,0.008239517651106879,-0.11840808888434187,0.11840808888434187,-0.110168571233235,0.110168571233235
2024-04,0.04085626337909097,-0.04085626337909097,-0.09960156716260023,0.09960156716260023,-0.1404578305416912,0.1404578305416912
2024-03,0.06527590346891862,-0.06527590346891862,-0.10737168354238727,0.10737168354238727,-0.1726475870113059,0.1726475870113059
2024-02,0.05611129047544218,-0.05611129047544218,-0.005607814678438516,0.005607814678438516,-0.061719105153880696,0.061719105153880696
2024-01,-0.06622312227830006,0.06622312227830006,0.09870440810503596,-0.09870440810503596,0.16492753038333602,-0.16492753038333602
2023-12,0.14806772261111756,-0.14806772261111756,-0.04106049315012491,0.04106049315012491,-0.18912821576124247,0.18912821576124247
2023-11,-0.10202646402018191,0.10202646402018191,0.11084472627905521,-0.11084472627905521,0.21287119029923712,-0.21287119029923712
2023-10,-0.038287923813298194,0.038287923813298194,-0.019453137278072345,0.019453137278072345,0.018834786535225852,-0.018834786535225852
2023-09,-0.053068759367028956,0.053068759367028956,-0.2760824039551032,0.2760824039551032,-0.22301364458807424,0.22301364458807424
2023-08,0.1676207242679839,-0.1676207242679839,-0.0787745559762686,0.0787745559762686,-0.24639528024425253,0.24639528024425253
2023-07,0.011954860992132943,-0.011954860992132943,-0.1474509005558877,0.1474509005558877,-0.15940576154802064,0.15940576154802064
2023-06,-0.10977154749180223,0.10977154749180223,-0.05168937596348214,0.05168937596348214,0.058082171528320105,-0.058082171528320105
2023-05,0.06000878999302163,-0.06000878999302163,-0.021369266314217577,0.021369266314217577,-0.08137805630723921,0.08137805630723921
