date,Top_stocks
2024-11,"14444,19649,13700,23185,15489,21025,23258,20552,21263,81761,20442,23041,22200,16393,23669,92986,20620,91428,17871,21799,13707,19803,22260,14540,91742,19657,19965,18302,92230,22667,21562,87589,88810,21913,23673,20638,23178,22885,23235,19076,14991,19331,19944,21847,20449,15846,20285,14158,14591,19142,16533,21712,19192,22768,23128,14056,20841,16670,23415,23102,19980,19352,20623,18894,80924,22323,24469,23857,19935,13279,15364,16681,93012,17907,87043,15510,24098,85293,16964,37381,20787,14239,22655,21832,18855,90955,18556,15375,21286,20655,24000,18719,60599,15914,19648,23058,19849,22538,18670,24079,12877,76711,85539,17301,15662,15664,21841,14468,18559,18363,91664,93274,93126,90223,21309,23775,20290,91571,23127,13796,14300,17141,19464,88807,24698,22255,14797,20455,16998,68145,24102,13455,18783,22793,17905,19999,92130,15960,16532,24100,48072,24069,90672,15056,83969,89986,20341,20581,24051,25034,88351,82779,92686,15177,79499,18678,20817,17146,85744,21586,23184,83651,22684,14661,21379,20178,24162,26201,19778,91488,14440,19956,12579,23873,19814,20902,12680,12699,21349,16877,14818,21787,16066,21513,91366,17967,20147,14490,16120,21026,20661,14682,19533,45225,24247,18395,16829,18963,16524,85390,10966,18131,24291,25452,18259,24466,19569,87759,21416,65752,21331,16465,23257,16655,89301,18806,13046,15379,19489,21922,22565,20138,23431,17043,19017,15396,20325,90125,90679,22629,22174,18769,18727,22316,20916,84184,20410,78749,19081,18644,88240,22422,14424,77175,90178,19488,19808,21372,15351,21577,22953,19484,17125,23231,84275,81278,19566,19002,23033,16684,20618,77447,23101,20894,17346,47723,80306,88284,14823,86098,22634,20399,22348,13508,10158,20169,20196,22906,19197,21357,16263,22626,22079,22399,20082,14715,19628,18547,15643,21732,22221,21278,14263,89169,17974,17354,22620,22418,23941,19832,18955,14708,11533,18257,14060,20617,82670,21684,89597,18096,18913,18468,19962,19333,93340,17343,87053,77090,19788,24063,21949,20647,64785,41241,88195,15295,21746,24459,14102,14877,22758,20318,15857,17372,22523,19555,21090,13181,18305,23037,90433,21757,20632,15429,91822,17678,50550,18844,18317,17908,17358,91672,11752,21975,89110,91915,21336,17126,42286,22909,17150,10550,22238,15793,15582,91416,16975,16781,90885,14812,79841,88518,21838,43553,24964,21898,23372,91665,11995,22313,24171,22268,20754,19894,19655,14953,23188,17688,14580,19233,18064,24655,17133,22224,21722,21834,15776,85459,14988"
2024-10,"23041,23870,15433,14444,17979,19649,22793,22232,23999,21025,20552,23185,23178,81761,23235,24247,23997,22200,20425,16108,21580,19803,92986,91742,23258,15489,16778,18302,92230,13707,23939,19965,17871,16929,21263,22323,23184,19944,15286,15375,92130,23669,20285,22768,25452,23128,16681,14991,21847,18556,19657,20449,19076,14540,90955,88810,87583,92252,24000,20623,13812,15662,91428,22561,24469,18894,23673,18559,14591,19464,15364,22538,93012,92468,14158,21286,20841,13700,91664,17907,19192,22655,37381,20620,23102,12877,15664,18830,16533,92486,20787,21832,19814,15510,88807,68145,87043,18719,24098,23272,90223,20846,16532,20817,16964,21520,85539,14300,16179,21705,22801,21841,18670,17141,19648,20180,23226,21090,20455,14468,13279,17134,24069,21787,22781,18783,19142,19956,16998,60599,91571,18855,24102,48072,15177,19849,19808,13796,84607,22634,14239,24698,14797,18836,19999,88351,18131,76711,21823,23257,22565,23775,15056,79499,12680,18395,82779,17358,21842,23231,24291,22804,15960,21308,18098,21349,21513,19832,89169,14818,22909,20801,23127,21026,21975,83969,14490,18259,16066,20617,14424,23415,20618,84184,20601,21578,14661,14060,20137,20581,18806,20082,15351,93340,65752,24162,81184,18963,22888,89301,20169,21586,78749,90672,16465,16120,88240,90715,83651,21722,89597,20661,20410,16524,16164,18727,12699,91366,21379,15631,14647,90178,24094,18913,20147,19488,85744,18846,16145,19566,16655,15429,80306,16684,23789,45225,16562,14133,17043,21416,13046,23101,14682,10463,87759,50550,21331,22399,41241,22620,78236,24459,14715,10966,24441,23941,23628,14603,19825,20138,19002,22418,49138,14102,24100,21758,19778,15793,21744,21892,17372,23037,50948,11995,23224,87006,20196,20902,22422,52337,75603,12266,14044,90436,64785,22224,22747,89002,47571,14877,15287,88284,15643,19017,14268,19081,20325,87321,82670,77447,21834,24063,10779,20399,85768,91463,19655,21576,21069,20178,16697,75320,91915,89110,14459,21922,81282,22079,19128,20112,63546,13751,12411,19894,77175,24693,15302,21587,83303,18547,81278,88467,23194,19813,21207,16188,89630,16263,91604,17343,90433,18064,22953,13508,89692,63773,76708,93371,24604,24051,22316,18769,13743,21536,16750,19064,19576,21746,72338,80233,90679,24296,78081,78629,16560,23297,83756,19333,19197,15651,90088,18317,16633,20647,17038,91488,82702,21372,20916,14263,18106,14812,14544,18483,59627,15454,21684,18305,20754,89965,76224,88462,88673,24643,22311"
2024-09,"15433,23870,23041,17979,23178,17358,23939,14444,22232,23185,22200,20422,20552,82156,13700,23997,18217,23805,18836,16108,18302,15375,24247,21580,15286,16778,16104,21368,19803,93347,22323,20449,21263,17871,22768,23128,20425,23999,14991,18399,17907,20841,91664,21832,16929,23184,20285,15489,23258,92986,20817,23194,92252,15364,87583,24000,22655,19464,14923,20787,20112,20623,18719,18559,23673,19657,21547,92468,88810,15510,16179,90955,24098,18780,13812,19076,82281,17134,15902,37381,92486,14591,20609,22885,16533,15662,93012,18670,18894,21286,14300,19778,16532,90223,17120,85539,19649,16099,18830,14936,22793,13279,20846,21520,16964,23731,19956,22561,91571,22888,21513,15177,48072,23102,24069,14790,21841,24162,19648,16998,15848,18098,90917,20325,20455,76711,21062,21705,22781,88807,22634,91689,88240,21842,84607,23226,14468,14661,23257,19999,20169,23715,21090,16524,85419,17141,24102,22565,88351,79499,21273,82779,24698,15833,22804,24441,19488,91742,23216,12751,19928,13796,19849,16120,83756,78236,20617,22221,14490,19197,15056,21360,20618,23224,21787,21308,18259,18783,14239,87759,50550,20399,20137,19894,22268,18784,20601,24094,89169,22909,21349,21578,23108,19541,10463,18303,21722,14060,68145,15351,14682,18151,92688,47571,60599,22220,22747,21764,18785,18036,89965,15287,92536,85401,16247,21572,92428,22596,90400,87394,93340,80539,21823,88284,14797,19862,24100,90433,81734,89692,18135,81184,83303,20662,85293,14544,83969,22281,77175,16465,16007,90679,87439,12982,22399,15631,21026,19566,20295,15293,91488,18051,16655,18058,92619,23057,24584,80233,24655,23510,89618,87321,19333,18395,63546,22316,21685,92131,89570,64785,22255,20138,88467,18902,59627,20410,17867,19313,21228,21683,14424,92181,13508,90125,19560,24459,23447,21309,82656,14937,32651,89648,88626,17131,18938,17880,12527,71985,17130,91625,21077,14133,24827,16975,52337,78223,78841,16670,15429,14102,18913,91463,19825,22422,88392,24182,23037,89301,89630,76708,13046,52231,86211,76672,17444,21331,85686,19002,90178,65752,21069,21207,24721,17346,18709,76224,14268,16765,21744,14818,16145,16750,15793,19201,45225,21379,92893,18131,17949,80050,85176,75320,14543,88203,16611,70704,16633,19081,18425,21052,92469,21971,16188,21781,17309,58975,12082,19808,16066,20581,24604,77202,15302,22079,16787,80828,24295,10158,25304,52250,84072,14532,50948,10066,16083,14272,91822,15789,90783,19681"
2024-08,"23870,13700,15433,16108,23185,15375,20422,22255,14444,22232,17358,17979,24247,18458,87583,16778,18217,21580,23178,23191,16104,18302,15286,21368,16400,21263,20425,20787,12497,19803,29744,18836,14991,17871,23731,93347,22323,14419,18151,22768,23128,17907,13279,23194,24162,18558,14923,23999,22561,20841,18780,18399,92468,24114,16929,17913,17120,23184,18840,92688,92986,18830,22655,16788,15902,82156,15510,16802,92252,19464,15489,23939,22342,88810,16099,20846,19956,92486,23997,22781,17134,37381,18894,14790,15662,19862,18719,21547,16179,20449,19778,13812,22885,15364,90955,16680,21563,21841,88807,17141,23226,21705,77624,16964,90223,23041,85539,21520,15177,91664,20112,19257,77202,93012,91488,91571,20455,19076,20325,14936,20169,15848,16533,19649,24069,18054,21308,78002,19648,18098,19488,19541,82779,24698,85419,23102,16655,20609,15132,22634,22316,90917,90976,22268,18785,21842,23717,86211,15833,19249,87759,23109,19566,18303,24102,15631,23108,20399,16626,50550,88351,85293,24584,14661,23054,21273,18306,88240,18938,83303,91689,24100,24252,83756,80539,23216,21788,88208,22565,21062,90679,15303,21360,13796,17879,19197,19142,15056,22272,23784,77175,14715,21723,14545,15542,24441,21823,22804,22221,52231,86536,23101,21019,23224,20894,21787,24655,84607,87439,76711,19831,24657,23257,19849,20601,23941,19187,92536,21061,22220,14618,19180,15351,14044,17372,78236,19928,22596,15533,21536,18051,16007,12751,21077,12527,14490,20437,22536,92594,14543,24485,19333,80233,21349,20617,14797,23415,19962,90400,10463,20607,22096,14953,20801,21285,16120,20618,92426,19576,17345,20817,14325,80274,20238,20975,89169,83976,22598,89301,20892,92619,92475,21090,15287,19894,21935,17346,92131,85768,72304,23297,92467,47571,22520,86115,18267,92428,18784,14102,20452,16062,21836,77570,75603,22422,17880,16928,64785,19825,15534,22623,16145,22793,12332,19880,90483,88181,18255,42286,16182,12982,21975,88427,24063,52337,85972,15729,82694,79066,90433,19592,90783,76672,78985,23117,23510,88626,22953,19184,20341,18395,19002,76927,89630,19788,21764,91186,80050,21744,19135,91915,90285,48072,89753,17309,15293,14276,22620,22193,85401,14603,14133,16998,91907,90436,15429,18913,22909,21890,22424,91611,10421,90125,23252,85442,19017,22799,17987,21542,51369,23783,78876,12391,53613,10547,18727,19808,19534,11752,20419,21540,59045,92773,18214,87321,12082,21572"
2024-07,"16400,15433,16108,23266,22232,88807,17358,18458,19180,23185,24247,23870,15375,23191,18217,18306,16778,86444,14444,87583,12497,16104,23128,17979,21580,82848,18302,20425,15286,91488,10253,21939,29744,21368,17360,18151,93347,93237,18840,16929,23184,20787,23226,18261,23731,18399,18836,92468,14790,24162,17913,22655,22561,18558,24114,23194,17134,92688,92252,16802,19464,16788,18780,21539,20846,14419,19956,15287,14923,18894,20294,23997,15848,18830,23257,13812,13700,92986,15364,21841,23057,22342,21705,77624,22885,14936,21547,16099,77202,92486,22781,20975,20593,85539,88240,15902,21308,16179,21520,19832,21563,82156,19862,20572,17120,20112,18054,89029,14536,18098,19985,20169,23216,24100,23178,20163,78002,20576,23041,20455,23939,17879,19257,17905,22323,23999,24069,15303,19849,23109,19648,21787,82779,20437,21836,15132,21578,19778,21532,19488,23717,16626,88626,85419,21842,23509,21927,18785,91907,21062,22268,20325,21823,19541,14618,20137,21788,90917,82281,19184,22536,22899,86536,14545,21285,21342,83303,21273,21542,50550,86211,21077,23117,24584,19825,23054,91571,15631,14133,22221,90976,90400,20420,74740,16145,21935,20410,23267,80539,22272,86580,23224,20644,92467,18938,11636,85293,17141,20617,23941,13411,18784,19986,88208,14543,15056,21975,12751,18395,10463,17892,22229,19391,20894,78236,17987,63715,18303,15542,21748,17964,91689,22193,23258,14661,19333,19833,77570,22313,83976,92536,21536,17880,14535,19847,16062,22256,22596,16007,19476,19197,85768,86115,22909,36768,14715,19894,16655,24657,22623,21114,21349,16739,20468,22096,20607,21272,18267,16182,15351,15305,22598,82694,20399,92428,52337,13652,22255,22261,85972,88351,50948,18133,22220,22565,12332,92426,24441,21110,14711,12527,87321,14325,23423,77175,23415,78213,23316,19176,15534,14818,89169,18913,15729,54704,23188,76672,83756,23516,87439,23678,91090,92131,21756,84607,22422,70704,92619,92773,18824,14102,21723,17867,19811,13324,79686,23297,20601,81184,14490,24064,12380,21838,23306,14044,19313,16712,19995,19135,16005,75652,20318,80274,18058,12982,20238,50286,31668,12082,24263,76686,14497,91733,24252,14546,13796,23244,13321,15062,20817,16963,88411,22520,85059,14092,86051,22262,21892,59045,17782,91611,19592,14179,79066,23510,20618,20791,24643,18416,12008,77488,15072,91269,90605,89630,84737,22953,76224,92380,22311,21863,87016,15896,79499,14953,89540"
2024-06,"15833,22781,22602,15433,16400,17358,18306,12350,17979,23266,19180,20655,18458,86444,23191,20310,17967,18217,16778,24247,21939,92102,18151,20425,82848,21736,22232,16104,88807,21580,12497,15286,16108,21368,87583,18840,23057,23731,29744,10253,18836,93347,14790,14923,91366,93237,23109,14419,14535,19956,17913,92252,16377,16929,92688,17360,23939,92468,18558,18399,13812,17854,23226,21520,77202,16099,16788,15902,21705,20462,84757,23194,17134,20975,89029,16255,18780,19862,20846,90098,21547,16310,20419,19395,92486,23997,21539,22323,21563,15303,14936,20294,18054,21763,18830,16179,84607,18261,15287,20112,19994,19391,24287,20593,77624,17326,14536,24100,20337,15848,19184,23184,82156,20576,23717,23423,16680,19953,22185,78002,18098,13411,23870,20169,15132,19985,82281,20420,23316,19832,85419,21756,17271,91907,22909,18303,19488,24584,19986,80539,20791,23216,24162,21342,20163,88507,18785,21077,21927,90400,20882,21604,90542,22229,21578,17345,21842,17879,92775,15631,16655,19187,24064,21060,16007,31668,19499,18465,23117,19476,22245,23999,86536,92536,21760,90917,20607,15639,18133,13976,21779,22268,19176,21935,16626,21823,20612,21062,22220,50948,19825,22561,23510,23516,22311,20468,83244,21836,16536,16247,19494,15533,19542,18405,16776,17373,17120,74740,86211,17987,21560,21272,23941,19196,18644,20325,24175,14546,16524,14937,24566,90926,77570,87016,20437,17141,15015,47571,23415,83756,13693,15847,23178,19541,14711,22536,21748,90679,50550,14618,23054,21788,15416,76963,83303,21863,16111,79322,18058,23224,15305,15542,17964,36768,15222,18416,14544,19849,19566,85768,17880,16792,85293,14545,14823,17892,16182,20842,21516,19995,20410,17906,89169,21875,21019,11636,19969,20894,54704,20292,17323,22255,21723,87759,15540,19349,17898,12332,20637,19778,86580,23730,68145,90126,19544,20601,19811,23257,16062,13278,83445,14325,92427,90605,20318,14257,13324,22565,17968,22193,15896,85757,22313,92686,19928,16005,16739,22272,17309,15056,18898,92428,21542,13652,31480,15167,14603,22096,19826,22256,23128,18255,21090,21762,22520,20617,18902,14543,16562,22194,63715,21543,23244,14611,10333,15062,15351,19843,87439,23615,17905,12078,22596,18784,22422,14497,82694,19257,92426,85176,23803,17799,90476,15534,23372,17106,18667,90976,21388,23509,24252,21124,18267,21947,65285,20892,84737,77488,18647,21764,52337,82800"
2024-05,"19008,15833,19986,15542,16400,19180,18458,18306,21062,20310,86444,22602,23191,17967,20655,21368,92102,18840,93237,91488,18217,17141,21939,16104,20294,12350,91366,82848,29744,17358,14790,23731,12527,93347,16377,12497,14535,24095,17360,14923,18558,76711,10253,23119,23057,20462,16099,17913,22259,89029,21539,84757,20572,23431,18399,18780,77624,17366,18151,92688,15902,23514,16255,24100,21736,90288,22781,21547,20334,17854,15303,77202,16181,23266,19077,23194,19196,18836,22911,15287,18129,20975,14936,19862,19985,24162,19391,18054,14536,22772,88807,20419,17271,21563,85526,16310,16776,14419,18303,19846,19994,19953,19395,16788,21763,23717,19499,19187,21720,17326,13411,19488,19956,22323,18195,20163,20576,15132,78002,19184,21604,11636,15065,19476,90926,91907,20337,16680,21927,17898,21342,15848,22185,14245,18261,19832,19825,86211,85757,22583,90098,15222,24064,90400,16792,23320,23509,19592,23054,21077,18203,16626,19479,18785,21118,19585,20892,90542,92428,23103,88507,20468,90917,21764,16005,16655,13954,19843,15015,21019,92775,14823,21272,19544,23257,13278,24287,85419,23267,19778,22801,18133,20292,21289,15361,93085,16765,87016,21779,23117,20318,20593,18784,20791,14826,18644,23316,15416,14257,21790,19681,19969,20842,87404,21518,22655,18901,21560,15269,17955,19176,86536,19947,13693,20169,21935,21750,92536,16007,80343,20437,19566,23516,91184,18838,21060,14711,18938,19559,20112,14813,18100,19995,22229,24252,21788,15847,17892,16535,17309,18955,22268,19982,20297,17879,54704,92686,14296,21748,22536,20891,19831,13652,17966,87759,17816,21947,16524,20280,22757,21762,83244,21324,82745,19349,22422,15534,14479,86051,89394,88511,14715,18887,20612,17968,22763,17870,21578,90679,65285,74740,18098,22272,84321,16062,21757,20344,23941,86580,78908,21723,31668,21086,22245,90298,55993,21836,18214,17373,88260,21695,18664,17880,77175,13621,59010,17146,18961,16111,10966,17045,19849,21519,18772,16318,20339,83011,16090,18452,85377,19251,14543,20315,89540,93345,19541,23615,15826,31480,16712,21683,22313,13328,16818,21285,17987,14531,19928,21543,23372,92427,20564,47861,23395,21096,21778,83976,92095,18128,23224,19353,11752,18667,14325,22565,15896,17323,14545,19179,91832,16923,22908,86778,17254,22312,15067,84041,18898,19197,90126,77570,22221,19556,50550,18255,15440,19962,22679,79362,19826,80539,20607,14935"
2024-04,"19008,22602,18458,21757,16400,91184,15542,15833,18306,92102,21975,19180,20332,20655,19986,16377,20310,19179,14879,86444,17967,22610,29744,21939,14536,18840,18372,91488,82848,12350,52231,93237,12497,21336,21416,23191,16894,23266,17141,13883,16255,76711,17326,81165,20572,20334,23431,17360,21526,20462,10253,23119,16541,19985,17913,91366,23514,16181,20636,19499,22772,22781,89029,19395,85377,16376,90483,14535,19077,15491,20419,15854,21720,88807,90098,13159,20576,21062,15303,21539,20825,17366,18129,19953,14419,17854,16788,19994,22911,90288,18936,19391,18151,21272,20163,23103,18054,22259,19832,20294,21563,21763,90926,23717,16680,15287,21736,19187,20593,16792,23316,20975,19196,12527,15062,23057,23509,21604,92688,84757,14257,18901,17271,23054,24100,20337,16536,15222,24287,18261,20437,22185,21342,90542,19862,18195,14245,18203,23117,22323,85757,16776,21060,14823,22229,91907,86211,15508,19585,18133,19542,14813,19825,86536,78002,23320,18483,22801,14711,19969,23267,19488,18644,20791,21947,19257,15533,20336,23257,88507,16765,20311,15015,20892,18255,21519,77202,21335,21778,24252,87404,21863,19251,20468,19843,16252,11636,17870,13954,92775,19947,18365,80343,21927,22583,23516,21118,93345,90126,16066,19849,21853,18322,85526,82745,16535,17955,13621,19544,88260,12573,23615,18100,15132,21779,19592,21790,15847,21836,18838,88173,14690,21683,83976,20842,16005,19956,63715,17968,21053,22536,17898,17880,20318,23381,20292,83651,17821,17146,16739,19995,18899,18961,21086,89394,19349,23737,10966,15896,19353,92428,19982,20564,78418,18938,82670,16062,19024,20420,17895,18997,55993,16542,21705,21912,21578,15361,14296,14715,24162,23306,21026,21351,16182,15456,15065,22311,20882,16104,14826,21771,18785,54704,21748,21762,15534,21788,15440,18214,90400,91522,18726,19184,24278,22287,14431,21096,90298,21512,14479,21750,23941,15416,19812,15779,16318,22263,17879,16668,13712,17000,83520,23372,61241,20612,15284,14469,16383,23395,47861,16111,21560,22758,15167,21747,16524,21077,17106,11752,16263,86580,17987,16049,90325,84041,19659,16304,17892,16655,22757,46463,21920,15826,89973,12913,85059,19176,13278,86051,13936,59010,77175,14258,83445,91594,17327,19656,20339,20344,20898,16773,10258,17373,79686,24090,31668,87364,86115,76686,19826,20315,18576,10333,21756,12380,15067,17272,18406,17966,21609,17045,16923,19647"
2024-03,"19008,15833,16005,14535,93237,22602,22911,20310,19986,20332,21757,92102,20655,17892,22603,19179,91184,17967,19487,23815,18405,88471,21975,90298,88511,89029,18372,16377,18413,15542,20334,22610,16594,14879,12350,20163,86444,52231,23267,21336,82848,23431,21939,21416,76711,81165,23119,16894,10253,19180,15058,19077,16541,20825,20584,20462,19140,20576,12017,19985,91366,16181,16376,16255,13455,13883,15787,90483,15491,85377,15172,23103,19395,13159,19832,17366,23257,90098,18129,22185,19499,15854,20636,21062,20801,17141,21736,21288,20419,18936,22538,23057,20798,20593,19994,16765,90288,22772,92475,17854,19195,18901,22670,21763,84757,12527,90926,18261,23514,90640,21539,15287,18306,22259,16680,90783,88807,20600,21526,19542,85757,18054,14257,21837,87404,83651,16536,21947,20791,16792,19973,21335,19196,18483,15508,90542,12397,20564,16776,59627,19391,19969,21790,16252,19352,20337,19843,18133,22311,14245,19833,23395,19849,18365,16592,19947,18644,21927,21683,22296,20975,90126,17821,21604,14862,18322,80343,16535,18899,21778,19953,88507,24095,17959,21863,15533,17898,84419,44813,19592,21342,14690,17880,79702,23509,91522,21272,15847,82745,92428,15065,22323,23516,19401,18224,20339,22801,21118,91907,17271,83976,18136,16066,22562,21771,19825,17870,14431,20311,17968,14715,15221,19314,16111,18203,18547,47571,19813,16304,18726,23636,90400,17113,83445,23316,19659,89973,92294,19397,16524,17816,15440,15303,22229,21912,17146,21560,22758,84041,19585,21519,92775,24090,22263,83145,21540,17000,21512,16104,86098,21060,21593,47861,14469,10890,23615,22297,34367,20637,17895,14353,21747,21586,19568,19187,60038,16653,12890,19488,90568,59010,93264,21415,20892,16974,18776,23381,23188,15896,21026,15284,16062,83520,20101,23117,23172,61241,16923,17905,21578,83840,17373,19349,85567,78908,14258,16739,16920,90950,21770,21762,18961,88542,21081,14711,19995,12880,82670,20173,23723,62228,10966,23737,13712,14546,20336,18418,92518,21297,12745,80774,16595,88673,21920,75905,76644,93345,19544,17341,89547,12339,90886,22084,20297,16991,17104,17797,83244,16668,77462,17272,20882,23716,19556,18656,18043,16049,22757,14677,22618,88988,20346,89216,86115,89889,18267,18214,18406,18955,18100,15315,21322,11636,14296,22194,15416,20420,21701,24064,15351,20615,17157,17955,16182,13278,93065,16660,20972,15285,22329,16749,54704"
2024-02,"12350,19846,19008,91184,22602,15833,20332,14879,17690,16005,22347,21288,14535,19314,19986,92102,90298,18405,20310,88471,18372,20334,23815,15542,19460,88511,21975,21757,22538,20655,19140,52231,17901,21416,17892,16594,14424,91822,17967,22610,16181,19179,19077,19487,22603,20825,16894,81165,21336,23431,23119,20462,15058,15787,17141,21577,16377,90483,14556,16541,16255,76711,16765,23103,23514,16376,91366,12017,15491,20419,17951,20801,85377,15854,18129,21837,17366,22772,13159,13455,22781,23058,19973,22801,18309,16680,90783,18936,13883,18413,19592,20798,23319,84757,92475,90098,90288,23790,15172,20636,17854,21335,22185,22259,90926,22562,18054,18102,16536,23381,19195,22296,83651,19813,19843,19499,22911,14145,87404,16070,20600,12397,19994,17113,12527,59627,18547,21790,17821,19847,21526,21778,92682,17000,21912,22565,20339,22886,17693,18899,90126,21081,17318,20082,86536,19542,20311,75320,12500,17104,18901,63773,15533,19196,20337,83976,21118,23267,16252,23395,15508,83840,21683,91522,90640,23316,19397,22670,21770,12209,21763,59010,14257,17870,23255,83445,21343,23010,23803,16111,18224,19568,92428,21604,76644,13954,47571,19980,82702,16792,14715,23791,21512,18644,49138,17959,16592,23615,79702,17816,90542,17987,18776,19187,14469,91612,13712,92294,16920,21540,18838,20892,16776,21527,20287,21947,14435,16535,90568,10860,18483,21272,21593,17880,14877,89973,44813,16793,84419,88507,83520,18136,87364,11499,18047,16281,19004,18100,15221,90988,82745,22660,20615,21415,75905,19472,12082,17972,19402,13108,20058,22758,85567,23509,20305,21111,23793,19011,88620,19659,18656,18322,54704,62228,17126,21123,19024,18726,16304,14472,85796,14690,16974,37402,10257,72338,89546,17968,23193,16990,21519,19636,92493,23636,18257,19826,16066,21026,21322,23428,19948,76279,12339,22812,93427,23875,15440,22092,20336,14714,90986,87487,18997,18214,16542,41241,80432,20791,90706,78908,20437,24017,19969,17045,22087,16595,12880,81084,17984,17801,21747,14642,16923,18578,17898,19556,22618,92747,76927,11995,87656,21614,46463,89547,65285,18058,88427,20581,83011,63715,20173,19953,22287,80774,86233,18267,22301,93266,23057,90170,86211,15351,15269,49373,14431,42439,20733,88988,21017,21060,47861,17033,23679,65270,18134,16749,17271,20469,14862,20564,86408,91734,13600,22361,14677,90735,60038,23186,19076"
