date,Bottom_stocks
2024-11,"23062,19584,23012,22662,23255,19549,15417,91068,22669,22284,16962,23872,19978,24465,24477,24285,22223,23120,22886,15904,23515,21276,23252,21833,14934,17109,89244,23804,22539,21018,24278,15540,22546,23869,22256,19021,21023,23032,23670,18568,21551,22888,20412,23776,25452,12928,23329,21518,22626,23857,22341,16793,93002,18915,93263,88372,21091,21273,20882,20893,15436,24092,19356,15493,15775,14273,17365,87344,24251,19542,16164,17315,20663,90971,22688,79686,22645,12360,19814"
2024-10,"20638,19584,22662,23857,23062,23012,19549,91068,17109,16164,22669,21276,20290,22256,22886,89244,20813,21018,16962,23670,23120,18568,23252,20412,23804,15904,23618,21910,24092,21551,15540,22626,22539,19021,22186,23815,21023,22676,23032,19331,21712,21518,21732,17250,24278,23329,18915,12360,23629,22546,15775,19356,19935,21876,17672,22615,87344,22209,24172,15272,24251,22888,17978,90971,21091,83916,93002,22327,21325,22341,20331,85390,20442,24291,93263,17365,23352,18215,20893"
2024-09,"20638,91068,19649,23857,20620,22256,19192,23670,23232,22626,22523,20575,24079,20290,23618,21833,24164,21518,18915,19814,21732,21276,22688,23032,22186,23235,23252,22676,19356,22341,20867,19021,17250,21876,22886,21910,93002,15272,15775,17978,12360,12680,84184,21034,22767,22539,14815,24051,21712,21019,23804,16393,23815,21971,14467,20442,23792,23775,17672,22667,23195,19569,21325,22615,19682,18775,81761,23874,86580,93263,16086,23352,19470,17869,21091,93126,65541,17365"
2024-08,"21025,91068,22256,24077,23775,20620,21832,20623,21876,22186,22200,22626,19814,21532,23670,21518,22540,18915,12360,21971,15272,14467,20552,14815,15775,24079,23618,88174,21732,19021,23515,22174,19657,81761,19192,24000,21833,20180,19356,88518,22341,19965,17250,21276,79841,23235,20867,23352,83916,18775,23195,84184,23874,87337,22615,21758,21325,23815,22266,21091,19470,24051,19483,21536,17365,22546,92230,91742,15127,19808,18453,21027,16962,17978,22688,16086,18075"
2024-07,"23227,20623,16998,21832,22200,22626,21876,23670,21971,13279,22540,15775,23618,91664,14467,18915,14815,12360,22615,21732,23101,25452,90081,20552,22888,22256,21276,14452,88174,20867,79841,21823,24000,19653,19483,19803,23617,16962,15272,85686,83916,21833,22266,23352,20884,23874,91500,15396,21758,22341,19657,88518,15431,18775,21110,90971,19021,23804,20607,21532,16964,21086,15914,17250,21325,15664,17974,22782,21105,22771,21019,19919,18215,22886,14828,16086,18453"
2024-06,"14444,23869,25452,13279,20640,22626,23227,23185,21876,21971,22256,23618,23670,19066,14467,21276,19653,92345,22885,19483,12360,19803,85686,16998,17349,15219,20884,90081,21760,15664,15775,21823,15489,22888,16802,18302,22540,88626,26201,20867,21536,15789,23804,15914,21732,21052,22882,13700,23031,91500,23806,22342,21908,20341,14815,22615,22771,16962,21841,20816,15272,21091,88518,22174,15396,21034,14239,18453,18775,18894,91571,91359,23617,21325,89891,79841"
2024-05,"23870,17979,23199,14444,20425,90081,21532,21823,92345,23618,22882,22626,21876,22888,22540,21018,22885,19584,19653,19808,23185,13700,22232,17349,15065,15775,22256,14467,16778,19483,22342,21091,21758,21536,23128,91500,23109,15375,15396,23031,18830,21833,21276,20607,68145,18894,20436,20867,13751,22174,21580,22341,82156,20884,16802,89244,90971,88518,20341,21325,19464,16188,21931,18302,15789,22266,15433,15272,22615,21841,92252,20893,21908,23427,20816,23113"
2024-04,"17979,93347,23113,20425,82156,22888,23618,21823,15065,90081,22882,21971,91664,14610,92252,22540,23777,21876,16778,19483,23021,22232,21536,15775,21273,19584,77624,18558,15433,17349,19653,14523,23226,23109,21276,91500,68145,20867,20609,23783,15396,22256,16188,22174,15272,14467,16179,22258,17250,22615,22523,23031,23725,18775,21325,21833,18830,22908,19470,65541,23515,15789,22266,22341,88518,20893,21758,90971,23670,20181,22272,21580,17869,21114,21091,22332"
2024-03,"93347,14610,22256,23266,22272,16788,16146,14419,90081,23102,15065,15775,77624,91664,21720,17349,23731,21971,20607,21536,21019,21018,19653,91571,23021,22328,21876,23191,14467,21273,17360,19483,20609,88626,20572,22638,17869,21759,23510,22258,15789,22313,17250,20884,91500,14611,22266,12928,13947,23415,21114,15396,20813,20867,15272,22897,19470,18775,21276,23031,17948,68145,22615,22341,22689,14536,22193,20341,20181,16712,16188,17672,21325,15639,19682,18780"
2024-02,"15065,21720,23266,22255,22256,15775,22272,16788,16400,91488,14419,23191,90081,17349,21971,16310,23021,14468,23678,20607,93237,17889,20584,22897,20439,88195,17360,17869,15789,21273,21018,18306,21536,13825,15639,21019,14611,91500,91571,20572,88807,19653,19184,17251,14720,22909,21876,17272,16712,17330,13947,17905,15396,19395,23244,14536,23415,19483,22193,14459,22266,17361,18261,20867,22615,19814,17313,23216,17250,21786,22313,20863,90976,14467,23664"
