date,Top_stocks
2024-11,"15058,91457,86536,22323,15287,15056,93337,19628,54704,91907,92380,15303,14877,13455,18259,76711,18054,15542,85293,63715,70704,18217,19862,17358,87656,82747,17877,85744,10779,16120,19313,19592,17141,18824,90298,92619,15286,17444,88240,65752,76927,15796,50606,14535,83651,14690,86242,91366,16684,18827,17871,13976,19008,19956,86115,20618,14546,80050,15351,79362,19966,14102,16998,19484,11533,88810,12497,12209,21799,17967,15429,87589,14092,17000,16108,13796,93299,14545,17892"
2024-10,"15287,15058,86536,91457,22323,15056,92130,93337,19628,91907,18054,54704,82747,18824,15542,15303,18259,92619,14877,70704,17141,18217,19862,10779,92380,50606,18827,16998,19592,63715,19008,15796,91366,76711,17444,90298,86115,18836,80050,83651,17358,14546,86242,19313,16120,17877,88240,32791,15286,76927,14535,16318,13976,87656,79362,74740,15351,16684,85059,18224,85744,19966,15664,14690,12497,17157,14092,65752,59627,21349,14102,13796,21762,20618,11533,19314,19956,50876,15429"
2024-09,"15058,15287,91457,86536,22323,18054,91907,92619,93337,18824,54704,19862,15056,18259,18217,19628,15303,50606,18827,18670,70704,14877,88240,90298,15542,82747,18224,32791,92380,63715,15796,19592,17141,14092,19008,17444,17877,16998,92518,15286,16318,86115,19313,17358,14546,86242,14879,14535,76927,76711,17157,16120,93299,59627,17892,82156,80050,83651,17968,16538,89547,85059,20618,17039,19135,74740,19966,47571,15351,83976,14102,16533,16400,14545,15429,10779,18836,91366"
2024-08,"15058,91457,18054,15287,86536,91907,92619,93337,22323,12060,19628,18224,92380,18824,15542,17141,18827,15303,50606,82747,90298,16680,15286,16108,70704,16318,19592,15056,18217,32791,15796,19862,86115,13750,14877,14545,14092,17877,88240,54704,13700,15416,92518,76927,17444,17968,14535,14879,13730,16400,93299,63715,17039,18259,86242,83651,83976,15833,79362,16120,65270,19966,80050,17157,19313,14690,59627,19314,89547,21747,11499,14546,85059,19008,10779,12497,16005"
2024-07,"15058,86536,18054,15287,91907,93337,92619,18224,12060,18824,88240,92380,15303,15542,19592,91457,70704,50606,18827,90298,16108,86115,82747,16318,32791,15286,14877,54704,18217,17444,15796,15056,63715,17039,17877,14092,19628,17141,19008,76927,92518,16005,79362,14545,13750,65270,86242,19862,16400,20975,80050,17968,15416,14879,74740,18259,89547,14546,10779,17157,85272,85059,14535,20876,16653,19966,12497,14444,90720,83976,93299,89349,16818,17987,14642,50876,15833"
2024-06,"15058,86536,91907,18054,15287,18224,15303,92619,93337,18824,12060,15542,92380,90298,82747,70704,19862,91457,18217,19592,50606,15833,19008,15286,16318,18827,13976,13750,14546,15796,17039,85272,54704,16108,86115,16005,65270,89547,16400,14877,79362,76927,15416,20975,17968,74740,63715,17358,90720,19966,17444,16818,50876,18259,92518,20876,14545,80050,87198,17987,16653,85059,14092,17141,15056,17877,16776,17157,91184,10779,12209,86242,15172,81084,92102,14535"
2024-05,"15058,86536,18224,91907,15287,18824,18054,12060,93337,15303,92619,18217,17039,15542,90298,70704,92380,19008,50606,82747,19592,13750,15833,18399,18827,16689,16318,15416,65270,54704,91457,19862,16400,16776,85272,89547,15796,86115,81084,19628,76927,79362,17968,80050,16104,19966,18901,16005,16377,49429,16818,92518,20876,90720,50876,18259,14092,92102,16021,16592,87656,74740,14535,13730,63715,93299,17157,17357,85059,13202,16653,20975,14877,17444,90371,82745"
2024-04,"15058,18224,91907,15287,86536,93337,18824,18054,15303,12060,81084,17039,16689,65270,16318,92380,92619,90298,91457,85272,18827,15542,54704,70704,16377,89547,20336,50606,13750,63715,92102,18901,17968,19008,86115,19628,13202,19592,83520,15416,19966,14877,76927,49429,16400,15796,79362,90720,80050,16592,13844,85059,47723,50876,16436,91734,92518,20876,17357,82745,19484,83976,17157,16021,82747,87656,93299,91184,14092,91606,90371,16005,16776,59627,17987,17877"
2024-03,"18224,15058,91907,15287,18824,93337,12060,87471,17039,81084,86536,65270,92380,92619,18054,18901,16318,16689,93237,90298,17357,70704,91734,92102,89547,50606,79702,47723,85272,19966,13202,18827,50286,54704,92518,49429,93299,16611,17968,15416,19628,17157,19592,17444,14092,90126,86115,16592,90720,79362,83520,91076,59627,63715,80375,92111,86242,83976,91606,16436,16377,15796,93067,92294,92726,15303,82747,13730,88417,87198,85059,14877,17877,16005,13750,16021"
2024-02,"18224,15058,17039,93337,12060,18824,85272,87471,65270,81084,92619,91907,18827,50606,90298,92380,86536,16318,47723,16611,16689,90170,70704,89547,16592,16021,15542,50286,91076,17357,19966,19592,18054,18372,92102,13730,19628,93299,80375,92518,54704,17444,79362,16737,14684,91606,78170,49429,86242,83520,91184,18901,79702,20161,13750,14092,17968,59627,90720,76927,90126,87198,17157,12644,13202,82747,91734,90371,13844,93067,92294,92111,16680,83976,15429"
2024-01,"18224,87471,92619,17690,15058,17039,92380,93337,65270,86536,18824,81084,12060,90298,16689,85272,50286,16021,91907,47723,90170,16611,70704,18827,15542,50606,17357,13844,13750,15172,18372,15268,13730,78170,83520,16592,76934,90371,89547,49429,91076,76127,91734,17869,15287,15429,19628,15796,93299,50017,18901,13244,91612,16318,16442,87198,88240,82747,92518,15645,16448,90986,16962,20161,14684,14179,91606,10779,92601,88417,16737,12644,80375,15417,14092"
2023-12,"18224,87471,92619,17690,16689,17039,85272,47723,16675,65270,16021,15172,15058,11379,86536,90542,93337,92380,12060,85419,18824,81084,78170,13844,15268,12644,17357,90170,91907,91135,50286,13750,18827,14179,50606,18372,16611,70704,16442,16737,16962,91734,49429,13730,92601,90371,13244,16448,76127,92294,90298,14879,91560,85686,87198,19966,50017,15429,76934,82747,93299,20161,88417,93263,13366,79702,89547,34673,19628,76927,16436,14379,15287,28345,91612"
2023-11,"12644,90999,13337,16611,18224,85272,87471,92619,14619,17039,17690,78170,16675,15172,16021,90542,16689,47723,17357,18827,85419,11379,15058,17813,93337,65270,18824,13750,12060,91135,15268,50286,18902,92380,81084,79237,50606,91907,14708,76127,13730,16442,92601,34673,91734,13844,16448,93263,15862,13244,12788,16737,91560,88240,13366,14179,49429,88417,16070,16962,16119,15287,54704,90371,34833,90298,87198,13124,13202,70704,14379,19460,76934"
2023-10,"90999,12644,16611,13337,87471,85272,16675,19460,18224,92619,14619,78170,16021,14708,17039,90542,12060,11379,17690,47723,16086,65270,85419,50286,93337,17357,18827,18824,92380,91135,15642,17813,91734,13844,76127,90371,81084,91907,13750,79237,14179,50606,16448,49429,76934,16689,91560,88417,93263,18096,13730,15268,13202,15862,13244,16442,16070,70704,54704,16318,12788,18902,88240,87198,13366,92601,86536,91076,86822,16119,12397,14379"
2023-09,"12644,90999,16611,92601,13337,18224,87471,16675,85272,92619,90542,14619,14708,12060,16021,50286,11379,78170,17039,85419,91560,65270,93337,92380,91907,17813,47723,16086,49429,15862,16448,13750,18827,76934,90371,50606,91734,18824,15268,17357,13202,16689,88417,13844,14179,18898,81084,91135,14855,93263,14934,79237,85686,14813,88462,12397,70704,13279,15642,18096,76127,15429,88240,91076,14684,13366,79499,86822,91082,16442,87198,16318,79442"
2023-08,"12644,90999,87471,13337,92601,18224,16611,16675,92621,14619,14708,85272,91560,12060,92619,91379,50286,11379,16021,49429,47723,85419,14497,16086,90542,93337,65270,16448,17039,14060,78170,93263,76934,15862,13366,14151,17357,49488,17813,90371,81084,18898,50606,79499,14452,18827,91907,91734,14179,88462,14855,79198,14686,16689,91135,18824,90496,14813,14877,14815,16318,82518,88417,15429,91076,12076,54704,89301,13244,85686,14934,14172,14684"
2023-07,"12644,87471,90999,16673,18224,13337,92601,14619,16611,16675,17372,83520,14497,14708,92621,75573,85272,91379,91560,82526,12060,92619,50286,65270,47723,90986,85419,16086,14813,49429,93263,17039,93337,16021,16448,76934,90496,14060,15862,81084,89349,17357,90371,13366,14179,91734,49488,50606,90542,91907,14452,14151,79499,70704,17813,85686,88462,78170,91076,18824,79198,85205,18767,17869,11379,13706,16689,91135,12076,18827,85013,15429,14855,17877"
2023-06,"12644,90999,87471,93338,13337,13124,16673,92601,14497,16611,16675,92380,18224,14619,83520,14708,92621,82526,45225,17372,91379,75573,16086,12060,85272,14813,91560,90986,93337,13279,17813,91135,10258,47723,85419,18827,88462,16021,93263,11379,90371,50286,90496,49429,76934,50606,15642,70704,16448,15417,13366,17039,81084,76127,65270,49488,88372,78170,79198,14179,16689,14855,18767,14151,90542,91734,18824,12076,17869,91076,18048,17877,87198"
2023-05,"90999,12644,87471,93338,13337,16611,14497,13124,16673,14708,18224,92601,16675,92380,14619,92621,17372,83520,75573,45225,14813,93263,15294,90986,85272,16999,91379,82526,10258,11379,12060,50286,90496,47723,13279,17813,91135,91560,17869,49429,93337,76934,81084,15417,15862,90371,16463,18048,91076,16021,13956,70704,85419,18827,13366,29102,92213,86536,65270,79499,91082,91734,14855,14179,12076,17039,50606,83885,90170,16689,79198,15642"
2023-04,"29102,90999,13337,13124,12644,93338,14708,18224,14619,87471,83520,16611,14497,92601,92380,16999,91305,16021,16673,92621,16675,14179,17372,75573,91379,15294,10258,78170,45225,13244,93263,85419,85272,17813,17869,50286,91076,18048,86536,13279,11379,90496,90986,91135,16448,89134,14813,18827,83885,82526,17039,16442,81084,90371,91560,17979,16164,76934,15775,17251,50017,15417,79213,65270,86165,76127,12076,16463,15862,84387,12060,15784"
2023-03,"29102,90999,87471,12644,13124,14708,14497,13337,93338,17979,16611,83520,14619,18224,91379,16999,16675,92601,17372,75573,16673,17869,13279,45225,92621,14179,15294,93263,10258,85272,86536,50286,15775,14444,16164,81084,91305,91560,76934,17039,82526,83885,50017,11379,90986,90170,14813,17813,91734,79702,86165,16448,79198,70704,12060,90496,63546,82747,15784,49429,13244,47723,18312,92294,10547,16377,17272,49488,89505,90371,84275,92557"
2023-02,"29102,90999,87471,14497,12644,13124,13337,18224,93338,91379,14619,13279,16611,75573,93263,10258,17869,92601,83520,14179,14708,16675,16673,17372,45225,16164,15775,16999,15294,81084,92621,86536,76934,85272,91305,90926,91560,50286,16532,16802,18312,13323,17813,90986,50017,17039,93272,93302,10547,83883,12060,16448,17272,16824,15436,16401,11379,90496,47723,91734,63546,17313,90371,82747,24328,89349,84275,79198,15784,49429,14444,82518"
2023-01,"87471,90999,29102,14708,14497,12644,91379,15793,14610,93263,14619,16611,13124,17869,18224,83520,75573,17372,13337,10258,92601,86536,92621,85272,16675,14179,50286,93338,15294,76934,13323,17272,45225,16673,89134,81084,17813,93302,91305,16164,10547,16999,18312,93272,15436,79039,15015,83883,15775,16802,17250,12060,17313,90371,14813,78091,90907,88462,91560,18466,50017,90986,17351,86233,84275,86165,93350,17039,82526,16532,90926,85205"
2022-12,"29102,14610,90999,87471,14497,12644,91734,14619,13124,93338,87364,18224,91379,14708,88462,17869,13337,92621,91305,92601,16673,93263,17372,14179,83520,75573,15793,10258,93302,45225,13323,17272,81084,16999,16675,89134,17813,15294,16611,86536,85272,14813,15015,50286,83883,15775,93272,90907,15862,10547,79039,86233,17250,86165,50017,91560,17313,18312,12060,90926,90496,86098,79702,78091,65270,91076,19001,16802,90298,76934"
