date,Top_stocks
2024-11,"14444,19649,13700,23185,15489,21025,23258,20552,21263,81761,20442,23041,22200,16393,23669,92986,20620,91428,17871,21799,13707,19803,22260,14540,91742,19657,19965,18302,92230,22667,21562,87589,88810,21913,23673,20638,23178,22885,23235"
2024-10,"23041,23870,15433,14444,17979,19649,22793,22232,23999,21025,20552,23185,23178,81761,23235,24247,23997,22200,20425,16108,21580,19803,92986,91742,23258,15489,16778,18302,92230,13707,23939,19965,17871,16929,21263,22323,23184,19944,15286"
2024-09,"15433,23870,23041,17979,23178,17358,23939,14444,22232,23185,22200,20422,20552,82156,13700,23997,18217,23805,18836,16108,18302,15375,24247,21580,15286,16778,16104,21368,19803,93347,22323,20449,21263,17871,22768,23128,20425,23999,14991"
2024-08,"23870,13700,15433,16108,23185,15375,20422,22255,14444,22232,17358,17979,24247,18458,87583,16778,18217,21580,23178,23191,16104,18302,15286,21368,16400,21263,20425,20787,12497,19803,29744,18836,14991,17871,23731,93347,22323,14419"
2024-07,"16400,15433,16108,23266,22232,88807,17358,18458,19180,23185,24247,23870,15375,23191,18217,18306,16778,86444,14444,87583,12497,16104,23128,17979,21580,82848,18302,20425,15286,91488,10253,21939,29744,21368,17360,18151,93347,93237"
2024-06,"15833,22781,22602,15433,16400,17358,18306,12350,17979,23266,19180,20655,18458,86444,23191,20310,17967,18217,16778,24247,21939,92102,18151,20425,82848,21736,22232,16104,88807,21580,12497,15286,16108,21368,87583,18840,23057,23731"
2024-05,"19008,15833,19986,15542,16400,19180,18458,18306,21062,20310,86444,22602,23191,17967,20655,21368,92102,18840,93237,91488,18217,17141,21939,16104,20294,12350,91366,82848,29744,17358,14790,23731,12527,93347,16377,12497,14535,24095"
2024-04,"19008,22602,18458,21757,16400,91184,15542,15833,18306,92102,21975,19180,20332,20655,19986,16377,20310,19179,14879,86444,17967,22610,29744,21939,14536,18840,18372,91488,82848,12350,52231,93237,12497,21336,21416,23191,16894,23266"
2024-03,"19008,15833,16005,14535,93237,22602,22911,20310,19986,20332,21757,92102,20655,17892,22603,19179,91184,17967,19487,23815,18405,88471,21975,90298,88511,89029,18372,16377,18413,15542,20334,22610,16594,14879,12350,20163,86444,52231"
2024-02,"12350,19846,19008,91184,22602,15833,20332,14879,17690,16005,22347,21288,14535,19314,19986,92102,90298,18405,20310,88471,18372,20334,23815,15542,19460,88511,21975,21757,22538,20655,19140,52231,17901,21416,17892,16594,14424"
2024-01,"19008,91184,15904,14879,20332,16005,17690,21975,90298,22347,15542,19140,88471,14424,88511,19314,15863,19986,21416,52231,18405,21757,20101,17892,22603,20825,15631,19487,18781,19135,91822,12017,22610,90483,19973,19179,21829"
2023-12,"23252,16005,14879,17690,15904,91184,16070,19140,19249,19135,19314,14424,17892,20101,21975,15631,52231,22284,18405,22329,91822,88471,21416,22347,21288,19460,16594,19338,20801,15863,19487,18372,20825,18781,22186,22610,19179"
2023-11,"23252,16005,17690,16070,19135,21829,15904,14424,19460,19249,13202,20801,19140,17892,14060,19314,88620,22209,91822,18405,15631,22186,22284,20101,19956,22347,18427,13455,16473,14545,15863,20567,15172,19487,22329,16987"
2023-10,"19460,16818,16070,19592,23252,91822,19135,17690,19249,13202,89935,19649,15904,21829,14424,20412,22347,22284,20567,22186,15631,19338,15645,14934,14060,17951,88620,14545,19956,16161,20333,17901,22209,21889,15863,84184"
2023-09,"16818,89935,23252,93337,19592,13202,20333,19338,19135,19249,15382,21829,22209,22186,22238,20567,19956,22311,16161,14934,15645,20101,84184,21889,18781,15863,14060,19840,14545,16887,15904,16070,15631,20573,22537,22284"
2023-08,"15287,93337,84302,19249,23252,16818,22523,89935,21931,20640,17266,19592,15382,15219,14452,19956,17877,20567,92521,14934,16887,22311,13202,19338,17041,20333,14545,14060,19811,15645,16903,20573,22537,18901,92380,21289"
2023-07,"84302,15287,15417,21931,16818,17266,93337,15219,89935,19956,18897,90170,19811,20640,17877,20975,19592,15382,13707,16903,92521,17041,16887,22209,20333,81761,22311,20294,22238,91021,22286,18901,14545,18997,17979,21947,15645"
2023-06,"21931,15417,15287,13279,93337,82747,20640,19483,22906,23199,17266,16818,19628,17877,15382,18897,89935,16393,90170,17361,20975,13712,18568,19811,19592,17091,14444,81761,16974,20135,17979,20754,88626,92521,20333,18997"
2023-05,"93337,15287,15417,22771,92252,19500,16164,21931,19483,82156,82747,19472,17877,14444,20975,13279,15382,17361,15664,22906,17146,90170,15277,16974,92521,18363,17266,20754,19628,92380,19811,16179,14546,16793,14468,15379"
2023-04,"16164,16824,19500,15417,19483,21931,19011,82747,20975,15664,18089,16962,92252,22906,82156,92345,90170,19472,15287,17361,22771,20439,76963,19628,22801,17266,20294,92380,20754,13279,16974,81761,16393,15277,19004,16793"
2023-03,"16824,16164,19500,20439,19011,82747,15417,16962,90170,18089,14444,15510,22771,92252,20975,16393,17361,17979,19472,22801,19483,16776,16974,15664,19628,16793,23109,22906,15177,19004,20754,16179,93126,81761,17271,18402"
2023-02,"16824,16164,18089,15510,82747,14444,13279,19011,18402,19500,16962,16793,22906,16393,92252,19628,12500,16179,22771,16776,15058,14610,12573,19066,22801,17361,79702,18773,20147,15277,15379,92345,14546,15177,17271,19004"
2023-01,"16962,16164,19500,88240,87656,16824,14610,79702,82215,22801,19460,70704,19472,19011,15268,15833,17271,19066,16776,14879,15379,12573,18402,92252,15177,15277,92345,15364,18902,13976,90298,18089,18773,15510,20439,12500"
2022-12,"16962,87656,18148,88240,16824,14610,82215,15833,79702,15510,19011,18402,16931,12573,18089,15177,17271,18855,17905,19460,14879,18773,16778,34666,13976,13455,17000,90298,14822,18902,70704,17351,15058,19862,16111"
2022-11,"13863,16778,16255,18148,14822,82215,79702,87656,88240,15510,16931,19460,18773,34666,12751,13652,15058,15833,16111,20149,17816,14862,83651,15796,16739,70704,18902,87825,15662,21077,90298,19862,85744,14158,17000"
2022-10,"86536,13863,91457,82215,19077,14822,18148,88240,87656,79702,21077,16931,18855,12751,18773,93347,14862,17816,16998,15833,19862,15796,17885,19569,87825,14158,16739,13652,15662,83651,18902,91488,70704,90926,21770"
