date,Top_stocks
2024-11,"18568,23120,19584,23062,22662,21551,22298,25452,16164,14720,20331,24691,15904,17109,23056,18253,23012,19073,24092,20412,23430,86581,23329,93434,23198,21091,23795,83391,17889,24172,20848,87344,14925,19549,24656,21720,22669,19233,22629,17360,20180,23784,23423,17821,93083,23814,89889,23509,22667,23873,23068,16788,15417,19814,21927,19142,23613,17262,18648,16400,50286,25626,12680,24162,23628,88195,17141,25633,20721,20297,25028,19956,14935,17948,86233,24595,79573,14937,24078"
2024-10,"20638,20290,22767,16393,21799,20442,19331,22667,21712,23857,19935,21913,87589,21562,22260,19980,14056,12350,22523,16670,15846,19352,85293,16877,13455,23058,13700,80924,93274,17301,18678,20655,23415,17905,23033,18363,19569,92686,24466,17109,19142,85390,23873,89986,21732,19113,21263,84607,12579,14540,25349,20620,17672,21757,24700,91283,24247,23669,23431,18396,18855,19257,14676,19470,17967,15396,23784,83303,16524,19849,21309,23258,21379,20796,17346,19533,18955,22313,24102"
2024-09,"23235,19192,91428,21025,92130,19944,22538,13707,24469,19965,81761,18556,20620,23669,19649,16681,23102,92230,14540,14158,22793,24079,91742,22801,21847,23775,87043,12877,19814,18419,23127,25215,23272,18855,15664,24051,19142,23041,23998,68145,20801,19832,22561,75033,93126,90672,12680,15379,23231,85377,25360,18806,23415,19808,15960,10779,14467,18395,20902,92986,89597,60599,23195,20628,18783,22238,92688,25349,13796,85744,18131,24100,20339,12209,21090,21261,14797,25353"
2024-08,"22200,20552,23805,19657,21832,20623,23041,20285,14591,18559,23267,21513,25034,24000,23258,21286,16532,24098,20817,14300,24114,91488,21309,23939,23673,14468,19999,23715,18670,19483,16524,24094,18783,21758,60599,82156,21586,91664,24721,16998,17358,48072,14239,24510,17146,88174,23426,20636,18075,18259,20137,20609,23178,91571,20449,22906,88462,19076,22185,21090,91742,23231,14466,15127,23716,15433,85272,15364,19681,22546,15489,18413,14060,18845,16533,14245,21837"
2024-07,"23227,20422,22255,21263,20841,13279,19803,17907,14991,15489,17871,23178,22768,16964,37381,21114,93012,15510,88810,90955,16533,15914,13700,16998,18719,22323,25452,15662,24291,76711,23101,90223,15177,20449,91664,16680,25051,52231,23423,22634,19778,87759,23939,21572,24484,24162,24698,92475,16975,23108,23257,20825,20147,21288,20884,17120,16120,19832,90679,22888,21527,24655,21685,23617,17974,19249,17038,23856,90178,22289,23784,18670,14424,23870,19850,17141,86098"
2024-06,"14444,24114,23185,92345,16802,18302,22885,15375,22342,92986,23128,13700,22655,18894,21841,19464,15364,19648,20787,85539,88240,20455,21308,22561,19076,82779,20419,25452,91571,21760,24069,23184,23257,16310,20341,24162,88807,21034,22232,14818,22224,88351,15489,19849,79499,89301,14661,48072,20422,14133,90170,14715,24164,20137,16281,92917,24247,15789,22316,17141,88626,13796,85390,24102,47723,10158,14543,16188,20410,13279,20452,22899,20581,21536,24868,14797"
2024-05,"17979,23870,15433,23997,23999,16778,16108,20425,22232,21580,87583,24247,23109,16929,92252,82156,15286,21520,16179,13812,23226,20846,22781,92486,92468,82281,18830,17134,23184,21705,16536,21842,15375,21787,24287,18151,20112,21756,20601,22882,22909,85293,22596,76461,19128,19956,21823,83303,68145,21833,22551,90081,15540,19494,22561,15631,17358,24660,19808,20420,19811,80539,18098,24584,24251,13321,21736,17373,23613,19542,20637,21563,13976,21228,17366,15533"
2024-04,"14610,18217,18558,21368,16104,93347,17358,77624,20644,23731,22638,16099,14923,18836,18399,14790,23194,21114,21547,15902,20609,18780,21062,18303,14936,23113,15833,23423,21273,20112,17120,12527,90917,13411,19778,16626,23057,15848,92688,85419,77202,16712,18405,19197,18784,22272,16007,22763,87439,23515,22268,24827,13652,23866,24064,19134,19862,21289,90400,20567,24829,19008,16376,13693,22186,14435,19479,24100,15132,22221,17315,18785,23191,20295,20325,86536"
2024-03,"18458,21720,23266,23191,14419,17360,16400,29744,20572,16788,14536,12497,91488,17913,19257,18840,18151,17326,16877,21563,23054,23717,15062,21019,19862,18306,78002,21526,92688,22256,15303,18195,22272,21288,19401,23320,20607,23731,19962,21540,20437,19249,24278,18644,85526,88208,24287,21628,19956,24485,91901,15542,19847,19187,21053,14823,20801,15222,19647,77202,86211,20336,20294,24252,20842,14711,22772,91571,23998,24288,23267,14611,14790,24566,22602,20468"
2024-02,"93237,20584,89029,21939,20163,10253,21736,19180,19395,82848,86444,88807,22911,18261,19832,20576,18306,20294,19985,23257,20593,21539,15287,16400,17905,19980,23267,23057,19833,23678,91488,20297,21342,21748,85757,17113,21927,15065,22229,20975,57913,19986,20564,24162,19391,18133,91907,24100,24653,23516,17892,21863,19184,21578,24078,24488,23244,19179,18901,24287,15416,19947,19487,23664,14245,18483,18365,20791,19825,15848,22583,17272,24577,14535,19969"
2024-01,"22602,15833,12350,20334,20310,17967,92102,20655,20462,16377,20419,84757,16181,91366,22185,23103,23815,19846,23790,17854,90098,22801,16255,14535,14791,16680,21947,20337,90542,19994,21875,90926,24017,19953,21912,21770,21763,88507,16111,23737,14296,24095,23853,21790,21604,19499,93069,90126,21560,20882,22245,19472,13954,19149,23856,17271,16793,20612,19993,90081,87759,24100,21519,19196,19391,21331,76963,16472,79702,17906,14813,16188,21860,91283,19644"
2023-12,"19008,15542,23514,21062,19986,19077,22538,24095,23431,23058,23119,12527,76711,17141,18129,17366,23319,90288,22259,20332,22670,22772,13707,22911,24466,19973,91184,16532,18901,15269,88511,20312,17816,16765,22763,23815,19196,24486,22908,78908,18887,93350,21757,21764,19592,21288,16535,20999,21118,17146,22286,24485,16066,21026,19681,17966,20339,24172,19492,11636,19843,18562,92428,19833,90298,21324,21019,93085,20600,24162,24094,16776,85757,14797,14145"
2023-11,"14879,21416,21757,18372,20332,22610,19179,21975,91184,13883,16894,52231,19978,16541,81165,16376,90483,20636,21513,20825,15491,85377,13159,21526,21336,16536,18936,15854,21335,21512,18365,15277,21272,86536,15533,21288,19066,20776,20311,23857,18322,79573,24000,17821,22603,24279,17349,20150,18483,83651,23789,15508,21778,19542,16252,23723,19499,21771,23805,85399,21853,20295,18465,88471,91594,26201,83577,20437,19397,79702,23381,23791,21111"
2023-10,"22603,16005,18405,17892,88471,20801,19487,18413,13455,16594,12017,15172,19140,88511,21288,90298,17109,92475,20798,21540,19195,15058,15787,21837,14535,90783,90640,17318,19978,20600,21276,23857,12397,23804,18644,23723,23815,19813,59627,22329,19314,17959,23802,18776,22562,20287,23255,16962,16974,21111,83145,14862,15268,20825,20101,16765,21586,18309,23395,76279,14715,16592,17690,19636,23252,20637,19973,23663,85567,13750,85540,47723"
2023-09,"19460,19846,21879,22347,17690,19649,17901,17951,91822,23805,14424,19314,21577,14556,18102,13700,18309,19847,92682,17113,21720,16070,63773,75320,14328,19011,21081,22348,22565,12500,14145,17693,22660,19813,14548,86536,22886,22882,88620,21260,22627,18047,23381,12209,17104,19973,18257,19140,13108,19592,17987,82281,19843,19986,23010,21289,92686,15904,19826,17000,23784,18838,23316,17315,18054,18134,18547,21343,13712,21533,22899,21114,15642"
2023-08,"15904,18781,20150,22284,22186,19135,15863,20412,16161,20101,15631,19840,21309,14523,21829,84184,18461,22298,20882,13750,21828,18667,22667,19147,17146,80577,19952,21889,20290,22238,16711,18770,22551,20135,20600,23509,17907,20196,16818,23194,22209,20898,21835,17315,80274,14531,18457,19397,16655,19629,21830,89244,23775,19935,76128,17270,88779,81044,78213,21707,19679,87759,19599,22265,20207,23943,17871,16472,23010,17977,19893,19973,77175"
2023-07,"23252,19249,22523,19338,16070,77569,21289,20567,22329,23273,20154,22185,22537,18678,13202,89889,14791,20999,20297,80812,21260,16542,15943,19176,14145,21909,23870,23856,20287,17907,23673,21331,15543,16655,23815,21342,23872,15268,18402,19966,19862,19395,22551,19135,20126,17222,14300,23509,23666,21056,20615,20058,19576,20290,16472,18784,89394,85889,19615,89728,23715,75154,16818,85744,23795,14983,90751,20130,89175,21722,19402,80719,21876,18305"
2023-06,"84302,19956,14060,16887,14545,18427,91021,14540,15219,21760,18901,16987,22209,88620,18259,16524,16473,92619,22238,21052,17120,21889,14435,91901,14107,21062,21044,19647,15960,20581,23430,22520,21110,89986,13202,84419,23804,20331,83885,82215,16542,20193,22193,19500,20309,14822,91907,16472,19527,77515,21735,16818,23717,21586,15664,20196,83148,19928,19788,20173,22177,89891,16655,20898,92808,13798,16522,13844,22416,88507,17955,22178,17870"
2023-05,"23127,89935,23199,20640,18568,17091,19592,20333,14934,22311,13751,16903,23101,16818,15645,20607,84819,10779,16786,19928,20436,22286,21588,16940,82162,21541,20135,23321,17115,18897,21931,90542,18644,84411,89244,23658,20331,16066,17315,87759,21779,18483,14822,23792,21091,17266,17105,21835,15833,82670,18215,14531,20468,23802,22238,20816,11636,13652,15058,14056,21323,19628,22627,23777,15533,21336,85744,19066,17263,19017,23801,17323"
2023-04,"15382,93337,13707,18363,17147,16877,14452,22885,21841,20573,21780,84321,22660,18255,15287,21027,19400,18670,16998,33209,19636,20780,19559,14668,21732,21091,21771,23670,13828,22229,22089,21539,89453,18648,20130,14690,17877,92252,12527,20452,19894,92213,21683,18013,92427,20663,21614,13712,20295,18719,15303,19584,12912,20389,20193,16824,23737,88839,13918,14647,30796,22039,14925,17955,87759,18770,21348,20425,21748,83577,23617,89141"
2023-03,"82156,21931,15287,92521,17041,17266,92380,18997,17877,20623,19811,20163,20294,16533,21947,19313,16463,93069,22670,23670,21763,22782,16990,93347,12745,23062,22313,22181,21520,13324,21875,22263,12527,23658,17906,20430,19192,21778,19966,23427,14823,18103,79499,90476,19814,20399,23054,21551,60468,18365,47619,92518,20794,85346,22229,23255,19022,21541,13704,22327,93337,14543,18464,89349,51263,17157,21559,17971,93126,18938,18211,91907"
2023-02,"17979,90170,15417,15375,23109,20975,81761,18897,23057,16974,14468,23007,89505,16472,18303,14272,16377,18253,22297,20439,13828,21053,20294,21720,93274,19180,20787,21863,21081,22655,92917,21712,16466,19472,19993,21920,23415,23185,90483,80577,21724,15896,17354,22286,19969,22772,14419,19232,20449,19559,21947,16929,19811,86290,23320,16655,20295,19629,14813,14924,19986,20062,19352,19944,19965,23321,18780,82526,21931,20884,20058,21060"
2023-01,"13279,14444,16393,82747,19483,16793,22906,16179,17361,19628,20754,20147,16781,19113,14546,88626,16788,22771,65752,16824,20135,20615,19849,91832,16120,13712,16626,14935,22627,18185,18089,15854,15303,22232,19018,88810,19004,16684,75714,93347,18402,19488,22562,19080,20337,15058,19134,23062,14158,17362,19011,92427,21744,19551,19014,19008,20425,15493,21360,21541,21595,14690,90926,15857,19353,20733,19070,23172,15135,17146,12877,21518"
2022-12,"16164,92252,19500,22801,92345,15277,19066,16532,15664,19472,15268,16776,15379,15364,12500,18054,17146,92230,20439,22771,15436,19492,20455,14431,20292,19004,19912,19234,13621,19470,19948,22194,17346,17106,23041,18709,19137,23196,14710,17898,18887,20389,18466,17251,17966,17134,90313,17880,14676,22782,18322,23102,16938,14490,15784,21525,20337,14682,21913,13547,23081,20882,23195,21379,19615,12877,19564,15831,13315,20280"
2022-11,"16962,18089,16824,14610,14879,18402,19011,17147,17271,76963,12527,12573,15177,17351,13976,17825,17905,25452,20412,19004,18215,92594,19813,17251,22551,23185,18776,15508,19395,19313,89597,20882,18048,21747,14497,19484,85168,15833,15784,58975,22689,29102,16401,19814,21923,88897,19070,23267,14185,19142,66683,21412,22236,66852,16471,18953,87753,15057,50606,16680,91076,90298,87471,22776,52396,83391,22320,79857,87656,15303"
2022-10,"16255,16778,15510,20149,19460,93126,90298,34666,16111,13455,22551,22281,14618,18772,21732,15904,17044,23120,13706,19313,16066,20825,20842,21695,17105,22256,88462,86812,20647,22782,18656,20632,20658,87437,23032,80912,15639,20628,76841,14467,22184,13796,14663,21970,23199,21513,21759,20436,22258,18292,19070,19017,19825,14818,22369,21559,21527,10966,19024,83445,21606,21110,17948,18185,14690,21563,21745,15431,11153,22244"
