date,Bottom_stocks
2024-11,"91907,48486,93126,14166,25627,23415,24816,19994,25346,23178,93274,15664,25053,18261,18840,20655,23255,21326,24961,14540,24098,20638,23184,23128,19080,23872,16524,19838,18562,16310,19257,23869,18556,21863,25422,19965,16594,13278,12226,25052,15436,15846,19681,24477,20801,23257,25067,17905,22223,23185,25229,20337,24584,24079,85440,22885,92589,19176,23431,24824,22185,89394,91488,78908,25350,14715,23195,16562,77090,18897,20893,23737,21833,12350,25327,91359,22523,88284,21560"
2024-10,"79686,25452,77191,24653,20180,92130,14720,92688,23660,15287,25433,19681,84828,18838,83391,19814,16818,89824,16962,25393,23235,85757,15904,19832,25360,17360,23057,23056,23120,18413,79702,78002,76963,20308,19649,18836,15662,21683,23731,18303,15664,19560,24000,24822,23791,25416,19464,17906,47571,24931,16929,25035,21542,17813,22538,21326,23430,21368,19813,23658,18568,15268,93434,24094,21756,25362,24952,19271,22224,25426,19944,23198,18405,20468,20801,23272,17907,11174,22209"
2024-09,"21288,86211,23629,21023,12350,13700,22327,82281,15540,16111,14497,24700,17906,23178,23939,18465,22886,24584,20290,17315,23997,19542,21086,25034,25350,24673,13279,23266,92102,18054,78875,19331,84176,20422,22546,19928,20553,25059,17979,20600,21832,22344,20841,21034,17313,23426,17365,22089,15293,22693,20805,20636,24719,78664,21309,20893,11144,92854,23306,77366,85177,93347,23805,15833,21712,22539,90971,25054,92665,15046,91907,89453,18368,16541,21931,19135,25239,14273"
2024-08,"93002,23032,16680,65700,22539,23252,13700,21910,15375,19846,87583,22676,25051,17120,22255,18306,24469,83011,13279,20180,24079,24162,90976,20422,22561,90664,18054,80274,21034,16108,18901,18726,20801,25215,19192,25066,23257,24937,14545,23784,23235,41452,18830,22793,25035,22885,24591,92521,22207,20147,18465,19832,23101,24825,18419,22645,23789,20825,13527,87657,19649,89413,22688,22078,93289,14452,19937,24697,24827,21527,22238,16431,21891,23127,24287,19534,23117"
2024-07,"91068,21518,86580,79249,23267,16709,19356,23052,21532,22899,24700,24691,24938,21027,24270,24251,88240,22546,23226,88391,16536,21060,23426,22256,20796,19496,84769,22539,90170,15272,20567,19994,21351,12350,24114,21908,24829,25028,12880,88462,24577,19542,21707,24937,91283,20419,23128,18075,23258,78091,21790,24822,23716,23509,22174,88620,23057,17360,90098,85399,21841,13918,18898,23678,14609,86489,20573,24820,21034,24823,17134,91488,24078,20137,18894,68145,19847"
2024-06,"25026,24287,21736,14257,84607,23109,16998,17979,18915,23939,13202,21086,25037,18845,18215,21527,23423,19140,85526,13976,23515,20566,24510,91664,19021,24251,21081,15279,24566,21019,23101,22882,21016,21273,21105,17898,15172,16894,17373,23227,22610,24278,14419,21833,90542,20576,18580,20920,18306,19542,75033,24829,19494,21520,19629,15506,17821,60943,24484,20609,21533,20637,20972,16968,22772,19145,22909,19624,21090,22287,17799,19196,14611,24578,20130,91901"
2024-05,"14815,24278,17146,21086,21034,23792,22772,85526,22272,12527,12360,14826,23806,19628,21589,20600,19149,15065,22911,23670,21732,10443,21790,24164,14823,20332,19022,20609,16594,24937,20884,14245,24259,18664,26201,15219,15645,18303,22763,24161,91082,89394,16992,16626,19969,87656,16962,24941,19065,19559,16802,17870,18915,18840,19479,77624,16086,19249,15379,19584,19011,18309,19179,24100,21023,18128,16377,85390,19937,77090,24822,80577,18203,21750,14296,18137"
2024-04,"22626,21628,23999,22602,20336,21720,88485,24477,19257,15062,23737,22603,21732,91359,20572,19395,22546,77037,22344,26201,23997,20801,16377,17979,23103,24825,24824,24287,17326,53197,24080,21034,21336,89244,83916,14879,85390,15784,20637,23860,21053,23815,24815,14469,18322,18958,91826,83148,24466,83651,89891,21707,17951,23716,21863,90081,20425,24288,19564,14711,24591,16788,21758,21526,22229,20863,14536,19491,12360,21609,22781,79280,22772,24247,22224,14467"
2024-03,"23815,23113,24697,22886,22911,18464,65541,22332,89029,24711,14822,19021,93237,55976,24517,24466,20163,22538,23257,22540,24700,83909,23515,79702,24578,14239,84176,18558,17984,21062,15787,23255,23858,88518,19833,18309,24653,21593,21736,83989,90170,22186,23725,14608,24078,20334,15398,93264,76591,88542,18063,19140,84172,22185,17690,23670,16595,18405,19979,21052,89824,15087,22169,18580,21947,21959,22301,21554,79499,12880,20297,16932,19352,39731,44813,21228"
2024-02,"21288,23866,22540,22801,90971,24511,23872,22538,24673,90170,21276,89244,23108,23853,24477,22089,83840,17948,20893,22669,19076,91184,21837,18372,12350,83272,19962,16793,17978,23514,15833,20567,23804,21912,14435,21325,21889,20334,22602,21770,22316,22562,20419,85272,24655,19653,21360,16181,21759,18461,21720,19682,19470,82215,19615,14467,93069,24017,24250,22908,14419,19460,15219,19472,22551,19149,12699,20332,24485,23439,15904,92594,19134,17672,22934"
