date,Bottom_stocks
2024-11,"91907,48486,93126,14166,25627,23415,24816,19994,25346,23178,93274,15664,25053,18261,18840,20655,23255,21326,24961,14540,24098,20638,23184,23128,19080,23872,16524,19838,18562,16310,19257,23869,18556,21863,25422,19965,16594,13278,12226,25052,15436,15846,19681,24477,20801,23257,25067,17905,22223,23185,25229,20337,24584,24079,85440,22885,92589,19176,23431,24824,22185,89394,91488,78908,25350,14715,23195,16562,77090,18897,20893,23737,21833,12350,25327,91359,22523,88284,21560,13105,14936,17895,13455,14245,17832,19978,77263,22284,19499,22888,13917,23306,22262,21971,85035,92326,25469,15440,82642,16064,24711,14934,79150,19352,12623,21939,23849,24577,25215,16929,16737,20437,19813,16787,90751,21520,14797,24957,21970,18908,18775,25632,24514,25631,80341,25557,19649,22645,20442,20290,15059,17116,16710,85539,13751,20309,91366,21916,92570,91278,20841,25630,53197,25417,89449,20663,14615,20573,24937,13323,24578,83883,20436,92557,17301,25059,14325,25036,25304,20292,15854,21595,19356,17222,14300,93065,18363,16857,14953,91090,15272,16670,21628,18894,21732,86489,25396,16188,16281,21842,19004,23857,19979,92897,85399,19821,23939,19980,18051,82848,21949,23774,19648,23789,17365,17157,82779,81621,16998,21705,14983,18827,13918,11731,92252,87583,10258,86916,22255,22546,22684,23792,92380,15793,86072,26201,15287,20439,23117,21841,24507,19195,18292,77354,33823,14941,15375,18215,25426,20287,24102,14092,91611,89413,72304,49138,81665,79007,14676,16603,22566,18424,19969,19542,20294,18963,27983,43123,13399,25142,16465,13103,12928,16660,76946,17271,79198,13983,51369,13935,22149,21764,88511,23716,89191,19952,25054,23717,19501,16681,76614,19558,11654,16537,92986,91672,68145,15643,23806,84566,22538,82508,92917,18808,12146,16090,19635,21105,19825,14826,12699,84348,76709,20776,24285,87444,88860,41217,92470,81472,22602,15597,15493,80343,18048,19840,92486,92679,23863,92102,60186,19492,19135,17134,27909,16255,10158,25012,19077,81220,25063,88612,24633,44329,75754,18312,14424,88417,24101,17693,84210,18735,25625,21019,15056,25016,16974,93299,19832,24510,19962,92518,76261,15658,22906,89986,88504,23625,16536,19559,23673,46674,15506,10294,93372,13376,90455,16991,21838,20632,15171,90569,19496,21388,22688,20344,80534,91457,89753,15452,19014,86128,21273,92089,18109,16829,19560,92468,82171,16437,13452,23127,19140,19568,16877,70033,21556,88841,16664,19922,24831,86047,13949,18131,16049,21536,85168,78044,25481"
2024-10,"79686,25452,77191,24653,20180,92130,14720,92688,23660,15287,25433,19681,84828,18838,83391,19814,16818,89824,16962,25393,23235,85757,15904,19832,25360,17360,23057,23056,23120,18413,79702,78002,76963,20308,19649,18836,15662,21683,23731,18303,15664,19560,24000,24822,23791,25416,19464,17906,47571,24931,16929,25035,21542,17813,22538,21326,23430,21368,19813,23658,18568,15268,93434,24094,21756,25362,24952,19271,22224,25426,19944,23198,18405,20468,20801,23272,17907,11174,22209,22562,20462,22312,19008,24251,23194,34367,22772,19846,85285,13108,22669,16681,11368,20813,82747,87227,13159,15489,19176,18968,24590,21513,18302,21779,20292,84757,22267,21589,24820,21628,22232,19128,23423,16104,16318,21842,24823,77202,23510,18368,21273,17381,20867,17104,25406,21829,18048,14925,25052,17038,85401,13124,13706,23789,15642,23012,23329,18128,16611,13959,84348,23793,24578,23628,92467,21580,24882,25417,25350,21118,24469,21758,24510,19636,90715,18961,14133,84413,22804,14424,87056,23425,23260,23486,13105,18058,85377,90682,18395,17254,19070,19825,79611,23939,24016,20437,85440,17271,22259,16472,22565,86536,14773,10866,19542,23629,24508,17121,91836,18046,14467,25341,52231,14459,20564,90955,24983,22265,14923,22239,19135,21832,17984,89215,19534,21536,23998,20623,86444,18656,18997,89397,22149,17357,80812,20607,15789,13825,88372,20181,15222,91348,91305,22634,24719,32791,50606,24704,24814,90986,21663,80069,23270,18406,93264,21090,92557,91428,89002,84511,17315,16532,14273,23997,89169,20728,21701,16805,18559,10258,18109,19563,18458,21927,19746,93263,25220,21341,23663,84172,18054,91814,23062,79338,13116,86916,12788,21722,14711,24423,90913,15456,21750,17956,79857,81481,93012,10645,91135,24937,76360,14987,13279,18217,19004,22610,76661,13376,54114,22602,25205,18212,25067,34673,19821,76928,14466,16737,23101,92597,19485,18785,22266,85272,22323,19893,19478,18253,18824,16894,14240,16989,18213,25239,23943,14379,92619,19499,14531,75603,90999,21286,17880,20420,19184,17341,20920,29102,84184,63263,21124,21276,16535,14828,62228,23860,92854,15658,18063,39490,91832,21543,16255,82848,24953,22676,10257,17898,89217,90400,17821,18773,21353,88507,90917,22206,16070,19180,22879,19632,18312,15542,21512,18806,13878,20841,76934,78213,25042,15285,14137,24485,23252,25304,21788,93237,23942,15177,52329,20604,21720,21604,15457,88897,22781,83844,19018,12488,19939,15506,83145,86290,20285,13244,19862"
2024-09,"21288,86211,23629,21023,12350,13700,22327,82281,15540,16111,14497,24700,17906,23178,23939,18465,22886,24584,20290,17315,23997,19542,21086,25034,25350,24673,13279,23266,92102,18054,78875,19331,84176,20422,22546,19928,20553,25059,17979,20600,21832,22344,20841,21034,17313,23426,17365,22089,15293,22693,20805,20636,24719,78664,21309,20893,11144,92854,23306,77366,85177,93347,23805,15833,21712,22539,90971,25054,92665,15046,91907,89453,18368,16541,21931,19135,25239,14273,19851,20137,17251,83916,18514,19500,17362,22185,15177,18312,11636,18063,19082,20609,22255,14879,91571,21077,19021,19985,21513,23316,20452,18302,24721,20638,21572,85013,89952,90516,12360,90314,83671,78002,24952,19187,20439,24466,20295,92917,21271,19592,19935,86444,91689,21927,22221,20442,23439,24098,22200,21790,23057,14300,91348,16532,16818,14668,14444,21863,18670,17270,21837,14245,93096,24655,15937,16119,88240,21910,83148,22772,21889,18938,22888,21556,20305,18136,20817,21736,14272,16179,13621,25066,11803,20277,16595,19196,91488,14545,92521,18784,24578,15186,78988,88742,20315,23147,86092,15856,89217,20876,59328,92782,20471,22596,19464,19862,19656,23856,23857,19575,14596,13883,14684,47861,86051,18135,85390,90706,21062,75573,20058,16971,20287,25039,29102,20567,41188,24566,21843,19574,87394,12751,23737,23425,11379,23064,25344,16472,17907,92213,19647,19077,93264,21328,85285,18580,14661,16086,92597,17972,18678,14936,24930,15961,91659,21758,89986,17106,21685,16961,12583,16432,18410,87439,14786,14097,83303,15383,21285,91402,19463,15585,21281,87337,17895,91607,86810,23432,14466,23717,19024,24823,21779,12905,52231,17373,16250,15533,25036,21876,21920,16400,14828,18553,13577,18406,92131,19352,13321,14991,93083,18013,18214,87162,15902,25229,84348,21257,17361,21308,19569,87364,19491,17893,14942,21770,76711,22184,15221,19502,20623,21867,93085,85526,21273,14983,23257,18051,21916,78915,93338,89215,15072,80912,20195,20276,22316,75578,21778,79881,23514,16524,21560,20438,16281,16792,21750,19476,15636,19489,80375,21061,92683,13954,89353,15525,19004,83989,91359,92619,91021,81241,21683,18134,84172,19145,15862,16670,23874,17968,24485,22781,51263,90595,82656,79791,24247,15510,22615,91161,85293,21269,83445,15364,24270,23663,30796,72304,92536,12339,17038,81010,18129,79573,23119,15398,20436,22655,91269,93426,20325,14469,21350,85272,56945,25341,13405,82555,93345,32707"
2024-08,"93002,23032,16680,65700,22539,23252,13700,21910,15375,19846,87583,22676,25051,17120,22255,18306,24469,83011,13279,20180,24079,24162,90976,20422,22561,90664,18054,80274,21034,16108,18901,18726,20801,25215,19192,25066,23257,24937,14545,23784,23235,41452,18830,22793,25035,22885,24591,92521,22207,20147,18465,19832,23101,24825,18419,22645,23789,20825,13527,87657,19649,89413,22688,22078,93289,14452,19937,24697,24827,21527,22238,16431,21891,23127,24287,19534,23117,21841,12583,21525,20419,15525,24875,16802,18485,25037,85540,19778,85205,20439,24931,20294,21788,23515,20764,23666,19947,77202,23185,89453,22081,19822,21756,24820,23439,14690,21833,24824,18303,22289,14158,22801,86536,21762,20876,18775,91673,19563,19494,20776,20599,16376,20846,22087,24814,17905,23617,23731,17045,19541,24508,24983,24577,85293,19576,21260,24701,92557,21062,80089,20628,21276,21261,18994,83303,12400,14611,18556,88511,16776,77488,19542,21564,23867,21308,20891,16778,16386,16595,92688,23103,22286,15172,24882,16400,91457,16626,75033,24954,13883,19180,15533,72119,86047,89986,16318,24051,17351,93263,21368,15542,21230,13867,20455,89898,20884,21614,18267,21285,78875,83976,20620,90248,16347,23191,22551,19193,23978,21552,37381,24657,91076,53613,24485,20564,11292,88427,12009,21520,19487,85040,23791,79089,14987,16255,19314,92143,14970,16964,20796,20292,21526,83387,84601,18405,22348,21358,22232,11636,22321,22239,52231,23870,92220,22610,19128,92686,19938,82179,22566,24016,90219,21947,24868,18452,14715,19257,24250,79066,91907,20238,90744,91428,16773,91163,81132,80276,14862,23260,21595,17115,25016,25011,25785,92467,19648,10044,23783,20163,89394,48486,80307,92203,23509,72304,22291,19249,91068,16458,22620,92679,89824,11403,87075,84828,23858,13108,92252,90377,23717,13202,88620,88439,19492,19556,19912,20325,21560,21343,10253,17879,84827,11275,92589,90886,81133,16090,79702,20733,21927,23806,16963,21269,15382,16894,88181,89506,24252,16525,12877,21732,90097,77354,25220,89505,84314,84757,18735,22169,51369,25036,15440,14257,89753,89349,66384,23856,13730,20310,92747,23774,81116,20794,18576,18727,17345,90630,20410,50876,16304,54594,88417,20471,25002,14179,19147,24660,18997,19405,75154,15059,89728,61241,21116,23516,15902,87439,18248,22316,23204,14045,75578,21691,16603,24464,19995,20998,77570,88807,14493,24831,21379,84403,24967,16099,17979,86098"
2024-07,"91068,21518,86580,79249,23267,16709,19356,23052,21532,22899,24700,24691,24938,21027,24270,24251,88240,22546,23226,88391,16536,21060,23426,22256,20796,19496,84769,22539,90170,15272,20567,19994,21351,12350,24114,21908,24829,25028,12880,88462,24577,19542,21707,24937,91283,20419,23128,18075,23258,78091,21790,24822,23716,23509,22174,88620,23057,17360,90098,85399,21841,13918,18898,23678,14609,86489,20573,24820,21034,24823,17134,91488,24078,20137,18894,68145,19847,23804,20297,21763,22313,13883,89449,19008,18413,14444,14618,16524,25067,85390,21086,91021,88511,23997,21927,91082,21513,21539,15506,20975,16005,13376,24868,25034,90682,19982,90751,23187,16818,21935,21778,17271,92897,25035,14296,22088,15269,19952,21756,20604,18128,23266,21705,93380,18468,19833,24466,13411,21909,87337,17366,90081,17358,89244,17250,16929,21536,17349,22342,21910,19014,15305,22295,20309,22934,17365,19460,12577,93263,90568,20437,25039,19472,23191,14133,16999,15779,19196,21758,23670,23216,23715,19851,15431,20721,13863,15645,77202,20468,16188,82555,77624,23658,21604,22232,19937,21111,23796,18098,19004,18897,23805,22185,17263,15540,21779,24701,22259,16099,18203,20644,22688,18784,15015,21748,23731,15364,20420,22655,21676,14818,21787,18559,20337,19502,21628,18151,19592,18405,24278,82745,24983,16802,17949,92981,91607,23510,76591,64282,84348,13202,21593,18458,88626,29744,18185,20276,22369,15542,16805,20164,19826,24595,19470,22341,20617,19021,19657,22781,16179,17816,21325,12360,16712,17357,59185,20308,12363,18901,50948,16532,19479,22693,23064,70704,20612,21836,93347,23999,21341,20425,15062,21228,24967,18465,88507,60186,21609,17266,23109,17832,22566,92747,16108,15789,21586,24094,80191,15014,15508,13652,13323,23037,15127,24578,75854,92521,23054,20112,21563,12982,82511,16082,37402,19433,20902,10044,19353,14325,21959,24931,21833,17116,10158,13527,84172,18838,20593,14145,24422,24510,91822,13452,18553,17362,20347,57665,17951,23432,24824,23615,85539,18261,20842,14359,89952,14715,63715,76686,20728,86444,14132,16376,23943,19001,19134,87364,21759,18424,18100,17891,22348,21701,88208,16542,12397,20817,15857,20572,75754,15971,92380,14862,16086,78971,19969,13315,19113,17869,22200,85205,22551,89891,90542,23636,19811,85177,22039,89597,24009,23244,19563,15658,22602,18062,90298,20294,20195,20552,13935,15383,23806,20305,17879,24818,12076"
2024-06,"25026,24287,21736,14257,84607,23109,16998,17979,18915,23939,13202,21086,25037,18845,18215,21527,23423,19140,85526,13976,23515,20566,24510,91664,19021,24251,21081,15279,24566,21019,23101,22882,21016,21273,21105,17898,15172,16894,17373,23227,22610,24278,14419,21833,90542,20576,18580,20920,18306,19542,75033,24829,19494,21520,19629,15506,17821,60943,24484,20609,21533,20637,20972,16968,22772,19145,22909,19624,21090,22287,17799,19196,14611,24578,20130,91901,83910,24173,20280,18151,88511,22540,19985,21289,22615,20553,21114,15833,20181,22255,16778,20287,23942,79322,15540,13168,20607,21923,16776,19994,60186,20640,82156,21269,23108,21685,14435,81165,21600,17315,17349,23815,12350,18719,22688,65365,21895,23792,19919,18856,84176,14536,91184,23884,17977,21957,13411,23191,19862,19838,23617,16524,21564,16792,21096,23731,90430,14273,23352,20681,19128,13278,16536,17913,22178,24810,16773,80307,79198,12209,89394,19794,79299,16788,17327,15222,13210,16554,21368,16698,13621,18514,24875,79841,11144,20311,15452,85903,18908,88863,21891,19850,88620,23057,20289,18936,24422,20612,75573,91348,21763,19564,18048,20615,24816,22204,14579,20841,24673,23717,19405,21543,18909,21601,13324,21262,10382,18416,19391,20112,92475,20575,79033,16007,86536,19257,16684,18558,18405,19025,20842,10044,15303,17251,16542,24814,14467,19232,56945,21939,12615,10890,16981,90126,22341,16104,21516,21707,19953,75831,18133,20652,21415,87404,19460,24291,14828,19973,76868,40125,18406,17693,16070,23666,13751,92252,24953,22583,20344,20342,20700,16392,15533,79280,86165,16386,18897,93302,16975,17700,21942,18667,19656,15541,18953,16533,22312,22416,24685,14951,19659,85567,14596,14991,93264,14923,24175,83885,14826,14790,92589,76711,14452,51423,22085,17361,19505,19470,27167,16495,33823,13935,80375,22645,23978,17956,90325,82830,22323,24952,17378,16381,90679,15639,86408,23674,82272,19024,17907,20332,91379,21594,24822,82833,21060,44813,21790,20604,22886,88873,14686,88839,17974,31691,91161,20780,91814,19349,24808,18297,14855,20468,22149,17885,19084,15272,15542,21122,24511,87832,85377,87364,75754,23343,27562,90808,20101,25024,90476,88504,22229,18968,12078,82642,19195,17326,23615,85035,15358,20207,77182,27887,91612,22786,85285,18835,13548,92471,19137,17045,18735,20154,79213,88446,21614,16818,22906,77157,77202,23510,24882,19982"
2024-05,"14815,24278,17146,21086,21034,23792,22772,85526,22272,12527,12360,14826,23806,19628,21589,20600,19149,15065,22911,23670,21732,10443,21790,24164,14823,20332,19022,20609,16594,24937,20884,14245,24259,18664,26201,15219,15645,18303,22763,24161,91082,89394,16992,16626,19969,87656,16962,24941,19065,19559,16802,17870,18915,18840,19479,77624,16086,19249,15379,19584,19011,18309,19179,24100,21023,18128,16377,85390,19937,77090,24822,80577,18203,21750,14296,18137,19499,23052,23874,18643,16712,19831,19004,86211,18372,19008,21276,89986,17272,19544,85502,22626,20294,24930,92986,22688,19973,21912,88173,18413,19353,19228,91359,90926,18195,17113,21114,88897,14791,18644,83651,15416,86051,15178,20280,24422,21720,20341,19491,24721,24275,92683,24823,14172,17271,18217,15902,87337,21586,24510,12615,21518,29744,14535,16781,89506,22256,20297,14239,14273,24810,22224,17155,17690,14556,16776,14536,14790,14531,22259,59328,22174,16376,21336,24815,21539,20462,18302,88260,16710,24938,19476,91488,21560,15087,21909,24882,76711,19832,19356,83916,15937,19232,19314,23432,23062,23352,21707,80341,22562,20902,16792,79841,17898,20336,89416,19460,17354,13687,23395,20721,14145,21547,14813,17892,24655,85205,22906,57154,15268,21526,15776,14440,22679,14452,21027,80054,90170,19812,22758,24078,23054,20295,75033,21949,18047,91659,20641,18940,22295,20181,16437,19496,15658,20681,88518,16923,19070,21757,15456,21289,18046,15046,14797,22185,14467,21922,13954,19250,23678,16400,37154,86916,76963,22619,88742,16458,22886,14983,18322,16753,17966,93347,19196,24488,86128,22583,27983,24250,91571,15015,27422,21118,14828,79280,20891,59010,21770,24095,18453,23796,22149,16104,14097,15779,88507,22342,92427,24074,86098,21343,21018,24017,19489,20310,80343,20292,17104,91080,17125,15361,16250,21724,22238,91665,18844,78664,21543,20305,18838,91366,24577,20347,24495,24064,13918,14708,24719,15508,14521,80924,21947,19568,20575,16818,91826,14611,90568,88372,82745,23681,24288,20581,17360,19076,18997,17984,89935,79089,60599,24931,22879,23113,91832,44813,22689,24270,22221,89353,83520,21889,21748,23509,90986,83690,18458,20163,20892,18100,20632,13796,21685,19953,92345,77117,19187,14317,17270,18827,13936,92322,14182,14694,92686,14862,23734,22586,20277,20825,20796,84275,17974,16383,92808,16064,19358,77595,17901,14677,16611,19478,61516,19565"
2024-04,"22626,21628,23999,22602,20336,21720,88485,24477,19257,15062,23737,22603,21732,91359,20572,19395,22546,77037,22344,26201,23997,20801,16377,17979,23103,24825,24824,24287,17326,53197,24080,21034,21336,89244,83916,14879,85390,15784,20637,23860,21053,23815,24815,14469,18322,18958,91826,83148,24466,83651,89891,21707,17951,23716,21863,90081,20425,24288,19564,14711,24591,16788,21758,21526,22229,20863,14536,19491,12360,21609,22781,79280,22772,24247,22224,14467,89952,17360,18899,24810,92981,16049,19680,14419,88372,47723,18047,83520,19653,15057,16255,18963,20311,23184,24590,23617,20082,19812,19813,23316,18901,20137,16252,15186,24465,19555,17908,13108,93302,22610,20600,17678,21786,21975,22321,23267,12350,20193,20438,18458,89413,22347,84275,16111,15937,21416,21348,22676,22897,23195,20898,23870,19953,19004,21757,23514,20825,22911,21910,19576,18136,23109,93345,20163,81084,21833,81165,15961,18845,24691,12573,20101,19024,90542,19542,13959,85272,19893,16938,21351,24278,18955,10966,24101,23674,93085,13712,20636,23062,17895,90971,63715,22906,23381,12339,83910,86080,23789,65270,17876,92808,15382,80812,22256,21563,22267,22523,21589,21875,24259,83885,24275,42922,92102,19500,18769,19832,21519,14690,91571,17672,88620,24595,80167,14313,19746,22551,11511,17812,93004,19251,23031,18997,13751,16739,21876,92665,14424,23054,23172,15960,16522,90177,21759,17341,20419,84419,21116,21908,23874,21829,20062,16968,23717,19404,22089,24653,18908,16990,19568,89297,16181,22084,21787,22557,16383,19821,17978,23257,54114,23432,18410,16929,19615,24161,18648,23352,86916,21081,18547,52396,21016,84607,19919,91901,17038,16281,24250,19636,16711,23119,21970,14257,91278,20452,20607,20553,24820,19937,16792,90979,20301,21577,90098,18453,12017,89898,16463,88518,20575,20661,19135,21415,24700,15456,15645,19501,24091,24693,23010,19584,20332,21756,14353,21019,24164,17122,77505,19483,19398,15980,15582,89824,92203,19228,22645,18311,15541,79841,90986,15219,92682,19082,23730,20796,22174,19558,19397,23863,21111,14877,92589,90926,23021,24701,16541,23226,18257,19472,20294,15172,15226,14818,18132,14273,24485,90885,21891,21838,19843,20334,18643,21066,21705,22659,20410,22418,24511,24271,22232,16999,17948,58683,13621,24719,18372,22341,13788,21512,21120,23204,21027,10860,16981,18261,18467,13828,19938,23936,16064,29946,14523,19487"
2024-03,"23815,23113,24697,22886,22911,18464,65541,22332,89029,24711,14822,19021,93237,55976,24517,24466,20163,22538,23257,22540,24700,83909,23515,79702,24578,14239,84176,18558,17984,21062,15787,23255,23858,88518,19833,18309,24653,21593,21736,83989,90170,22186,23725,14608,24078,20334,15398,93264,76591,88542,18063,19140,84172,22185,17690,23670,16595,18405,19979,21052,89824,15087,22169,18580,21947,21959,22301,21554,79499,12880,20297,16932,19352,39731,44813,21228,22645,76711,88620,21922,90516,80054,89453,24488,24511,21909,22265,23658,22670,20576,19973,18915,22174,22747,79866,16922,24017,17270,17342,76226,22207,21955,14924,80912,23029,88284,89215,21109,19779,22327,19149,23866,14988,20615,19832,22329,22088,17967,19948,10890,24691,27167,20920,14944,17949,22281,15585,86242,90716,91082,14682,21527,16472,18832,15540,13547,14694,89889,75320,17272,17262,14668,39220,23081,20332,15904,23427,23088,84210,21737,18901,24250,18365,12308,87337,20410,10550,23352,21828,63773,23102,92596,23179,14185,78875,13828,19629,16250,14097,22399,14435,24115,14596,17816,16975,77624,89986,90950,17117,23856,88372,89449,19358,23103,20196,24270,19084,80563,23663,86233,18940,23777,18046,21601,86098,22296,92293,90012,83651,23789,21379,89110,24688,20112,87227,83382,84419,85567,77182,17365,81527,23783,23867,82526,20438,20309,21335,21790,22286,19011,21949,24099,19395,16555,23880,17113,16252,89244,17970,15909,15395,15653,19893,15643,22248,12783,22879,22298,21613,20471,91348,18048,24259,23796,18844,23636,79841,14828,17444,14336,79791,90971,19077,20681,20575,11547,24251,81784,18767,85177,16805,17120,22291,92987,20288,14440,16140,92294,90081,83188,17799,12360,21331,90775,19487,89648,13783,18789,91379,16432,15379,83671,23871,24508,23666,21758,93340,14610,21735,90276,27562,86547,83916,84603,13978,19162,21560,22348,84041,18212,89016,22289,79237,92050,21044,23806,89167,19232,80534,22797,19778,15776,86876,24719,14490,93067,15269,19966,85390,92747,78664,84827,79198,19644,15285,17726,51263,84032,88417,18135,18554,91664,19081,19483,15636,85726,80924,18043,22178,18886,21416,89169,16829,21341,14008,23199,14688,12629,16660,23216,88897,90178,20564,84072,17685,91283,89387,16617,92518,24173,18768,22562,48072,68145,22224,22976,21512,88970,18468,16709,18453,18910,90796,13318,16120,15046,19128,80759,88863,76841,76661,60943"
2024-02,"21288,23866,22540,22801,90971,24511,23872,22538,24673,90170,21276,89244,23108,23853,24477,22089,83840,17948,20893,22669,19076,91184,21837,18372,12350,83272,19962,16793,17978,23514,15833,20567,23804,21912,14435,21325,21889,20334,22602,21770,22316,22562,20419,85272,24655,19653,21360,16181,21759,18461,21720,19682,19470,82215,19615,14467,93069,24017,24250,22908,14419,19460,15219,19472,22551,19149,12699,20332,24485,23439,15904,92594,19134,17672,22934,24095,17951,82162,92475,19065,17354,18102,20082,20305,19584,14791,22781,21959,18783,21019,15776,16281,16990,24517,12928,24465,21343,22662,10158,15059,18364,90125,14720,16188,20721,22265,21676,24486,20813,23725,21875,22266,92683,14328,20307,12360,16765,24493,60599,84757,19555,22341,15533,22238,20287,23031,21833,21066,13159,49138,20816,19928,24422,21331,89965,18897,18303,15658,17362,19400,15969,21947,86165,85540,15937,86489,12886,87759,91571,17365,23255,85744,21876,79663,21724,24077,23791,17141,19331,17250,20575,92213,19657,16536,79841,17309,17313,18775,21056,93380,15272,24164,79791,22347,14715,91283,14797,13954,90483,19483,23432,14452,14879,15383,86128,15664,22174,23858,16376,16542,23658,16066,16964,23513,78091,19840,16161,21588,87344,19187,15542,21931,18410,23884,22603,19017,17266,20333,19592,22209,21536,20295,14172,66852,20892,23790,52231,15643,92682,19077,88174,19200,13947,19564,14616,20150,24591,24495,23510,17821,20452,55862,18908,21111,17346,17125,18560,19250,68145,18376,57154,78875,20311,21556,22627,90081,18769,77699,91901,16753,26201,90976,12447,23103,19113,90179,22786,21758,18215,17372,93436,18727,78664,14813,16877,23670,18781,20341,21053,12912,88208,93272,23861,22772,14434,22906,89986,88779,19919,19196,22334,23792,20998,15382,21348,20801,17949,19566,86822,23252,91689,21061,21540,22199,24051,19681,16449,15046,10516,92621,75976,14325,17906,13701,19862,22297,23352,87053,23742,19636,20438,89935,19952,21589,29744,88511,19492,15862,20196,22320,16680,23431,20661,20280,21018,20462,80329,14655,13706,16064,21309,17122,14468,17816,75033,19356,77584,23054,19893,23187,24489,21599,93371,12982,24290,21230,88518,90783,82649,21341,77437,20207,16401,77569,13323,19851,86745,21614,21055,16938,90516,19354,23428,19314,16829,21322,32651,19794,17374,20439,14615,89413,17693,86211,89394,80191,79089,23320,20658"
