date,Bottom_stocks
2024-11,"91068,23062,19584,24829,23255,15417,20882,21518,19542,23515,24711,24514,22539,23872,93002,23032,14720,86580,21720,24251,22223,24092,24957,19978,15540,24961,86211,17360,24691,15904,14934,16818,23120,79686,23198,24287,17906,23057,14257,77191,14497,16536,22327,21023,22284,19021,17315,22688,23252,87344,18562,13202,25035,18306,18405,18568,79249,24823,16962,21833,21273,23660,23731,65700,17979,21927,24822,16310,92688,24700,84828,19356,19994,23776,24673,24578,21756,21060,14273,18915,19549,18368,24938,88511,78875,22610,85285,22669,22546,24820,20331,16894,25037,20130,18054,16709,24814,15272,21551,21368,17373,24577,17262,15493,22772,77699,16179,24566,22645,24278,24983,24937,17365,21779,24584,21931,23423,85757,88391,20287,93263,91348,85526,19004,22662,93434,20181,22886,21520,20292,87583,22781,90542,18406,23191,20468,23658,20553,11144,15533,18215,24285,79702,19196,16119,91907,89244,15542,77202,92102,23320,20612,87364,16778,23439,14596,23012,20607,24477,25039,18838,89394,12350,15506,13621,17140,19496,86444,19502,22344,24270,13124,23666,18063,18901,14828,16400,18968,17251,22693,14419,20663,90664,20604,15046,15059,21564,93264,24172,89217,21062,19851,21081,18997,84769,24485,18775,21707,83011,20728,20308,90314,19862,19251,90430,17821,23942,20567,19952,23663,19681,24095,13168,19080,15833,24016,15287,10044,21105,23056,19082,21533,85399,23849,16376,92143,16099,16250,21527,15436,24882,23613,19187,19128,15642,14773,12583,20842,20920,19145,21843,16929,13730,76934,92597,22256,89453,75573,22207,21326,21516,21560,19008,23425,92252,21412,17362,89413,20310,23352,81481,20867,16792,84176,21077,92557,18580,16104,24931,86536,24967,13527,78002,17956,19534,18312,18514,19563,20796,93096,89824,20305,21759,14925,21542,22204,18453,24422,13411,80375,83145,15015,23777,92782,24953,21835,24875,20420,23430,17948,22551,82179,24660,16070,92471,11368,91082,16971,89505,19592,84172,19822,14923,19985,20576,14987,79033,65365,20471,20876,81165,92854,17813,60186,22638,18396,23791,23978,18151,21580,15014,17693,24510,34367,18936,13548,23270,91627,79280,17250,22596,20294,21895,22259,21891,21778,41188,91305,91836,24595,85013,17116,23625,22899,19405,17104,19624,19314,15937,17134,91161,24719,23884,20637,19140,16981,22329,21353,20315,20347,21269,17381,41452,21763,13935,21701,75578,19840,20700,23329,16857,16318,80274,23998,22916,23793,20972,21889,18735,16535,87439,19499,16386,20154,19647,82642,17313,23943,13652"
2024-10,"91068,23062,19584,12350,21518,86211,20290,24278,21720,23032,24092,93002,22539,21023,86580,85526,20638,22669,16877,21910,23198,24700,23629,17898,22772,22327,19542,18915,13202,19356,24691,19021,17360,15540,14257,22662,23792,24938,14497,23857,23120,87344,17315,24937,18568,89394,65700,18306,24823,14273,79249,20796,19331,19549,23252,24577,18215,19935,16818,16111,21309,21927,18303,24251,24172,15833,24822,19004,78875,21060,19196,20294,22546,23670,21931,15904,15272,14826,17109,22886,16792,16962,21551,19846,18396,24422,12360,24578,14056,22645,16709,20600,22676,22209,16776,23191,91082,16400,17262,21732,13455,16086,24270,24673,17906,21062,18775,19994,16376,21750,18368,20181,24287,23352,20331,22256,20813,24566,16670,19496,85205,13527,24814,23320,21707,21560,89244,85502,83011,17365,16181,23678,22344,19502,20876,15046,18901,16099,23731,19352,13411,20553,90542,91907,16250,19314,21913,11144,23439,21289,20891,14828,19851,89453,93263,23978,23057,18046,41452,18580,19937,19479,92102,23033,20292,13621,21273,21105,24820,88391,15585,16971,18203,80054,17140,21909,92683,78664,20347,10443,12527,29744,22583,21526,17250,20310,24591,16119,21027,14790,22610,19499,21343,85285,83916,24697,17978,85390,22693,17672,14435,15015,59328,79280,90664,14245,20567,91348,15014,14720,90430,84176,19187,15937,21589,21564,24717,23806,20287,16541,17362,88511,19644,10044,19082,19195,22667,21779,18997,18897,93347,20280,83885,23058,14596,86444,18514,19145,24882,13168,20305,17821,87364,24954,20842,15506,20154,90706,23012,18678,19008,18413,21843,93096,19470,89217,12583,18405,89413,23663,21368,19232,20612,23717,15525,85013,21527,21889,21016,27562,17270,19574,87337,20277,14925,24068,20604,21111,14862,17155,92143,20439,80307,24510,91659,19556,20920,60186,89952,20332,17948,18406,20721,90314,19822,20276,80375,20728,22259,20972,21712,24078,14296,92782,93434,16626,24952,19113,22329,18898,82179,23509,14694,16594,27422,23942,13935,21912,86051,20681,85399,15658,18063,24875,93264,17116,21891,16431,75573,89889,13652,19985,24016,19022,84769,80577,21556,18137,18840,19569,16712,14791,19077,20471,81010,13730,19472,17266,18217,14987,21748,82642,41188,22287,14855,92981,21081,23426,17361,19024,22523,75578,18452,89449,20468,75854,14773,15268,19065,21276,21533,90751,19193,23615,92471,23658,90568,13548,16386,23432,91161,19794,19980,15636,22081,24719,23814,64282,19969,92213,16104,18968,17870,21799,92665"
2024-09,"91068,19980,21518,23232,24278,23032,22626,19192,93002,16877,21086,14815,86580,21910,12350,20638,21034,21732,22772,22539,13202,14257,91428,18915,20575,20290,22688,20796,24287,23792,85526,19356,22538,23670,20294,22602,15062,21707,22676,23775,20620,79249,75033,16709,18215,24051,18901,19004,22546,19814,24469,20336,21790,21027,24822,21628,21060,16181,18306,24823,19542,22256,23857,17978,65700,89394,24577,21526,19973,24591,23195,24820,17678,13527,90542,19257,19021,16792,23352,12360,19937,23998,23252,79280,22344,22645,14273,91082,19569,20332,24824,13455,24700,19496,19331,85390,21891,21589,23266,89413,18997,22583,15272,19564,21016,14826,24825,21336,21527,17672,22610,23320,91359,18908,16776,23815,21053,21750,83885,21019,85502,19994,24270,83916,24814,22667,21833,21533,23033,19314,23806,10044,15846,21343,22523,41452,77037,92981,23235,21081,26201,13883,88372,18203,21757,19629,20600,15015,24251,23678,24422,22801,10443,24250,18775,14056,92130,23978,18322,17301,21736,21913,20347,88391,14828,23127,20972,18458,16086,23058,15506,18047,19944,90926,14258,21111,14467,14296,15961,19499,20801,18046,15937,88511,21105,19491,19472,21564,24510,15784,19022,16999,44813,24079,80054,14611,24078,14862,15222,21351,16252,19935,92203,21931,20181,16250,19794,19502,18368,21909,15508,15779,16968,23717,16818,20442,20891,88485,18580,91283,93263,18556,16613,13621,23873,27983,22295,20681,24595,23617,17045,24697,19195,89952,81084,17821,83910,18465,16431,21600,21779,84769,21562,90664,22259,16981,20604,16788,14419,16773,53197,14690,20612,19024,14145,21759,18100,23734,18137,83520,23716,21686,14158,24068,18898,13918,21748,20468,21560,21230,15014,20898,22341,19953,20728,21895,19196,17250,79299,17155,22229,20308,23669,20637,90856,18855,22562,16971,29744,21609,19982,20576,10860,89416,85602,22287,13707,22149,17116,15585,86916,18075,20761,19628,19470,16400,19145,13935,19563,90706,20292,19822,20599,75754,19995,14987,19969,19065,24815,20573,90986,17104,21096,21957,24016,21540,80307,22174,17272,18845,20842,92683,80812,24566,22238,22298,21122,60943,20276,19113,23191,89891,22204,14694,23432,15178,12579,20297,14313,17905,15279,21939,83011,20553,18897,20311,13168,19082,23796,21348,24164,22313,23867,21843,17113,86080,18418,92322,23658,42922,79198,20280,82642,24495,16070,93004,15541,91457,23663,82179,22081,80341,91901,22679,19487,20310,92143,89449,23117,60186"
2024-08,"23815,91068,21518,22538,22886,24697,22626,14815,19021,18915,91428,24700,23670,22546,23267,23515,19192,16709,24278,86580,88174,23103,12360,20163,19846,21732,24466,93237,65541,23792,20620,21027,24510,13202,23669,89029,21707,88620,91082,83916,79249,14257,20332,18075,88518,19657,23352,21832,22200,23805,19496,23775,21034,14273,24051,90542,17678,18215,24469,20796,79280,17146,22185,24161,24578,19356,23716,22772,20600,21593,24078,23195,19004,85390,18580,22906,20681,14822,22540,75033,15272,22174,24251,19814,21336,22688,84176,18413,21686,80054,24488,20297,18845,44813,17272,18901,19994,55976,17984,14296,24270,88372,19542,22645,16086,14828,21758,21909,23678,21586,79841,18047,15787,19140,18046,91359,21589,77037,90170,22344,23658,23806,21513,24577,89952,93264,21016,16252,24250,79702,18908,20604,19022,92130,20347,15506,14694,24653,21527,19979,83909,26201,92981,16250,76591,20920,27167,22602,91283,10443,17270,83910,21105,60943,89449,19893,53197,17978,85526,20623,19794,79198,21533,22298,15585,88485,19491,14826,19944,15046,21111,21343,18048,14467,88462,20576,21081,17365,75754,22562,21532,19149,87337,21060,14145,18322,21309,87404,14239,19833,14245,12880,19502,19821,22610,22149,21910,86916,20130,83989,27562,20462,15784,18453,85502,10044,22178,20972,23796,15279,80924,88391,16962,19314,21750,84172,14855,84419,83520,84348,24173,21895,21912,15379,13883,10860,17870,18063,23874,20276,24511,79866,14596,19145,13935,24590,19838,88542,92665,18203,23858,16818,89413,16594,16805,18855,90568,17116,18899,89394,92471,21560,85567,17821,17155,89891,21959,19485,15087,16922,21833,17104,14531,23663,13527,18940,20612,90430,10890,21286,24422,16999,23235,21628,77090,92683,23998,15664,13959,20336,16968,19937,20721,20573,15269,14609,16776,90177,89416,24077,20615,27983,42922,15508,81010,17799,22248,16792,16541,14258,13707,79299,14862,18212,19999,91659,78664,18100,21891,19196,18898,90986,19353,21748,15395,23426,80167,19564,88863,21907,89935,21947,88839,91348,15452,19113,80343,14608,89167,85602,21955,90012,21125,18955,21325,77453,16542,20308,21600,19499,18789,23978,20314,20181,18775,19232,20309,92203,16981,16592,15373,24275,89824,23734,85177,18368,18137,80375,24271,15172,15937,91754,18856,10200,21109,84769,15178,19008,19470,79033,91607,23880,85726,21554,24115,90856,12877,21843,20728,90971,84210,20553,21791,22312,10257,19084,23793"
2024-07,"23815,23227,22540,22886,22626,14815,21288,19021,20332,18915,88174,12360,21732,89244,24511,23670,23792,21832,16998,21086,21527,22772,23805,90971,65541,23352,18372,18215,79841,88518,24278,19657,19460,83916,24250,26201,24510,15489,84184,22562,21276,19140,24466,22089,12350,25452,14467,22602,22906,17146,14791,14273,84176,22888,19919,75033,17984,18845,19149,16964,79280,20600,90170,21309,22185,21912,22186,21589,91826,19629,15664,21947,23617,80054,22238,17263,23101,21343,21889,93012,24578,20681,19893,77515,92683,18908,23514,91082,15787,22546,14822,19011,24161,16533,55976,16086,21837,14257,21593,20462,77037,85272,15046,15645,15776,18046,14694,18580,21016,23858,21770,91184,22782,60943,83885,21758,44813,19794,19004,91664,19080,13279,16962,79702,76711,18048,14452,21286,23658,14435,22174,16252,21105,21325,90542,23806,22265,21790,83272,18322,21586,19314,88372,19491,90177,18075,21959,13202,10443,18453,22771,89935,20972,20920,83909,20130,17821,19470,20893,91359,21707,14826,20623,17365,20347,21875,24673,83910,85526,19555,14239,89952,21034,24465,14828,15937,80924,21533,21833,21111,88485,53197,18047,15585,83520,22645,15272,86916,20307,21336,21909,85390,85502,22291,20825,92981,20884,24422,19145,20207,18775,75754,21891,21737,83651,19564,15914,14145,17270,21056,80341,23725,89394,15059,15279,21331,79791,89413,21895,14708,22178,14424,21416,93264,23874,78664,79198,21724,92665,22615,22610,20305,91612,20721,14172,90012,19472,23029,79866,22344,24495,21023,19979,22797,19615,92475,86165,13706,21600,23737,22297,10860,16968,14296,23880,24017,24275,90126,23860,19501,19077,24173,24493,17155,24164,17907,16542,17354,19682,19628,22688,19496,16532,78875,23439,88839,16250,14596,15379,20339,18063,23052,23108,18410,13959,18940,13210,76591,15784,22248,91278,19200,20438,52231,18776,14924,19113,90430,84348,20196,88620,19838,22676,81010,91283,16684,10044,79299,24591,90081,92203,23663,13159,22266,20566,21415,17349,20280,59328,16541,88863,23031,18376,21606,21942,22149,18783,23081,12886,89824,19502,23856,22200,17122,16829,77090,17974,91814,16932,27167,24000,90986,89986,22312,22085,16805,92213,89891,18899,17251,20082,90856,19850,86822,27562,15541,85602,86080,19084,22679,24115,90885,15452,91348,15186,21554,91659,22557,22341,16975,17876,84757,21916,13527,23179,89453,19483,15087,16938,17870,24655,92471,14932,22879,21908,75976"
2024-06,"21276,24486,24114,25452,21288,19066,20332,23618,22626,14444,23804,22886,22540,23227,22888,23815,26201,23869,22882,15489,22885,12360,24466,16802,84184,14815,21034,21732,15664,13279,90971,16962,23792,89244,22341,23670,21091,65541,92345,90170,20422,24250,21833,14822,24164,85390,24511,17146,91359,92986,18302,23514,19973,79841,22224,13700,22089,24591,24278,17869,24493,21416,88372,55976,23185,83916,20600,20438,16964,21628,16533,22546,24578,20825,47723,23806,15914,20575,88518,80054,83651,15219,22562,15645,22655,21841,23725,14328,24270,22342,17984,19893,91082,22772,22174,83909,23352,19076,15087,22763,79280,16998,92981,19623,77037,21325,20147,18309,86916,21959,14694,19653,21758,19615,13959,18663,15937,19077,20341,89935,23860,18372,22906,24099,19628,21876,15776,21343,21909,18410,17365,89952,85540,53197,22321,20681,20893,92683,92665,14273,85272,14424,16781,18132,12527,20336,88485,18915,23867,19021,22265,83272,21589,14467,18461,14239,19483,18046,15379,21676,84176,16086,75033,18940,10443,22879,16932,19648,23880,22897,15662,21889,22344,19555,20452,23674,17038,22676,17974,90012,87337,23858,22934,18844,83885,88742,23199,16938,88897,89986,80167,91278,93012,18453,14924,80341,76591,22557,23658,89413,18769,20307,14988,24291,16805,18322,19491,12699,14944,20647,89891,15375,19460,21056,15582,23101,21837,20347,15046,84275,14172,16922,21707,21023,23617,89824,23874,14097,65008,18894,24510,13706,23796,19140,21512,19358,20867,77090,78664,80924,23029,21922,21971,15364,92808,15186,11547,22239,22645,15784,68866,21949,17907,17270,12308,19919,21341,16594,83520,22908,21379,19113,88542,18047,20207,44813,19575,14466,14336,20573,21609,22286,19629,15863,19149,16992,21554,22771,16463,19470,19492,14469,14609,17349,19004,91184,12886,22348,24115,33532,21910,23439,90516,17155,18908,22248,16250,80563,90533,90986,21086,21055,23432,14452,79866,90856,18368,59328,20884,24101,23052,24422,19018,20661,22266,21273,14556,24290,89965,79791,84172,79573,23431,23663,19234,86822,15178,15177,11267,12880,18048,19979,92475,10158,24102,18776,20640,65270,80306,19400,15585,21210,22976,17117,15382,79089,20455,19746,23723,16252,19636,23179,19564,22088,14828,21027,91672,18135,85177,15787,20305,11174,21111,15396,93272,19478,21737,22298,16064,10860,22619,18896,19561,18775,13260,75976,85502,23081,13863,20471,20058,20876"
2024-05,"23870,24114,24465,23999,23618,22882,22888,14444,22540,23997,21532,17979,23804,84184,21276,21018,22626,21833,21091,22341,22886,89244,24486,13700,15775,23113,16962,20863,15375,90971,22885,26201,21758,24261,92345,22615,83909,82281,65541,22186,82156,20893,14328,22676,22551,20816,24250,23252,55976,15186,47723,22256,88372,18464,20801,79573,90170,17672,22342,21628,21876,21732,20438,18958,85390,15396,21676,23815,88626,21759,21787,23670,21512,88485,23185,18410,90081,19140,21416,12699,79841,19483,21325,22689,20455,22258,23617,86916,89413,23884,18302,19460,83916,22546,22909,14879,16179,16697,19808,92981,72119,16108,23725,86165,85272,18132,21959,22224,19615,16929,53197,15219,19584,19470,17869,14822,24493,93263,14424,88518,80054,89824,20658,86822,17974,91278,22089,91359,21111,16802,85540,23109,19623,23789,91826,23723,23674,23858,77037,87337,15540,89935,18461,89891,19128,22897,23199,21379,12360,23796,16887,22174,14609,22934,21273,20663,18453,14467,68866,19653,16786,16778,83272,13260,21034,22645,16938,17251,90533,89175,19400,17365,89952,14097,92986,24259,22232,15382,21580,24473,19919,23783,19893,79089,89387,22557,88620,92475,20341,17948,20301,16536,24279,18063,92589,23874,20575,22321,23088,22265,13706,24466,20307,14924,19021,14944,93083,14988,17951,22266,14608,21889,91379,21341,90012,11511,23784,22289,23515,13844,18663,21841,21074,17349,87825,90716,17378,21716,92665,90516,92596,80167,23867,15059,21541,22169,82779,19555,84176,23427,92252,20661,79791,12308,18769,19629,87583,49138,20347,12786,84172,20825,24482,23031,20425,83577,88742,21922,24080,11644,24270,84387,75754,79039,24115,18643,19500,24488,23273,19084,18048,18467,86080,22634,18844,65008,12629,83148,14452,16343,23037,17984,91672,15365,14268,19464,18364,22906,14616,23062,15395,20439,21957,86745,16617,17690,15433,93380,23860,23658,77900,19575,76461,18206,14668,17812,13547,88542,21116,18372,15582,89857,86233,76591,21737,14336,23029,15364,91161,21663,84275,13701,19358,21837,19065,17357,20798,58836,18046,18135,82656,23108,66852,22596,17038,17871,18215,33532,13978,21910,89167,20681,11267,17043,19912,89016,19113,14579,18047,60943,22566,20647,17351,22659,18075,16392,86290,90177,85738,23110,11547,89110,22995,18727,12788,17372,89215,17825,12886,84372,14942,80791,23204,18767,17270,73219,17346,82555,22348,21109,13956,16699,19746"
2024-04,"23870,23113,23997,17979,22888,21276,23618,22882,22186,21971,22540,23866,21273,14523,23804,15775,22886,91664,21876,21114,22256,16778,18558,21091,19483,22615,23999,20609,21833,22341,24250,15904,16962,23815,22332,23252,19460,89244,23872,19653,17250,65541,23670,90971,19682,15396,82281,83909,24261,20816,23939,22258,20893,19584,21536,85272,23021,55976,21325,23725,90081,23783,82156,20644,20863,14822,17869,14610,23515,18461,22551,22908,21959,24259,15540,21787,22272,22909,16179,21758,21676,17672,87337,15186,22265,19470,93263,19140,24251,24164,15057,20567,17690,90170,17978,22676,90012,21580,12699,24290,92475,86165,20663,19623,17974,17315,20112,22169,23510,14097,19615,19021,23108,23784,21228,22523,21360,15272,20658,86822,16697,89175,15268,88518,16929,18453,17251,18132,47723,23199,17365,22089,17120,22209,16786,14548,18772,77624,80054,18958,79841,14328,83272,84372,14647,18663,10158,23658,22174,92682,21837,17266,20181,20575,15433,68866,89387,23867,18217,79791,18063,80912,84321,79237,23884,13706,85540,24099,23109,23858,19491,18309,90716,88372,23806,18775,17361,19400,89110,21265,19084,80276,84172,21379,14608,86745,23663,21540,22348,18410,89935,87583,21052,14424,15219,23216,22232,17115,19134,23187,14676,91689,17357,79573,15059,14452,76127,23439,21341,20439,19011,23029,19851,22934,92594,19128,15961,91826,23147,14467,82656,20438,76591,82162,82567,93083,90516,65008,19919,21922,76128,20325,15087,20341,92596,29102,72119,21074,22266,16086,18135,23674,77569,88897,84387,22689,89965,91672,17984,17091,22329,18206,21685,17948,20801,89891,22634,18830,20721,14988,86916,23871,89215,17949,14944,19476,12360,89986,22088,83916,13783,12308,21019,15379,86489,13260,14435,12890,22281,90783,19629,19197,91379,24009,18405,12786,85744,14661,19555,15787,23088,18364,15172,33823,18856,19025,82779,78875,76573,13956,89413,18048,23352,12629,23856,13455,71985,20798,90533,21909,21759,16108,92252,88417,93347,80791,19492,78091,16617,24078,84210,92981,24288,21716,15398,21541,17346,20347,90682,20425,14579,10516,87344,23423,19358,23427,91161,19912,21343,79866,21260,14668,18902,15383,90640,85390,20309,76963,20573,17372,86233,23943,23796,49488,82272,23204,18896,91135,17977,20846,91278,39490,14616,18303,92589,19232,18915,16120,19137,14137,17951,93340,18046,84176,14924,22039,92753,88620,89167,86290,17378,19636,17140"
2024-03,"21720,22256,19460,21019,23021,21114,21018,22272,21273,24094,21876,21536,23866,21971,22186,15775,14419,20813,24164,91664,20609,23102,15904,19483,20867,22615,22341,23872,21276,19653,22258,24077,90081,16998,23266,17250,24080,19682,22908,21833,15396,21759,93263,15219,22540,23804,17951,88626,19257,13947,21091,23191,20607,77624,14467,21289,19584,20816,85272,17869,23874,23252,14452,18102,23510,22328,16788,14328,14610,20893,21325,23936,18558,22909,90971,19470,21786,17120,20863,91571,17372,17360,16146,18461,17978,17672,12928,22266,17974,20644,14611,89244,19555,17266,19476,90907,21676,16962,19623,86489,15059,15272,17115,88208,20307,23108,17365,15186,19840,14647,16786,19962,22676,92594,18772,23670,19489,17948,80274,19356,22689,23998,12699,87053,16903,17361,19400,15540,16697,17315,18775,22551,19017,19615,20341,10158,15639,18453,20135,90976,19847,65008,20181,20721,23113,92682,21360,84372,21758,23432,89891,24009,22209,20325,22669,21684,23731,22688,86822,16086,77569,21228,22348,23187,22089,82779,84321,86745,19533,86165,21685,24101,20663,19134,23194,92917,16824,89175,84819,82162,20573,17251,18958,87337,22347,21695,91689,17351,19851,20567,19025,79791,16188,23147,23784,21931,22169,16712,13706,18132,18217,18769,78091,23415,19249,23884,11174,79089,23199,90012,18643,20658,22897,17378,76128,91826,22786,82567,22295,17358,23783,22638,20059,18135,21260,15365,89110,85744,18206,21541,14097,72119,21847,92753,20884,22174,15642,20575,12266,14548,12360,80191,19070,91672,20439,83272,19919,23678,21341,20572,14668,14316,24087,24092,77437,93347,23725,16877,88779,19492,13260,13863,18663,21074,23617,17346,23674,14790,15961,23863,23856,88518,17684,18896,20112,92172,17357,17313,17105,21044,18364,23623,23853,20277,21122,63263,17977,23871,48961,89965,79573,21628,76573,89387,92686,21588,19838,14440,75854,79841,18402,14616,18410,13796,22193,19197,26201,15789,77447,17907,89413,83909,21721,80276,16064,91901,11644,17964,17122,84387,14466,90170,53074,24161,21309,87344,18856,15383,53197,20238,17812,16343,90125,21599,14579,21716,21323,72304,21764,91402,21787,92521,80054,10382,16449,23806,17309,21732,23195,19166,17825,19647,92683,20187,21959,19912,20130,82656,78756,92665,19338,87439,21909,86916,23054,19880,13967,21686,19162,20150,82272,83411,68866,87471,23515,19011,19564,17362,19952,79237,91161,88372"
2024-02,"22256,19395,21876,15775,21971,23936,23021,21720,23266,21536,22272,24077,21018,21273,22255,91488,21019,90081,14419,20294,20607,24080,21091,16400,23678,91500,22909,16788,20867,22615,23191,20863,23775,20813,16903,19653,15396,19814,20150,15848,16998,14468,88807,19257,19584,15431,18261,19184,17330,23874,22313,19483,17360,21786,22266,17361,21847,17250,22341,18306,17349,19476,20662,16786,20584,21736,15639,22662,18781,24078,19489,87337,22298,14790,23861,91571,13947,20135,17964,22334,21833,18775,19956,14467,20884,20181,93263,14934,15540,17869,20816,20187,20430,23664,20341,15272,17115,65008,19840,16712,24009,23252,15186,23510,21759,17974,17905,23244,22897,15219,16962,19147,88195,17672,22689,19533,17889,16887,22908,21886,23998,89387,16773,15065,14647,22193,20325,21676,14611,16877,14536,10253,23623,21542,19555,21539,23415,78002,17372,19623,14818,14720,18453,15789,84321,23101,15961,20573,16824,21828,19232,89891,19682,22174,22688,82215,20999,22676,14316,23187,93083,21276,21074,23717,76128,18132,16310,24072,17966,16697,15904,13825,19470,18206,17266,23625,20297,85526,23195,80274,21787,21281,92521,13796,17948,85272,12266,19647,21325,21379,23804,90012,19952,18663,82779,18896,23194,21695,21289,21029,19338,19599,19180,14440,84819,79089,23216,13706,14452,79841,85744,17313,17684,20169,21628,23199,15365,17251,86489,89175,19400,17365,18772,21750,18461,88208,18643,22295,10158,79573,68145,21931,19919,21052,20277,20342,18402,21323,22320,20593,13863,80320,20658,23789,19492,86290,20238,21105,77447,14579,91689,14545,22245,21748,18845,50286,19356,15645,21758,22169,48961,90976,72304,57154,23198,16964,23469,72119,17876,12488,13260,19811,23617,85285,20059,18769,76573,20452,21764,19938,20891,23427,23432,17378,77202,90313,83148,21309,92427,20196,22221,89110,15268,20572,20347,15863,22629,19017,21721,21541,91901,22289,20147,14097,14137,19128,22583,15295,16650,11144,19657,23730,18840,21685,20163,76934,23871,21684,17150,17875,79791,23883,83390,19135,80276,16086,21066,14580,18553,88240,92753,21939,23147,75831,85205,22209,88372,83411,10547,17812,14615,16161,90679,16186,14828,79039,12615,20333,14239,18940,21360,22626,80089,84372,83916,91826,91604,23204,91672,19137,18458,19832,88518,12928,91627,79499,21044,18958,11174,18255,14313,17346,17913,88779,20663,16463,20436,63263,85013"
