date,Normal_IC,Rank_IC
1962-04-30,-0.042862111638423656,0.043121465934216854
1962-05-31,0.1277359984511747,0.2504243546818461
1962-06-29,0.01980333905036069,0.09148247779571737
1962-07-31,-0.04528070752710226,-0.03572763994085326
1962-08-31,0.20731612581654518,0.28305698421408876
1962-09-28,0.0068402686671324925,0.08682929307739094
1962-10-31,-0.21780899444921376,-0.28852502848433853
1962-11-30,0.16790637805408676,0.27308639921660166
1962-12-31,-0.09032170149499641,-0.14055624300598799
1963-01-31,0.17219202533695516,0.23958899946350318
1963-02-28,-0.016884283524768454,0.13684814995100147
1963-03-29,-0.0025510358634036404,0.038899325307990576
1963-04-30,-0.04384581875889244,0.02009694181266868
1963-05-31,0.049935749079490034,0.091283882711013
1963-06-28,0.039149808128421386,0.07396297674967381
1963-07-31,0.1670772521681,0.16769814053908863
1963-08-30,0.01360700480537881,-0.03541391411296691
1963-09-30,0.023765566414578873,0.04635582763681676
1963-10-31,0.0021771088820086116,0.011563844751704614
1963-11-29,0.05935953953144932,0.1060273044759183
1963-12-31,0.016775330898296616,0.02786165651167397
1964-01-31,0.026734668863953273,0.051489979051993644
1964-02-28,-0.012436318462563534,0.03155969657179837
1964-03-31,-0.06058599149445875,-0.07116823553550988
1964-04-30,0.028072761394570052,0.09814790812390004
1964-05-28,-0.11514400113559983,-0.04217332297969822
1964-06-30,-0.042969907114181034,-0.01507641259630449
1964-07-31,-0.1149703968834391,-0.10784484795070669
1964-08-31,0.004951391991768559,0.05399470048066745
1964-09-30,0.05205481339063609,0.07971814925672091
1964-10-30,-0.06262332040818644,-0.01304077532382286
1964-11-30,-0.047560094913295825,-0.08060379022459505
1964-12-31,0.00797267697617003,0.014349303594900092
1965-01-29,0.02702668030195737,0.05628924966324998
1965-02-26,0.026983700393372383,0.0602646315459298
1965-03-31,0.038596514689253035,0.09346013603398652
1965-04-30,-0.08061974856680845,0.007483723174953079
1965-05-28,-0.11552769042708538,-0.21034895991789515
1965-06-30,0.21598508006360917,0.2688745215985826
1965-07-30,0.07885536989923973,0.1384947409623445
1965-08-31,0.03129630036777036,0.08203158524845844
1965-09-30,0.05366786742942681,0.13561055380651574
1965-10-29,0.11336730803892844,0.1915816831659825
1965-11-30,-0.0773317645076867,-0.07894075539487598
1965-12-31,0.1491692136056628,0.23081177707786132
