year,month,Linear,RandomForest,NN1,NN2,NN3,NN4,NN5
2024,11,-0.007510661605570876,0.010018096791337921,0.17276987433433533,-0.356050968170166,0.005104667507112026,0.05275891348719597,-0.030012203380465508
2024,10,0.217175639262358,0.013309871360380372,0.3975394666194916,0.1495567113161087,0.03969573229551315,0.01900472491979599,-0.00011114683002233505
2024,9,-0.12216123239534052,0.007171726575896963,-0.18743401765823364,-0.2593414783477783,0.0613698735833168,0.004383482504636049,-0.00993445236235857
2024,8,-0.05831774046958326,-0.0014774823994701146,0.4944300949573517,0.2752334475517273,0.03284440189599991,-0.005447900854051113,0.002808237448334694
2024,7,-0.0034743570983360164,-0.007717340932674823,-0.7504230737686157,-0.11283381283283234,0.012557998299598694,0.265018105506897,0.0075434413738548756
2024,6,-0.1630636319060028,0.005702207187173723,0.27267220616340637,0.10644283145666122,-0.1702236384153366,-0.14568887650966644,-0.031049154698848724
2024,5,0.09614627816454004,0.013985963275451046,-0.2312825471162796,0.6622404456138611,-0.02582482621073723,0.027453390881419182,0.00775501923635602
2024,4,-0.10054289967158914,0.006425185937138561,0.18194235861301422,-0.22796401381492615,-0.02565547451376915,-0.011473007500171661,-0.0076782782562077045
2024,3,0.0109525919363961,0.006368108701638648,0.3652820289134979,-0.0237087644636631,0.03802570328116417,0.00908743217587471,-0.03592905029654503
2024,2,-0.051601316093300445,0.0028463989838023378,0.6129892468452454,0.014460364356637001,0.011519517749547958,0.00910208560526371,0.11482389271259308
2024,1,-0.004267318063396268,0.0008699542100058442,-0.34814924001693726,0.07188954204320908,-0.014096800237894058,-0.0630887970328331,-0.011117358691990376
2023,12,-0.016944382956163226,-0.020060522736203557,-0.4488587975502014,-0.11773411184549332,-0.0031885341741144657,-0.014592286199331284,9.074632544070482e-06
2023,11,-0.1321842594657919,-0.004463977529025154,-0.2686169743537903,-0.26198768615722656,0.08247216045856476,-0.01137262862175703,-0.02834794484078884
2023,10,-0.10911377503844126,-0.003035000118192961,-0.17279145121574402,-0.08803554624319077,-0.0028600823134183884,-0.021361881867051125,-0.034563884139060974
