date,Normal_IC,Rank_IC
1962-04-30,-0.009498563433103308,-0.07639311996023843
1962-05-31,0.04869317142410136,0.2256001126470755
1962-06-29,-0.07662021033776423,-0.22190135301801886
1962-07-31,-0.008865640364349125,-0.02971768146450975
1962-08-31,-0.1500356622027571,-0.1313175378243225
1962-09-28,-0.06322083837884199,-0.03193257677753011
1962-10-31,-0.2524050317346508,-0.33291795092240756
1962-11-30,0.07368645874904291,0.15940853982469172
1962-12-31,0.10308584929027219,0.11586633081436688
1963-01-31,0.08170512308797828,0.07611295651742289
1963-02-28,0.006785386112965228,-0.04887483653120687
1963-03-29,0.036191428790625216,0.028860975173640165
1963-04-30,-0.005945219496385853,-0.020488058049481304
1963-05-31,-0.01995267323598362,-0.05826334457839555
1963-06-28,-0.015857053472590477,-0.057886427298462516
1963-07-31,0.022322326710795766,-0.020091106357933375
1963-08-30,-0.050755956453005,0.042717283862758144
1963-09-30,0.08132817093673847,0.1074376069366718
1963-10-31,-0.13638783902798812,-0.07976583850302649
1963-11-29,-0.06649155237005637,-0.01830153472523857
1963-12-31,0.014977449349743998,0.013475537426997272
1964-01-31,0.02290585713651805,0.05410172665648914
1964-02-28,0.03673711810939095,0.09420757254889961
1964-03-31,0.007967758278069923,-0.02590807065540728
1964-04-30,0.015438926350597806,0.02057316463620366
1964-05-28,-0.01966629721935297,-0.01611271165408825
1964-06-30,0.02865672937019889,-0.005698207313329315
1964-07-31,0.025987572621138672,0.02814099159330769
1964-08-31,0.028903158630268305,-0.015696516513041974
1964-09-30,0.014715583647585913,-0.029488053663376257
1964-10-30,-0.05140997943938956,-0.04691709572905162
1964-11-30,-0.020424789488951337,0.008193290392814344
1964-12-31,-0.09850135106394378,-0.15781916628156162
1965-01-29,-0.00892171326831731,0.04259101819580727
1965-02-26,0.03953837693180389,0.008103896807236208
1965-03-31,0.05429124240882811,0.10427803674047363
1965-04-30,-0.02059645423112509,-0.057436929653837045
1965-05-28,-0.07755776277042353,-0.21525346499013548
