date,Normal_IC,Rank_IC
1962-04-30,-0.1595775219986784,-0.09054213388393213
1962-05-31,0.0597302374958711,0.16683405354321373
1962-06-29,0.05487311643900265,0.11869704051404846
1962-07-31,-0.017351539589464126,0.03317255472128374
1962-08-31,0.17661040373878403,0.21278753965345393
1962-09-28,-0.04749664018704569,0.006464833763082299
1962-10-31,-0.2695926559667357,-0.24428409096036932
1962-11-30,0.18870388049724052,0.30785234079035523
1962-12-31,-0.22489357050535014,-0.23290773728626699
1963-01-31,0.0351594311806285,0.10991656285028564
1963-02-28,-0.0069051003578403545,0.13603081830622837
1963-03-29,-0.05927856800856991,-0.02281073539119378
1963-04-30,-0.17730510104795694,-0.07329515756693995
1963-05-31,0.03777780190018374,0.11813261970088121
1963-06-28,0.07032377168674502,0.13002414058124884
1963-07-31,-0.004801103362773557,-0.028356584854144752
1963-08-30,-0.016952954894101913,-0.011937314115760832
1963-09-30,0.0020688586586381508,0.021256288265807118
1963-10-31,0.037028822250435536,0.04344642131161518
1963-11-29,0.08348731951942143,0.15643632042262062
1963-12-31,0.03408778514227578,0.062075321342941775
1964-01-31,0.03112489888439393,0.044257790226489485
1964-02-28,-0.07005567055319198,-0.07037968036490122
1964-03-31,-0.013901759269277211,0.04105561887038835
1964-04-30,-0.012830339154073573,0.08881588826638065
1964-05-28,-0.15969459582615775,-0.04429337114589758
1964-06-30,-0.06916302153076828,0.0024703680305094775
1964-07-31,-0.08557212612554596,-0.03986980210365136
1964-08-31,-0.03895458837697024,0.011240699890332613
1964-09-30,0.017688903651027224,0.05165114425939725
1964-10-30,-0.019768587019353114,0.015072851287660666
1964-11-30,-0.10613590510130522,-0.05746582147864667
1964-12-31,-0.05511839336144991,-0.06226321867474178
1965-01-29,-0.046103634221920736,-0.030926954882727297
1965-02-26,0.011373547516362513,0.04532776651626633
1965-03-31,-0.013275828148227213,0.04698323042540593
1965-04-30,-0.08725961845038432,-0.04987122262683034
1965-05-28,-0.13183022115471024,-0.11995230176321987
1965-06-30,0.21933342861043345,0.2102831945380937
1965-07-30,0.09719580493792854,0.14423460998221085
1965-08-31,-0.019783683547963817,0.06974579464629951
1965-09-30,0.056042768813743316,0.1491678260698356
1965-10-29,0.03950919938003924,0.0819628955628806
1965-11-30,0.03674459292198057,0.051369779901185
1965-12-31,0.09142722605089121,0.1452070413070446
1966-01-31,0.11810249951587182,0.17064779378563824
1966-02-28,-0.020254422552935095,-0.060549444609393814
1966-03-31,0.113369882983643,0.21944933837948477
1966-04-29,-0.2799438331401442,-0.37096826161597474
1966-05-31,-0.025986829671960948,0.09862471144185753
1966-06-30,-0.12938974930889152,-0.0780327174707138
1966-07-29,-0.22239325855792352,-0.249552599347239
1966-08-31,-0.08624325529528915,-0.059543057925519234
1966-09-30,-0.24952540909011003,-0.2185360645469132
1966-10-31,0.2817137839621249,0.266160151999151
1966-11-30,-0.01495249168162607,0.03833749699696559
1966-12-30,-0.03133348360622699,-0.02196132646606424
1967-01-31,0.041842317699262326,0.03643210436424347
1967-02-28,9.744652922016178e-05,0.05380813785456095
1967-03-31,0.025538827848231204,0.040431190883738304
1967-04-28,0.026988574434126736,0.09659089674438914
1967-05-31,0.10732430915207553,0.16371243717194883
1967-06-30,-0.02286550055536013,0.02060748219777491
1967-07-31,-0.08224482858770632,-0.08442105316887985
1967-08-31,0.06414732814369403,0.10660299843435014
1967-09-29,0.05606956713916204,0.07817279491929498
1967-10-31,-0.022691510920636947,0.03147593322125743
1967-11-30,0.16300801362070716,0.1545393462551394
1967-12-29,-0.10772053987493775,-0.14025886379099914
