year,month,Linear,RandomForest,NN1,NN2,NN3,NN4,NN5
2024,11,-0.5097414310542939,-0.034333259979744436,0.25008246302604675,0.013632996007800102,-0.09242362529039383,-0.016621913760900497,-0.01372977439314127
2024,10,-0.007122041241819456,-0.03570090003116252,0.6350023746490479,0.6089258193969727,-0.10071670264005661,-0.28899940848350525,0.0056400178000330925
2024,9,0.009397089866463579,-0.03434798012915896,-0.025193586945533752,0.2471255213022232,-0.050278909504413605,-0.016716407611966133,-0.026348600164055824
2024,8,0.15103100981701123,-0.03673212656254783,0.06812212616205215,0.42187947034835815,0.4166281819343567,-0.041764602065086365,-0.007027735933661461
2024,7,-0.33871089865808157,-0.033512044956941586,-1.4643052816390991,-0.5852084159851074,0.11011457443237305,1.3522484302520752,-0.006804999895393848
2024,6,-0.13614794463329133,-0.03705274316869116,-1.3292200565338135,-0.22442224621772766,0.27598845958709717,-0.2507826089859009,-0.02723744511604309
2024,5,0.09863610936377251,-0.034657366406256246,-2.112682342529297,-0.19934019446372986,0.21581608057022095,-0.002994706854224205,-0.0005227407091297209
2024,4,-0.12710009459180058,-0.030893457505710625,-0.7880358695983887,-0.1239362508058548,-0.018661631271243095,-0.21951109170913696,-0.020195361226797104
2024,3,0.2651869417844721,-0.034019146055792496,-1.2327382564544678,-0.23837049305438995,-0.27525895833969116,-0.05528131499886513,-0.09901295602321625
2024,2,0.03066350130895156,-0.040467342042150724,0.14958497881889343,-0.1917799562215805,0.03766145929694176,-0.329708069562912,0.07211969792842865
2024,1,-0.13914294948299458,-0.04891357728353998,0.3307635188102722,-1.3317832946777344,-0.18350188434123993,-0.017055660486221313,-0.020951546728610992
2023,12,-0.38816197188204266,-0.03450331039701305,-1.1950641870498657,-1.0294620990753174,-0.017662247642874718,-0.003549051471054554,-0.01539134792983532
2023,11,-0.04222053374578641,-0.027057172960367793,-1.052283763885498,-0.03298414498567581,-0.0223529152572155,-0.023044690489768982,-0.011928265914320946
2023,10,-0.03446149537242643,-0.03297716710596785,0.21894840896129608,0.0981643944978714,0.13513243198394775,-0.011874951422214508,0.022746801376342773
2023,9,-0.1376157282580312,-0.031917665274631545,1.5154790878295898,-0.21081063151359558,-0.260757178068161,0.06543418765068054,-0.01708633080124855
2023,8,-0.4585330478508297,-0.0314755468798005,-2.2725284099578857,-0.02459593303501606,-0.018051479011774063,-0.03554249182343483,0.0015914738178253174
2023,7,-0.3186486210476334,-0.03666216778808827,0.396791011095047,-0.42846906185150146,-0.001048749778419733,-0.01559919398277998,-0.02223600447177887
2023,6,0.1195737687306613,-0.035299946793806505,-0.8644499182701111,-0.033262912184000015,0.06344961374998093,-0.006631890777498484,-0.01141288224607706
2023,5,-0.152163816877758,-0.03169745448965589,-2.74456524848938,0.5225011706352234,0.18202893435955048,-0.06676924228668213,-0.018553225323557854
2023,4,0.14855503578322032,-0.03193940567220567,0.35390210151672363,0.1589905470609665,-0.024051569402217865,-0.018837805837392807,-0.00442555220797658
2023,3,0.27844603836322723,-0.02833725781479171,-1.7871044874191284,0.17647989094257355,0.2242499589920044,-0.018437080085277557,-0.013165255077183247
2023,2,-0.04198791672811271,-0.04150210345232445,-0.49990227818489075,-0.0707000195980072,-0.06837783008813858,-0.0003172093420289457,-0.02375948429107666
2023,1,-0.20457750474015163,-0.052141836640002825,-2.444973945617676,-0.6234925985336304,-0.09289125353097916,0.010493923909962177,-0.0070982133038342
2022,12,-0.014805815514392882,-0.03162649278922432,-0.04410553723573685,-2.21975040435791,0.17806975543498993,-0.3035891354084015,-0.03043225407600403
2022,11,0.11407576195553039,-0.027542808515942475,1.891133427619934,0.5516406893730164,-0.0858154296875,-0.021724870428442955,-0.03290323540568352
2022,10,0.09106963019709505,-0.02818247607102012,2.095250129699707,-0.004227558150887489,-0.1247933954000473,-0.041397757828235626,-0.006695412565022707
2022,9,0.052040677323259905,-0.04183304939793594,-1.6143019199371338,0.9443033933639526,-0.001228276058100164,-0.017259914427995682,-0.02781687304377556
2022,8,0.048429710158843425,-0.0387067441348138,-1.2053935527801514,-0.4777241051197052,-0.2820340692996979,-0.028020482510328293,-0.02378309890627861
2022,7,0.024715368989209743,-0.04198020238649039,0.962948739528656,-0.0906602218747139,-0.08927857875823975,-0.030350659042596817,-0.00017058529192581773
2022,6,-0.30107061496823373,-0.03129857289834342,-0.5930988192558289,-1.1247309446334839,-0.10398383438587189,-0.09295292943716049,-0.01828688383102417
