date,spindx,SP500_next_period_return,SP500_cumulative_return
1995-12,615.93,0.032096688673788,8.603500579583852
1996-01,636.02,0.0069098163601865855,8.669859005003723
1996-02,640.43,0.00788538453994017,8.74610956170518
1996-03,645.5,0.013342046230175701,8.876142606041808
1996-04,654.17,0.02259615972339602,9.099305501818966
1996-05,669.12,0.0022541528484939432,9.122070880083701
1996-06,670.63,-0.046827520786961854,8.64807939553948
1996-07,639.95,0.018639176083919788,8.827911646264578
1996-08,651.99,0.052756203323174836,9.346394951317109
1996-09,687.31,0.02579528050914497,9.613283111344735
1996-10,705.27,0.0708089649496645,10.364798703176811
1996-11,757.02,-0.021739986636405875,10.117728131244306
1996-12,740.74,0.059510647522872405,10.779351331317908
1997-01,786.16,0.005910047767196773,10.84896786035259
1997-02,790.82,-0.04354862047140087,10.332961656024267
1997-03,757.12,0.05676356506996887,10.976260962421463
1997-04,801.34,0.05692544355092693,11.658014929788957
1997-05,848.28,0.042535054616412785,12.196424286162898
1997-06,885.14,0.07522178389598178,13.189082862016331
1997-07,954.29,-0.05916190751100113,12.34962965406779
1997-08,899.47,0.051789019050444966,13.040993878538691
1997-09,947.28,-0.03508604155478369,12.54835098384582
1997-10,914.62,0.043621422487943796,13.139349326127109
1997-11,955.4,0.015609171282679583,13.360052851584268
1997-12,970.43,0.010098972903237103,13.505074636221469
1998-01,980.28,0.06807842894737663,14.492557329219867
1998-02,1049.34,0.04873842963294152,15.247640244444362
1998-03,1101.75,0.009035525668709443,15.394446214928994
1998-04,1111.75,-0.019005643420609574,15.082859216089691
1998-05,1090.82,0.03868039488845361,15.704950561503445
1998-06,1133.84,-0.011683381142634086,15.50978025712454
1998-07,1120.67,-0.15758607007429418,12.908068868614114
1998-08,957.28,0.06052629920018749,13.749872806252666
1998-09,1017.01,0.07723340749532363,14.88905574320217
1998-10,1098.67,0.05744407200715167,15.801787805440323
1998-11,1163.63,0.054843527731920916,16.723257120893837
1998-12,1229.23,0.040190831279158935,17.435569557556835
1999-01,1279.64,-0.032815090665377786,16.830604671057728
1999-02,1238.33,0.03806060056715658,17.509248193313734
1999-03,1286.37,0.037241815948836486,18.19856620788046
1999-04,1335.18,-0.025287465853720853,17.713083120458283
1999-05,1301.84,0.05300823979166552,18.705030717748905
1999-06,1372.71,-0.03257081535328095,18.063221800710377
1999-07,1328.72,-0.006273778377796873,17.943623371965934
1999-08,1320.41,-0.028967267082334575,17.394878374243042
1999-09,1282.71,0.06066176674701588,18.510744195521102
1999-10,1362.93,0.018882472761026243,18.87915529134038
1999-11,1388.91,0.05623279965410548,19.997015848131173
1999-12,1469.25,-0.052244822952783904,18.900030472608762
2000-01,1394.46,-0.02031306261044836,18.49579990766883
2000-02,1366.42,0.09232381212222356,20.29572647551691
2000-03,1498.58,-0.03127997725807787,19.629596635668495
2000-04,1452.43,-0.022158698229963615,19.172471629212843
2000-05,1420.6,0.02365163115673065,19.6495834877066
2000-06,1454.6,-0.01647625326436223,19.309355720359555
2000-07,1430.83,0.05892815758821184,20.506148634763957
2000-08,1517.68,-0.054966292284748544,19.324035382986274
2000-09,1436.51,-0.004961784973662941,19.22319188961878
2000-10,1429.4,-0.08345613371058731,17.53544248322389
2000-11,1314.95,0.004045193222723212,17.610421929537203
2000-12,1320.28,0.03405024645014182,18.244111382779067
2001-01,1366.01,-0.09683109041654117,16.3806830934872
2001-02,1239.94,-0.06635854393013127,15.227326270892338
2001-03,1160.33,0.07400701055598045,16.428262177517606
2001-04,1249.46,0.005077287698608417,16.51675047867964
2001-05,1255.82,-0.025321483187023132,16.073200375942474
2001-06,1224.42,-0.010830890268300843,15.888282416141926
2001-07,1211.23,-0.06625560588746704,14.769339032261787
2001-08,1133.58,-0.08525661524698992,13.424898561688904
2001-09,1040.94,0.017937188329115412,13.683640683818306
2001-10,1059.78,0.07248435043337315,14.747974840781927
2001-11,1139.45,0.007545292033896033,14.866797909898075
2001-12,1148.08,-0.015696373666933345,14.617746721006599
2002-01,1130.2,-0.02098488667516772,14.290010075944803
2002-02,1106.73,0.03608007625275841,14.841674805390337
2002-03,1147.39,-0.06338468278441352,13.837555273076834
2002-04,1076.92,-0.009122942297125956,13.702193112490137
2002-05,1067.14,-0.07522444617392271,12.596228778061008
2002-06,989.81,-0.08228976893988257,11.477398253460585
2002-07,911.62,0.004869544390315665,11.53815749813146
2002-08,916.07,-0.11654890279843105,10.076848998610318
2002-09,815.29,0.08290215537932169,10.995143655406395
2002-10,885.76,0.05550058467611222,11.660881141555409
2002-11,936.31,-0.062229277129875436,10.873003660289143
2002-12,879.82,-0.027797493671422965,10.542963916181474
2003-01,855.7,-0.017149844258839787,10.345003882733554
2003-02,841.15,0.008322874252829663,10.439426923447408
2003-03,848.18,0.07792735002947673,11.330871149447516
2003-04,916.92,0.04964566548928773,11.943045453724494
2003-05,963.59,0.01125862601085219,12.088766361929439
2003-06,974.5,0.01609350647877368,12.299410508174306
2003-07,990.31,0.017715343790636197,12.535014137539413
2003-08,1008.01,-0.012016232567985653,12.372374259851766
2003-09,995.97,0.05350426846494651,13.087853362264614
2003-10,1050.71,0.007103225356045156,13.187922559479698
2003-11,1058.2,0.04951889930647121,13.890492868070586
2003-12,1111.92,0.017128882262967212,14.145550367245319
2004-01,1131.13,0.012135100829125884,14.329343148064446
2004-02,1144.94,-0.016494220669989047,14.076497579454285
2004-03,1126.21,-0.016933393494544095,13.821201313421843
2004-04,1107.3,0.012011024205564368,13.999219121152896
2004-05,1120.68,0.017829189249312503,14.266643037455838
2004-06,1140.84,-0.034892238215330364,13.733955691844514
2004-07,1101.72,0.002284720571713859,13.76761866351639
2004-08,1104.24,0.009320336802206484,13.905257843226915
2004-09,1114.58,0.01391695587821374,14.112693658984503
2004-10,1130.2,0.03786877946113301,14.68499292222025
2004-11,1173.82,0.03194249119319211,15.18601067050355
2004-12,1211.92,-0.02561574796851591,14.771393900552221
2005-01,1181.27,0.018726934874337724,15.066743767005391
2005-02,1203.6,-0.01930275225452871,14.756611392533893
2005-03,1180.59,-0.02031351934767037,14.436539162157933
2005-04,1156.85,0.029512223385105795,14.89210575420447
2005-05,1191.5,-0.00014268747689802155,14.889838149731807
2005-06,1191.33,0.03533645186472915,15.451328650648144
2005-07,1234.18,-0.011285467972359155,15.265667708058498
2005-08,1220.33,0.006924907426858922,15.378305951172852
2005-09,1228.81,-0.01789999431377393,15.085134367777606
2005-10,1207.01,0.034581237676988605,15.64137822241602
2005-11,1249.48,-0.0009528500142413687,15.625521484939792
2005-12,1248.29,0.02514796123051826,16.043619454680208
2006-01,1280.08,0.0004529940641520396,16.051340113124844
2006-02,1280.66,0.011003842360389883,16.238970371763063
2006-03,1294.83,0.012113265284213585,16.447790593102926
2006-04,1310.61,-0.0314049135858917,15.899844237261796
2006-05,1270.09,8.660428539180607e-05,15.901307836195198
2006-06,1270.2,0.005072924191958309,15.987046889593167
2006-07,1276.66,0.02105112458799209,16.344643330048054
2006-08,1303.82,0.02426937619530401,16.765587003998363
2006-09,1335.85,0.031021836917226073,17.31670814677519
2006-10,1377.94,0.01633250512235968,17.615865876407167
2006-11,1400.63,0.012536835916847028,17.849249932349714
